clue,exp,len
13 ALPS A record on small and high mountains (4), A LP (record) S (small) ,25
"14 CONSIDER Judge in Tory party, first to resign (8)", CON SIDE (Tory party) R (first to Resign) ,43
"17 TINY TOTS Toddlers with it coming back awfully snotty (4,4)"," TI ( IT, reversed) with anagram of SNOTTY ",43
"19 MINI Married in one, a short skirt (4)", M (married) IN I (one) ,24
22 RISOTTO Rice dish recipe – it’s too complicated (7), R (recipe) followed by anagram of ITS TOO ,43
24 SNAFFLE Appropriatebit (7), double def ,12
"25 TIGER LILY Wendy’s last behind girl I let out and princess Peter Pan saved (5,4)", Y (wendY’s last) after anagram of GIRL I LET ,46
26 PERIL Beautiful fairy left in danger (5), PERI (beautiful fairy) L (left) ,33
"27 HOTELIER Ritz, say, may offer more comfortable time for male (8)", HOmELIER (more comfortable) with T (time) replacing M (male) ,62
28 LEGEND Motto on one side of court (6), LEG (on – cricket) END (one side of court?) Down ,50
1 PUBLICAN Article supporting popular landlord (8), AN (article) supporting PUBLIC (popular) ,42
"2 NIGHTSPOT Badly-written thing, notice in club (9)", NIGHT (anagram of THING) SPOT (notice) ,40
3 SALAMI Short Greek island sausage that’s highly-spiced (6)," SALAMIs (greek island, short) 5 NEEDLESS TO SAY Those speaking more concisely do, naturally? (8,2,3) cryptic clue; Those speaking more concisely would NEED LESS TO SAY. ",170
6 EXACTED Insisted on precise editor (7), EXACT (precise) ED (editor) ,29
7 TUDOR Organised tour round duke’s house (5), Anagram of TOUR around D (duke) ,33
"8 RARELY Hardly ever right, a bank (6)"," R (right) A RELY (bank) 10 AT SHORT NOTICE The cartoonist sacked with little warning (2,5,6) Anagram of THE CARTOONIST ",120
15 REINFORCE Strenghten check on behalf of church (9), REIN (check) FOR (on behalf of ) CE (church) ,46
"16 LIBELLED Cover defending beautiful woman, defamed (8)", LID (cover) containing BELLE (beautiful woman) ,48
"18 NATURAL Small number at Russian river, as is to be expected (7)", N (small Number) AT URAL (russian river) ,42
20 WRETCH Scoundrel with gag (6), W (with) RETCH (gag) ,22
21 SAMPLE Seconds – large cross-section (6), S (seconds) AMPLE (large) ,27
1 PEASANTRY Friendly comment’s put out fifty country people (9), p{L}easantry ,14
6 STONE Gem‘s special quality (5), s tone ,8
9 ANTIC Father abandoning wild caper (5), {fr}antic ,11
10 AGREEMENT Union soldiers receiving a welcome? On the contrary (9)," a gree(men)t — it’s the welcome that receives the men, the contrary of what is said ",85
11 IRON Firmness of purpose in suppressing most of argument (4), i(ro{w})n ,11
"12 SMALL BEER Unimportant stuff in shops facing competition in Southern Region (5,4)"," S(mall bee)R — mall = shops, bee = competition (as in spelling bee etc.) ",74
14 IMPRINT Something in publication: one never used to include price (7), 1 m(pr)int ,12
16 MACLEAN Spy‘s mother having nothing incriminating (7), ma clean — ref Donald Maclean ,31
18 SHINGLE First cut of hair in one’s haircut (7)," s(h{air})ingle — not sure about the &lit. aspect here as I’m a little vague about the details of a shingle haircut, but it involves little cuts and layers ",156
20 CAPSTAN Top mark after discharging one revolver (7), cap sta{i}n ,13
"21 CELEBRANT Minister, perhaps, to go on and on behind famous person’s back (9)", celeb rant ,12
23 ECHO Repetition Henry observed in Italian author (4), Ec(H)o — ref Umberto Eco ,26
26 ASTRODOME A second book about staff in sporting venue (9), a s t(rod)ome ,15
27 ROUEN Profligate consumption’s closing French city (5), roué {consumptio}n ,20
28 GREEN Location of hole about to be put in dirt? (5), g(re)en — a golf reference ,28
"29 RESURGENT Remainder, without time pressing, rising again (9)"," res(urgen{t})t — a slightly uncomfortable parsing but I think this is it — no, on second thoughtsthismust bewrong since it requires ‘without’ to do two things: I think it’s just rest without time, ie res{t}, and then urgent Down ",230
1 PLAN Prepare for curtailment of foundation (4), plan{k} ,9
"2 ACTOR Performer, tense, welcomed by a cry of enthusiasm (5)", a c(t)or! ,11
"3 ASCENDING Aiming high, Alpine Club accepting singular conclusion (9)"," A(s)C ending — to begin with I was unsure how Phi got a = alpine, but AC is in Chambers as Alpine Club ",104
4 TRANSIT Passage in feature about bridge team (7), tra(NS)it ,11
"5 YARD-ARM Ship’s timber, cracked beam set upright around rear of tiller (4-3)", (mad ray)rev. round {tille}r ,30
6 SHELL Explosive comment introducing next female act? (5), “she’ll” — a statement about what the female will do next ,59
"7 OVEREXERT Capturing King and Queen, old, old soldier’s to stress too much (9)", o ve(rex ER)t — if you overexert you put too much stress on the body ,70
8 ENTHRONING None right to riot about new bishop’s installation (10), (none right)* round n — theceremony of installing a bishop ,60
"13 AILSA CRAIG Fails to improve account given by newspaper about one Scottish rock (5,5)"," ails ac ra(1)g — ails = fails to improve, and don’t be sidetracked as I was by the fact that ‘ails’ is part of ‘fails’ — this island ",134
15 PAILLETTE Sparkly item I left amongst collection of paints (9), pa(I l)lette — a new word for me: a spangle ,45
17 CUPBEARER Copper and lead are carried by Queen’s attendant (9), Cu Pb E(are)R ,15
19 ENAMOUR A good head of hair elevated our charm (7), (mane)rev. our ,16
20 CUTLETS Some meat allowed during economies (7), cut(let)s ,11
22 BROWN Brother to admit being ecclesiastical detective (5), Br own — ref theFather Brown stories of G.K. Chesterton — which have no doubt reached a new audience because of the 20,119
"13 TV series, of which I was unaware 24 HOUSE Audience hard to excite after opening fails (5)", h {r}ouse ,11
9 Dunce may have this one castrated (5), CAPON A dunce may have a CAP ON ,33
10 Overseas ruler making figure of 8s (9)," BRITANNIA Britannia features on the reverse [‘tails’ – 8s] side of many British coins – see here : we need to read the definition as ‘ruler over seas’, as in the song: ‘Britannia rule the waves’ ",196
"11 K-Y stain unfortunately left after game with hookers (5,4)", RUSTY NAIL Anagram [unfortunately] of Y STAIN + L [left] after RU [game with hookers] – what a surface! ,105
12 Become registered company in US once name changed to Lambert (5)," ENROL ENROn [company in the US] with the n [name] changed to L, the abbreviation for Lambert, which is a cgs unit of illumination equal to the brightness of a perfectly diffusing surface that emits or reflects one lumen per square centimetre: I’m ashamed to say that I didn’t know that 13 “Hand over!”, said one primarily into money (7) OVATION OVA [sounds like {said} ‘over’] + O[ne] in TIN [money] ",401
"15 Backing group into rock’n’roll is Busted, apparently (7)", TOPLESS Reversal [backing] of ELP [Emerson Lake and Palmer – group] in TOSS [rock’n’roll] – another great surface ,115
17 Fish no 18 worries (5)," FRETS [pom]FRETS fish, with no pom [Pomeranian DOG {18}] ",58
"20 Pants, if just 15 (5)"," AWFUL [l]AWFUL [just, ‘topless’ {15}] – I liked this one, because we’ve quite recently becomeso used to seeing ‘pants’ as an anagram indicator ",144
"22 Standard stop signal in song (3,4)", RED FLAG Triple definition ,28
"25 Funny reaction in left ear, when raving about Fifty Shades of Grey? (7)", ALLERGY An anagram [raving] of L [left] EAR round L [fifty] + G[re]Y [shades of] ,82
26 Caught one fish that’s smoked (5)," CIGAR C [caught] + I [one] + GAR, a favourite crossword fish ",62
"27 K FC business, not half struggling, must take in a thousand before ends meet (5,4)", BUCK’S FIZZ An anagram [struggling] of FC + BUSI[ness] round K [a thousand] before ZZ [ends – of the alphabet] ,112
30 Works in a store sadly after college (9)," CREATIONS An anagram [sadly] of IN A STORE after C [college] – I loved this surface, picturing my students and grandchildren in their part-time jobs ",150
31 Cavalryman backed in National Hunt (5), UHLAN Hidden reversal [backed] in nationAL HUNt Down ,54
1 Bit of caviare cat’s taken up a tree (4), ACER Another hidden reversal [taken up] in caviaRE CAt’s ,58
2 Rat-a-tat in advance (8)," APOSTATE A TAT in POSE [advance, eg a theory] – one of my favourites, for the definition ",90
3 Sweet 15 guy (4)," ANDY [c]ANDY [sweet, ‘topless’ {15}] ",38
4 Got a bit done at work (8), OBTAINED Anagram [at work] of A BIT DONE ,42
5 K LM and I flipping get around! (6)," GIMLET GET round an anagram [flipping] of LM and I 6 Hotel option when you’ve come to visit (4-2,4) WAKE-UP CALL WAKE UP [come to] + CALL [visit] ",147
7 Wrong ’un gets tortured now and then (6), UNTRUE UN + T[o]R[t]U[r]E[d] [now and then] ,45
13 Show 15 chest (5)," OFFER c[OFFER] [chest, ‘topless’ {15}] ",40
"14 Setter has 11, drunk in isolation (10)"," INSULARITY I [setter] + an anagram [drunk] of RUSTY NAIL [11] – brilliant! 16,",79
"18 K D Lang’s unnamed toy boy’s half crazy (5,3)", SALTY DOG Anagram [crazy] of D LA[n]G’S [minus n – name] and TOY [half of TOY boy] ,84
19 Doctor agrees I can initially get fit to Olympic standards? (8), GRAECISE Anagram [doctor] of AGREES I C[an] – lovely surface and definition ,77
21 Convincing Catholic to wear odd habit (8)," FORCIBLE RC [Roman Catholic] in [to wear] FOIBLE [odd habit] – I loved this surface, too ",90
23 Determined to find “horse” in dictionary under D (6), DOGGED GG [horse] in OED [Oxford English Dictionary] under D – 0f course! ,75
24 K GB captures one relative (6)," GIBSON GB round I [one] + SON [relative] 26,",45
8 The definitive K 9 18 (8), COCKTAIL COCK [capon – 9] + TAIL [dog – 18] – the clever definitive clue ,74
"28 K O certain, without reaching last round (4)", SOUR O with SUR[e] [certain] round it ,39
"1 In dialect, spoken literature doesn’t follow (5)", Homonym of Books (in dialect) = BUCKS ,39
4 Modest about power and Tory protection (9), Coy (modest) about p (power) + right (Tory) = COPYRIGHT ,57
9 Sleep on Kojak’s idea (7), Theo (Kojak) + rem (sleep) = THEOREM ,38
10 Ornament from slices cut from cloth (7)," Deck (ornament) around fro (from) = DEFROCK 11 Not for tea – unknown Huxley novel (5, 3) Anti Cha (not for tea) + y (unknown) = ANTIC HAY 12 Tell wicked uncle about one (4, 2) (uncle)* abou i (one) = CLUE IN 14 They’d lure one travelling around British territory far away (3, 4, 6) (theyd lure one + b)* = THE BLUE YONDER 17 London landlord’s introduction to 20 (7, 6) Cryptic definition CAPITAL LETTER (20 is sentence) ",421
19 RAF target 1D? (6), 1dn is Bit parts b and it = BANDIT ,36
20 Time? Or period following it? DD SENTENCE 23 What about “very good knock” as a memorial? (7), Eh (what) about Pi (very good) + tap (knock) = EPITAPH ,56
24 Clown both upright and corrupt (7)," Pier (upright) + rot (corrupt) = PIERROT 25 What other earnings will keep behind (2, 3, 4) Hidden whaT OTHER EARnings = TO THE REAR ",133
"26 It should be great for surfing, dude (5)"," Cryptic double definiton = SWELL DOWN 1 No leads chewed, tied up (3, 5) Bit (chewed) + Rev(strap(tied)) = BIT PARTS ",117
2 Escape cold and warm up (5)," C (cold) + heat (warm up) = CHEAT 3 Highly personal reality TV script re-written (8, 7) (reality TV script) = STRICTLY PRIVATE 4 Motorcade struggles to keep parking alongside (8, 2) (motorcade + mp)* = COMPARED TO ",215
"5 When a duke’s packing, I should add notebooks (4)"," a + d (duke) in PS (I should add) = PADS 6 After he’s upset (7, 8) (after hes)* with new anagram indicator = RUFFLED FEATHERS ",127
7 Travel across lake and promise to shorten travel (9), Go (travel) around l(lake) + Betroth (promise) – h (shorten) = GLOBETROT ,74
"8 Able to stand, cheers the greatest (6)", Ta (cheers) + king (the greatest) = TAKING ,44
13 One is given if 17 starts (10), 17 is capital letter making Given as in Shay Given a GOALKEEPER ,65
15 One had 20 x 2 parts to chuck out (2-7), x + con (chest (as in 2dn) in evict (chuck out) = EX-CONVICT ,62
"16 Old individual in hire car from China, say? (8)", O(old) + i (individual) in rental (hire car) = ORIENTAL ,57
18 Be in opposition’s goal (6), DD OBJECT ,11
"21 Bottle still raised, runs in (5)", Rev even(still) about r (run) = NERVE ,39
1 Leaders of useless military brigade offensive not clearly visible in the shadows (10), UMBRAGEOUS – U[seless] M[ilitary] B[rigade] (leaders of useless military brigade) [out]RAGEOUS (offensive not clearly visible) ,128
11 Paris quotes slips involving Hungary’s European parliamentary position (12), QUAESTORSHIP – an anagram (slips) of PARIS QUOTES around (involving) H (Hungary) ,82
13 Hammer man about supply to watermill (8), MALLEATE – MALE (man) around (about) LEAT (supply to watermill) ,65
14 Commander in the Reserves? (6), ATAMAN – a pun on A TA MAN ,28
15 Hard ball? Take single on rebound (4), NURR – R (take) RUN (single) reversed (on rebound) ,52
16 Pesky insect entirely avoiding religious vestment (4), PIUM – P[all]IUM (entirely avoiding religious vestment) ,57
18 Woman embraced by Brit is a cracker (6), PHENOM – HEN (woman) in (embraced by) POM (Brit) ,50
20 Heads for escape capsule still over the moon (8), ECSTATIC – E[scape] C[apsule] (heads for escape capsule) STATIC (still) ,73
22 German accommodating of laughter? (8), GELASTIC – G (German) ELASTIC (accommodating) ,47
24 Chief pain after engaging in kinky sex (6), SACHEM – ACHE (pain) in (after engaging in) SM (kinky sex) ,60
25 Hotel forgetting recipe backed adopting one pasta (4), ZITI – [r]ITZ (hotel forgetting recipe) reversed (backed) around (adopting) I (one) ,85
26 Column not entirely against front of atrium (4), ANTA – ANT[i] (not entirely against) A[trium] (front of atrium) ,65
28 French horn featured in radical LP? (6), RECORD – COR (French horn) in (featured in) RED (radical) ,59
"30 Almost ready to fight, though not above shoulder level (8)", UNDERARM – UNDER ARM[s] (almost ready to fight) ,49
"31 Church’s dodgy turn that once restricted scheme? That’s a rare bloomer (7,5)"," CENTURY PLANT – CE (church) plus an anagram (dodgy) of TURN plus YT (that once) around (restricted) PLAN (scheme) 32 Payment – gold – rejected: weakness in supply of witnesses (5,2,3) WAGER OF LAW – WAGE (payment) OR (gold) reversed (rejected) FLAW (weakness) Down ",266
2 Ponder about tiny girl’s description of modern home entertainment? (12), MULTICHANNEL – MULL (ponder) around (about) TICH (tiny) ANNE (girl) 3 Vulgar language encompassing sickness (not marine) (8) BANAUSIC – BASIC (language {computing}) around (encompassing) NAU[sea] (sickness (not marine)) ,221
4 Sheets are a mess? Only partly (4), REAM – hidden in (only partly) ‘aRE A Mess’ ,45
5 African city strikes upheld within boundaries of Angola (6), ASMARA – RAMS (strikes) reversed in (upheld within) A[ngol]A (boundaries of Angola) ,85
6 Energy before oil supply and nuclear reactor given by steam device (8), EOLIPILE – E (energy) plus an anagram (supply) of OIL plus PILE (nuclear reactor) ,83
7 Airport over railway (4), ORLY – O (over) RLY (railway) ,31
8 American anger once set up fading Web forum (6), USENET – US (American) TENE (anger once) reversed (set up) ,60
"9 Fine glass? I trampled it, beginning to repent in vain, sadly (12)", VITRO-DI-TRINA – I TROD (trampled) IT R[epent] (beginning to repent) in an anagram (sadly) of VAIN ,100
10 Subsidiary receiving abbreviated licence about form of contraception (10), SPERMICIDE – SIDE (subsidiary) around (receiving) PERMI[t] (abbreviated licence) C (about) ,92
"12 Escapades, very good, involving proper relish (5-5)", CAPER-SAUCE – CAPERS (escapades) plus ACE (very good) around (involving) U (proper) ,85
17 Water’s swilling round ’em? (8), STEMWARE – an anagram (swilling) of WATERS round EM &lit ,58
19 Note sound not initially associated with country (8), NATIONAL – N (note) [r]ATIONAL (sound not initially) ,54
"21 Tea, supplied by Japanese menial, makes you bristle (6)", CHAETA – CHA (tea) ETA (Japanese menial) ,42
"23 Contract worker, cornered by a head of office, gets back up to speed (1,5)", A TEMPO – TEMP (contract worker) in (cornered by) A O[ffice] (head of office) ,79
27 Overproduced item? Was keen on restricting run (4), DRUG – DUG (was keen on) around (restricting) R (run) ,55
"1 KLATSCH Follow game, backing children? That’s what people meet here for (7)", misprint C (that->chat) :STALK (follow game) reversed then CH (children) ,74
6 SPRAG Special paper: here’s prep in mine (5), misprint O (prep->prop) : SP (special) RAG (paper) ,52
"10 CARTOPHILE My hubby’s collecting cards, daft Charlie sticking best in (10)", misprint O(hubby->hobby) : CHARLIE* anagram=daft containing TOP (best) ,72
11 HOBJOB Minor chose feeding object to ferret (6), misprint R (chose->chore) : OBJ (object) inside HOB (a male ferret) ,69
13 SCAM Don loves Cambridge? Only part of it (4), misprint C (don->con) : part of loveS CAMbridge ,49
"14 ASMODEUS Spirit in the bar category, since fashion’s allowing universal admittance (8)", misprint D (bar->bad) : AS (since) MODE’S (fashion’s)containing U (universal) – an evil sprit or demon ,104
"17 ECHINUS Lacking piano, fixed up niches – don’t touch my spinet! (7)", misprint S (spinet->spines) : anagram (fixed) of UP NICHES missing P (piano) ,78
"18 CRONET It sprouts on hag’s feet, hag having it cut short (6)"," misprint N (hag->nag) : CRONE (hag) with T (it, abbrev, cut short) – hairover a horse’s hoof ",94
"19 DECAD Inactive, about 100? One of many you’ve seen if abed (5)", misprint G (abed->aged) : DEAD (inactive) containing C (100) ,62
21 MEBOS Besom pickled fruit preserved in silt (5), misprint A (silt->salt) : BESOM* anagram=pickled ,50
23 OBLATE One brought in to convene maybe departed twice? (6)," misprint T (convene->convent) : OB (obit, departed) and LATE (dead, departed) ",79
25 FANTAIL Endless line round pilaster – it displays firs in pairs (7)," misprint N (firs->fins) : FILe (line, endless) containing ANTA (pilaster) – a fancy goldfish ",94
28 LAURASIA Distinctive character in lias cracked to make mess of land now lost (8), misprint A (mess->mass) : AURA (distinctive character) in LIAS* anagram=cracked ,81
"29 LOIR Cousin of Alice’s friend enjoying parts, some Mario Lanza turns? (4)"," misprintY (parts->party) : some of maRIO Lanza reversed (turns) – a relative (cousin) of the doormouse, attendee at the Hatter’s tea partyfrom Alice’s Adventuresin Wonderland ",176
30 SILICA Sort of rook I see in a heraldic flower facing backwards (6), misprint C (rook->rock) : I C (see) in A LIS (heraldic flower) reversed (facing backwards) ,92
"31 CASEMENTED Having window bases strewn with bearings, sloping outside (10)"," misprint C (bases->cases) : SEME (strewn with bearings, heraldry) in CANTED (sloping) ",87
32 JETTY Somewhat brackish water surrounds this structure (5)," misprint L (brackish->blackish) : double definition – ‘jetty’ is like jet, black-ish ",86
33 RECOYLE Bashful when entering wild reel? Result of old arm being fixed (7), misprint R (fixed->fired) : COY (bashful) inside REEL* anagram=wild – old spelling of recoil Down ,99
1 KOHANIM Novel about Noah upset priestly Jews (7), KIM (novel) containing NOAH* anagram=upset ,44
"2 LAPSTREAK Clinker-built boat, parts damaged in what could sink it? (9)", PARTS* anagram=damaged in LEAK (what could sink it) ,53
3 TAJIK Iranian people placing crown on one king (5), TAJ (crown) on I (one) K (king) ,33
"4 STODGE It’s filling, say, small spots up (6)", EG (say) DOTS (small spots) reversed (up) ,43
"5 HOLUS-BOLUS Altogether old-fashioned, blush awkwardly about love with giddy soul (10)", BLUSH* anagram=awkwardly contains O (love) then SOUL* anagram=giddy ,69
"6 SPOSHY Like melting snow in NY , anything but common in Seychelles (6)", POSH (anything but common) in SY (Seychelles) – slushy in American English ,76
7 PHUT Starts to put hanky under troublesome conk (4)," starting letters of Put Hanky Under Troublesome 8 RICERCAR Elaborate fugue, something that grates on e.g. diner (8) RICER (something that grates) on CAR (eg diner, carriage on a train) ",186
9 DEMOS Any day will see these people rising (5), what you get when you see SOME (any)D (any) reversed (rising) – an unusual construction with the definition in themiddle of the clue ,134
"12 BEET-MISTER Help when it’s needed for Walter, gent going after nutritious root (10)"," MISTER (gent) following BEET (nutritious root) – beet-mister is ‘help when needed’, Northern English and Scottish (for Walter Scott). Incidentally, when Walter Scott used the word himself in Tales of my Landlord he spelled it beet-master. ",240
"15 QUANTICAL Describing mathematical function, just misses first, caper intervening (9)"," eQUAL (just, missing first letter) containing ANTIC (caper) ",61
16 NOBELIST Toff topping English register as prize-winner (8), NOB (toff) on (topping) E (English) LIST (register) ,53
20 DESCALE Scrape clean key pocketed by dean? (7)," ESC (key, on computer) inside DALE (dean, a small valley) ",59
22 SALAMI Is this last in deli after strike closes one? (7), delI (last letter of) following (after) SLAM (strike) contains (closes) A (one) – definition is semi &lit “Is this…” ,118
"24 BURITI One difficulty climbing Pacific tree, a palm (6)", I (one) RUB (difficulty) reversed (climbing) then TI (Pacific tree) ,69
25 FALAJ West country river with a joint irrigation channel (5), FAL (West Country river) with A J (joint) ,43
26 PASEO Promenade? OAP’s shattered around end of one (5), anagram (shattered) of OAP’S containing onE (end of) ,54
"1 Air force officer‘s good, playing part in a coup (5,7)"," (5,7) GROUP CAPTAIN G(ood) in [PART IN A COUP]* playing ",57
10 US city in plan linked to a new fraud (9), CHARLATAN L.A. in CHART & A & N(ew) ,37
"11 Superior meal, not small (5)", UPPER S(mall) from (s)UPPER ,29
"12 Old, spoilt meat, large area turning greyish-yellow (7)", OATMEAL O(ld)& MEAT* spoilt & [L(arge) A(rea)] reversed ,57
13 Drama company with rented theatre finally full (7), REPLETE REP (theatre) & LET & (theatr)E ,41
"14 Material, extracted, put about (5)", DENIM MINED reversed ,22
15 Fine time to grab souvenir without resistance (8), DELICATE R(esistance) removed from (r)ELIC and inserted into DATE ,67
17 Article about unusual cupola in Mexican resort (8), ACAPULCO CUPOLA* unusally in AN (article) ,43
18 Go over cornfield initially during harvest (5), RECAP C(ornfield) in REAP ,27
21 Instrument in middle of shrine guarded by snake (7), MARIMBA Middle of (sh)RI(ne) in MAMBA ,39
"23 Treated badly, not noticed around university (7)", MISUSED U(ni) in MISSED ,25
24 Absolute prophet capturing hearts (5), SHEER H(earts) in SEER ,24
25 One with power consumed by warlike objective (9), IMPARTIAL 1 & P(ower) in MARTIAL ,34
"26 Sauce, out of order, bringing reprimand (8-4)", DRESSING DOWN DRESSING (sauce) & DOWN (out of order) Down ,59
"2 Flickering fire, ample guide for climbers? (6,3)", RELIEF MAP [FIRE AMPLE]* flickering ,37
3 Section of account I led up to (5), UNTIL Hidden (a section of) answer. ,37
4 Actor not bothered about line in singing voice (9), CONTRALTO L(ine) in [ACTOR NOT]* bothered ,43
"5 Fruit, soft and fleshy (5)", PLUMP PLUM & P (soft) ,23
6 Nice tip perhaps designed for training period (14), APPRENTICESHIP [NICE TIP PERHAPS]* designed ,45
"7 Open, reserving right to be annoyed (6)", NARKED R in NAKED ,19
8 Grantagreement (6), ACCORD Double def ,19
"9 Film director‘s treatment of senator’s crimes (6,8)", MARTIN SCORCESE [SENATOR’S CRIMES]* treated ,45
15 Dog wagging tail and protecting mother (9), DALMATIAN [TAIL AND]* wagging with MA (mother) inserted. Nice wagging tail 🙂 ,78
16 Opener in county’s team (9), CORKSCREW Irish county CORK’S & CREW (team) ,45
19 Push up in battlefield deployment (6), PEDDLE Hidden reversed (UP IN) answer. Took me a while to spot this. ,70
20 Commercial full of inspiration entertained (6), AMUSED MUSE in AD(vert) ,25
22 Customs further south (5), MORES MORE & S(outh) ,22
1 WAND  Wife with something magical? (4),  W + AND. ,11
3 IMPARTED Communicated the Speaker’s role to journalist (8),  I‘M + PART + ED. ,19
"10 RAGGEDY  Artist returning breakfast item, extremely dry, poor in appearance (7)",  RA + EGG< + D[r]Y. ,21
11 AWFULLY Very much wishing for union initially hugged by partner (7),  W[ishing] F[or] U[nion] in ALLY. ,35
"12 ASTRONOMER ROYAL Queen’s employee watching Sky while on duty? (10,5)",  A very nice cryptic definition. ,34
"13 MANIFEST  Finish off policy statement, clear (8)",  MANIFEST[o]. ,15
14 SALSA Dance proposal satisfactory in part (5),  Hidden in [propo]SAL SA[tisfactory]. ,39
17 ARENA   Near a ground – this one? (5),  (NEAR A)*. ,13
18 SARACENS Players from South America move fast against Poles (8),  SA + RACE + N + S. ,21
"21 MALE CHAUVINISTS They’ve strong views about better half? (4,11)",  I think this is just a cryptic definition. ,45
23 CONDUCT  Criminal before Dutch court for behaviour (7),  CON + DU + CT. ,17
24 STERILE Fruitless series of steps restricting monarch (7),  ER in STILE. ,15
25 SPORTING  Give information about wine that’s fair (8),  PORT in SING. ,16
26 LEFT  The French newspaper – socialistic (4),  LE + FT. Down ,16
1 WARSAW City was on way up after conflict (6),  WAR + WAS<. ,14
"2 NIGHTMARE Unpleasant experience, close thing at outset on sea for Romans (9)",  NIGH + T[hing] + MARE. ,25
4 MEANEST  Intended to nick contents of desk – most despicable (7),"  [d]ES[k] in MEANT. 5 AS FAR AS I CAN SEE The horizon, in my opinion? (2,3,2,1,3,3)  Two definitions. ",103
6 TALLY Score high over years (5),  TALL + Y. ,12
"7 DRY-CLEAN Make stainless poet, who’s leaving den behind, cold and unproductive (3-5)",  John DRY[den] + C + LEAN. ,28
"8 DEPOSIT ACCOUNT  Unusually poetic aunts Doc finds source of interest? (7,7)",  (POETIC AUNTS DOC)*. ,23
"9 BYGONE Former purchase, we hear, good, unique (6)",  Homophone of “buy” + G + ONE. ,32
15 LANDSLIDE  Small-minded ignoring millions involved in electoral win (9),  (S[m]ALL [m]INDED)*. ,23
"16 HAMMOCKS  Overacting, makes fun of basic beds (8)",  HAM + MOCKS. ,15
"18 SPARTAN  Fight revolutionary nationalist, austere (7)",  SPAR + NAT<. ,15
19 REVISE Again study translation of verse written about Island (6),  I in VERSE*. ,15
"20 ASCENT Rise – very little money, they say (6)","  Homophone of “a cent”. We often find that “sounds like” clues can prove to be controversial, but I don’t think there can be any doubt about this one. ",152
8 SAMOAN Islander discovering bird no longer in hospital (6)," MOA (extinct bird) in SAN (sanitorium, hospital) ",50
9 DESOLATE Wretched lower grades showing such tardiness (8)," D and E (lower grades, in exam) with SO LATE (showing such tardiness) ",71
10 FELT Material used in Eiffel Tower (4), found inside eiFEL Tower ,26
11 HEART-THROB Pop idol perhaps drumming with vigour (5-5), THROB (drumming) following (with) HEART (vigour) ,50
12 BLOC League’s county has extra run retracted (4)," CO (county) and LB (leg bye, extra run in cricket) reversed (retracted) ",73
"13 ABOMINABLE Odious sailors, the latter disrupting oilmen working (10)"," AB AB (able sailor, twice) teh second instance inside OILMEN* anagram=working ",79
17 WOOL Court martial’s latest character that produces a yarn? (4)," WOO (court) and martiaL (latest, last letter of) ",50
18 IMBUE Fill minutes regularly detaining doctor (5), mInUtEs (regular selection of) contains (detaining) MB (doctor) ,65
"19 BARB Insult legendary Sevillian, without hesitation (4)", BARBer (the Barber of Seville) missing ER (hesitation) ,56
21 ENTICEMENT Carrot or stick used by medical department and institute? (10)," CEMENT (stick) followig (used by) ENT (Ear, Nose and Throat medical department) and I (institute) ",99
"23 ROUT United, during peak, overcoming defeat (4)", U (united) inside (during) TOR (peak) reversed (overcoming) ,61
24 SCRUFFIEST Tie’s ripped on back of neck – most untidy (10), TIE’S* anagram=ripped following (on back of) SCRUFF (neck) ,60
"28 HA-HA Ditch headwear, ignoring temperature repeatedly (2-2)", HAt (headware) missing T (temperature) twice (repeatedly) ,59
29 ESCALOPE Duck circling lake takes old piece of meat (8), ESCAPE (duck) contains (cricling) L (lake) with O (old) ,57
30 DELIUS Food shops absorbing posh composer (6), DELIS (food shops) contain (absorbing) U (posh) Down ,54
1 WATERLOO Battle with army over royal throne? (8)," W (with) TA (Territorial Army) reversed (over) RE (The Quuen, a royal) LOO (throne, toilet) ",93
"2 BOTTICELLI Artist initially bears excessive chill, turning poorly (10)", Bears (initial letter of) OTT (excessive) ICE (chill) then LLI (poorly) reversed (turning) ,92
3 ANTHRACITE Two articles about motorists with Italian fuel (10)," AN and THE (two articles., grammar) contain (about) RAC (motoring prganisation) with IT (Italian) ",99
4 IDEA Plan centrepieces of Cider Day (4), cIDEr and dAy (centre letters of) ,35
5 PSST Elite body in training that attracts attention (4)," SS (elite body, Nazi) in PT (physical training) ",49
6 BLAH It’s disgusting eating left tripe (4), BAH! (it’s disgusting) containing L (left) ,44
"7 STROLL Meander in bad temper, having to avoid parking lines (6)"," STROp (bad temper) missing P (parking) with LL (line, two of) ",63
14 OMBRE Cockney house entertaining bridge card game (5)," ‘OME (home, in cockney accent) contains (entertaining) BR (bridge) ",68
"15 INEPTITUDE Popular record, new duet covering it being useless (10)", IN (popular) EP (extended play recoed) then DUET* anagram=new containing IT ,77
"16 ALBERT HALL Vacating annual accommodation, everyone sees London landmark (6,4)"," AnnuaL (vacating, no middle) BERTH (accomodation) then ALL (everyone) ",71
"20 ROUGH CUT Copper, during aridness, topless for part of film (5,3)"," CU (copper) in dROUGHT (aridness, topless) ",44
22 NICISH Rather lovely end to vacation here in France with mum (6)," vacatioN (end of) ICI (here, in French) with SH (mum). The spelling looks odd to me, but it is in Chambers. 25 URAL Flower attached to a wall (minute leaves) (4) mURAL (attached to a wall) missing M (minute) – the River Ural, something that flows ",248
