clue,exp,len
15 NASH Architect or poet from Northwood (4), double def; N (north) ASH (wood) – john nash / ogden nash ,59
18 EDDA Book of poems having partly influenced Dante (4), hidden in “..influencED DAnte”; new word for me but workable from the clue ,76
20 CASHIER Sack race his undoing? (7)," RACE HIS* 23, ",15
"24 GLOBE ARTICHOKE Blog about rocket he and I ordered with a vegetable (5,9)", BLOG ROCKET HE I A* ,21
26 EXCELSIOR Spreadsheet software’s input/ output runs hotel (9), EXCEL’S (spreadsheet software’s) I (input) O (output) R (runs) ,64
27 UNCAP Remove cover from a French contraceptive (5)," UN (french for one) CAP (contraceptive) 28, 29 SEE WHAT HAPPENS With new arrangement, a step-nephew has to play it by ear? (3,4,7) A STEP NEPHEW HAS* Down ",156
"1 ONLY JUST Barely working – extremely lazy, right? (4,4)"," ON (working) LY (LazY, extremely) JUST (right) 2 SONOROUS Rich relative with gold ring (American) (8) SON (relative) OR (gold) O (ring) US (american) ",151
3 RINGS Calls Kosovo regularly? (5), cryptic def; referring to kOsOvO (regularly) ,46
4 ABSOLVE “Unhesitatingly a bum crack!” “Pardon?” (7), A Bum (without UM – unhesitatingly) SOLVE (crack) ,51
"5 IRON MAN Spaced out female superhero (4,3)", cryptic clue; read FE MALE (spaced out) => IRON (fe) MAN (male) ,65
6 NEWSCASTS TV or radio programmes with young actors on board (9), NEW (young) [ CAST (actors) in SS (~board) ] ,46
7 CATION It’s charged when ordering a tonic (6), A TONIC* ,10
8 REHASH What appears in ill-advised reworking of material (6), EH (what) in RASH (ill-advised) ,33
"14 BEDFELLOW Sleeping partner fled, after hiding under covers (9)", FLED* in BELOW (~under cover) ,31
16 DIVORCEE Welshman caught intercepting letter for ex-wife? (8), [IVOR (welshman) C (caught)] in DEE (letter) ,46
17 PRE-EMPTS Anticipates rider possessing bad temper (3-5), PS (rider) containing TEMPER* ,31
19 ARABICA Coffee originally cultivated in part of SW Asia (7)," C (Cultivated, originally) in ARABIA ( part of sw asia) ",57
20 CATARRH Gulf state heard discharge complaint (7), sounds like QATAR (gulf state) ,32
21 EGRESS Return missing top that’s way- out (6)," rEGRESS (return, without top i.e. first letter) ",49
"22 DOUCHE That hurts, when described by rising journalist as a contemptible person (6)", OUCH (~that hurts) in reverse (rising) of ED (journalist) ,59
"1 DOMINO Dress to kill, securing male’s love (6)"," Do (m) in 0 — do in = kill — one usually thinks of a domino as being that two-square thing, but it is also a type of hooded cloak ",131
4 PASTOR Historic military forces chaplain (6)," past OR — while a pastor and a chaplain are both clergymen, a chaplain is a very specific type of clergyman: does ‘chaplain’ lead to ‘pastor’? ",144
9 PLECTRUM Range not initially including source of legendary guitar accessory (8), {s}p(l{egendary})ectrum ,25
"10 TUCKET Shakespearean flourish? Reduced returns – dark theatre tonight, ultimately (6)"," (cut)rev. {dar}k {theatr}e {tonigh}t — a tucket is a flourish on a trumpet (archaic) — while Shakespeare is not a necessary concomitant of archaic-ness, there is a question mark so Phi is only saying ‘Shakespearean, perhaps’ ",226
"12 COMBINATION LOCK Cracking material with a sequence of opening numbers (11,4)"," CD so far as I can see; no apparent wordplay, but ‘cracking’ needs to be seen in the sense ‘safe-cracking’ ",108
"13 FALSETTO Voice, strained, to falter, though one escapes fight (8)", fa(i)l set-to ,15
14 STAIN Earlier time for holy man’s character flaw (5), saint [= holy man] with its t earlier in the word ,51
16 CADET Cool guy is accommodating of French trainee (5), ca(de)t — cool cat ,20
18 ENORMITY Look at cut involving standard computer material – it’s outrageous (8)," e(norm IT)y{e} 20 A STUDY IN SCARLET Top-grade education curtailed and mark granted? That’s novel (1,5,2,7) A-studyin{g} scar let — at least that’s how I account for the A (studying for A level) although I don’t feel very confident [Jane and Hovis in the comments, and no doubt further people who will in due course post, reckon the A = simply top-grade, and education = studying. They’re probably right] ",406
23 LONELY Individual restricted by friend heading off could become this (6)," {a}l(one)ly, &lit. ",20
"24 HEEDLESS Female scoundrel, say, embracing Duke without much thought (8)", hee(d)l-ess — a heel-ess is a fanciful definition of a female heel ,68
25 THEORY That man is enthralled by right-wing notion (6), T(he)ory ,10
26 ASTRAY A second attempt to bring in one off-course (6), a s tr(a)y Down ,17
1 DREAMLAND Source of nightmares has fellow clutching top of leg in terror (9), drea(m(l{eg})an)d ,19
"2 METRICS Measures? The writer misleads, excluding kilo (7)", me tric{k}s ,13
3 NEURASTHENIA What could be uneasier than a nervous condition? (12), (uneasier than)* ,18
"5 ALUMNUS Former student, advanced student, group of students? Expression of doubt creeps in (7)", A L (um) NUS ,14
6 TOKYO Satisfactory year in middle of pastoral capital city (5), (OK y) in {pas}to{ral} ,24
"7 RETAKEN Back under control, less disorderly after uprising, with King installed (7)", (neater)rev. round K ,22
8 EPIC Centre of spreading illness cleared? Awesome (4), ep{idem}ic ,12
"11 TIMOROUSNESS It’s enormous, horrific, origin of someone’s lack of bravery (12)", (it’s enormous)* s{omeone} ,28
15 ARTILLERY A railway brings in one cultivating the big guns? (9), a r(tiller)y ,14
16 CHAPLET Wreath in Alpine house including primrose at the front (7), cha(p{rimrose})let ,20
17 TODDLER Colourful spot set up to house large and small child (7), (red dot)rev. round l ,23
"19 MEANDER Go around, taking article into repairman (7)", me(a)nder ,11
21 TINGE A shade quiet in Germany? Just a bit (5), Hidden in quieT IN GErmany ,28
"8 Bully almost used, oddly, to be the perfect friend? (4,4)"," SOUL MATE : Anagram of(Bully) [ALMOST + 1st and 3rd letters of(…, oddly) “used” ]. ",84
9 Man in fleece I pass for a retriever? (5), PIECE : Hidden in(in) reversal of(… for a retriever;for one that brings back) “fleece I pass“. Defn: … on a chessboard. ,121
10 Pat possibly good on horse (4)," DUNG : G(abbrev. for “good”) placed after(on) DUN(a brown coloured horse). Defn: A pat;a lump of soft material that could very well;possibly, be one of animal excrement. ",171
"11 Describe nets that, if crossing, unravel initially, as netted (10)"," RETICULATE : RELATE(to describe;to narrate) containing(nets) 1st letters, respectively, of(… initially) “that, if crossing, unravel“. ",135
"12 Dog in front, I’m impressed! (3-3)"," BOW-WOW : BOW(front of, say, a ship) + WOW!(what I’d exclaim if I were impressed by something). Defn: … in a child’s lingo. ",125
14 Pravda’s leader: revolutionary newspaper in surprisingly moral stand (8), PLATFORM : 1st letter of(…’s leader) “Pravda” + [reversal of(revolutionary) FT(abbrev. for the UK newspaper) contained in(in) anagram of(surprisingly) MORAL]. Defn: The declared policy of a political party or group. ,217
15 Talk about an obsequious devotee! (7)," SPANIEL : SPIEL(talk promoting an idea, product, etc) containing(about) AN. ",77
17 Boob squeezed by rank dog (7), TERRIER : ERR(to boob;to make an embarrassing mistake) contained in(squeezed by) TIER(a rank;one in a series of rows or levels). ,130
"20 Facial mark: poodle has to live without it (5,3)"," BLACK EYE : LACKEY(a poodle;one who is an obsequious devotee, cf. “spaniel”) contained in(has … without it) BE(to live;to exist). ",131
22 Husky gets to bark around tree (6)," CROAKY : CRY(to make a characteristic loud call, or to bark in the case of a dog) containing(around) OAK(a large tree). Defn: …, not the dog breed, but descriptive of a voice that’s low-pitched and slightly hoarse.  ",217
"23 Say whippet dogs all in traps right, that’s on the money! (6,4)"," DOLLAR SIGN : Anagram of[“whip it”, homophone of(Say) “whippet“] [ DOGS ALL IN containing(traps) “R”(abbrev. for “right”) ]. Defn: …, literally. An unusual case of the anagram indicator being a homophone? ",206
24 Dog‘s dinner? (4), CHOW : Double defn. 2nd: Food in general. ,43
25 A great stop! (5)," AVAST : A + VAST(great;immense). Defn: …, in nautical parlance. ",65
26 Has sanction a new form? (8), CONTAINS : Anagram of(… a new form) SANCTION. Down ,52
"1 Medic, American, on senior programme (8)"," DOCUSOAP : DOC(short for “doctor”;a medic) + US(abbrev. for things American) placed above(on, in down clue) OAP(abbrev. for “old age pensioner”;a senior person). Defn: … on TV that follows a group of people in a particular occupation or location over a period of time. ",270
2 Bung dog round back of kennel (4), PLUG : PUG(a dwarf breed of dog) containing(round) last letter of(back of) “kennel“. ,86
3 Male pointer finds tasty bit of bone (6), MARROW : M(abbrev. for “male”) + ARROW(a pointer;a sign to show direction or position). Nice surface. ,103
"4 Extreme force set to work, filling hole on roof of office (7)"," GESTAPO : Anagram of(… to work) SET contained in(filling) GAP(a hole;a break in an object or between objects) placed above(on, in a down clue) 1st letter of(roof of, in a down clue) “office“.  ",194
5 Modern life’s ending in Belgian prison? (5-3), SPACE AGE : Last letter of(…’s ending) “life” contained in(in) [SPA(a Belgian town) + CAGE(a prison)]. ,104
"6 Finance company with plentiful supplies and many miles to travel (5,5)", WELLS FARGO : WELLS(sources of plentiful supplies) plus(and) FAR(a great distance;many miles) + GO(to treavel).  ,114
7 Peach lieutenant put in drink (6)," BELTER : LT(abbrev. for “lieutenant”, the rank) contained in(put in) BEER(alcoholic drink). Defn: An exceptionally good example of something. ",143
"13 With half-scrubbed cleaner recycling bottles left for bottle bank? (4,6)"," WINE CELLAR : 1st 2 letters of(… half-scrubbed) “With” + anagram of(… recycling) CLEANER containing(bottles) “L”(abbrev. for “left”). Defn: …, for bottles of wine, that is.  ",175
16 Loathe how much some directors get paid? (8), EXECRATE : [EXEC RATE](payment to some directors who could be executives;execs as well). ,90
18 Dog beginning to kick hen with loud barking (8), ELKHOUND : Anagram of(… barking;demented) [ 1st letter of(beginning to) “kick” + HEN plus(with) LOUD]. ,104
"19 Entrance, dog kennels each way (7)"," BEWITCH : BITCH(a female dog) containing(kennels) EW(abbrev. for “each-way”, a type of bet in, say, horse racing) ",115
"21 John, with devout belief, renouncing it for a rough scrubber (6)", LOOFAH : LOO(a toilet;the john in slang) plus(with) “faith”(devout belief) minus(renouncing) “it“. ,100
"22 Chihuahua, for example, a little Mexican in effect (6)", CANINE : Hidden in(a little) “Mexican in effect“. Defn: An example of which is the chihuahua. ,95
9 Poet’s vengeance repelled objectors definitely not in a week (6), Objectors WANION NO (definitely not) IN A W(eek) all rev. ,59
10 Adorn short brooch with gold ornament (5), Brooch DÉCOR DEC(k) (adorn) OR (gold) ,39
12 Special cryogenic filtering apparatus deserted by Kelvin amidst drifting clouds (6), Special SUPERCOLD PERK (filtering apparatus) − K(elvin) in [CLOUDS]* ,70
13 Minor league county team concedes ten runs (6), Team LESSER L(eague) ESSEX (county) − X (ten) R(uns) ,54
14 Nitrogenous substance for energy included in rye bread (7)," Rye PROTEIN PRO (for) E(nergy) in TIN (money, bread) ",54
15 Nasty stink surrounds unwashed rustic numskull (5)," Unwashed THICKSKIN [STINK]* around HICK (rustic) 17 Charlie gets sad after wife leaves Jersey perhaps (7, 2 words) Charlie COMES TO MESTO (sad) after COW (Jersey perhaps) − W(ife) ",181
18 Withdraw tungsten rod and seal off pale-green crystals (7), Tungsten EUCLASE CUE< (rod) [SEAL]* ,37
20 Idiots drink in the morning before seven in timeless bar (6), Idiots SAMSHU AM (in the morning) S (seven) in SHUT (bar) − T(ime) ,68
25 Nutty professor fails to complete second assays for William (6)," Nutty CHALLENGES CHALLENGE(r) (professor, see e.g. The Lost World) S(econd) ",77
27 Georgia encountered gaoler in charge of cells (7), Gaoler GAMETIC GA (Georgia) MET (encountered) IC (in charge) ,62
28 Repeat tie played by troubled Gunners ends in violent mêlée (7)," Troubled ITERATE [TIE]* RA (Royal Artillery, gunners) (violen)T (mêlé)E ",73
"30 Letter is returned to federal agent, his name erased (5)", His SIGMA IS< G-MAN (FBI agent) − N(ame) ,42
32 Electronic word processor infected with Irish letter bug (7), Electronic WIRETAP WP (word processor) around IR(ish) ETA (letter) ,68
34 Forgotten capital once part of Germany (6)," Forgotten NASSAU double definition 36 Mental disturbance initially formed by measuring worms, overlooking gram(s) and millimetre(s) (6, 2 words) Initially WAR NEUROSIS [MEASURING WORMS] − MM (millimetre(s)) − G (gram(s)) ",222
37 Philosopher engaged superhuman out of Belgium (5), Engaged IONIC BIONIC (superhuman) − B(elgium) ,47
38 Forgotten plausibly deceptive fallacy: “Liberal US Railroad chief acquires NUT” (6)," Liberal ELENCH EL (railroad, US) CH(ief) around EN (nut)  Down No. Clue remove Removal Answer Wordplay ",104
1 Digger reclaims money found in north-facing site (5), Digger TAMES M(oney) in SEAT< (site) ,38
"2 Quiet admin trainee engaged by a French society robs typist of dignity, according to the Bard (4)"," Typist UNSTATES ST (quiet) AT (admin trainee) in UNE (a, Fr) S(ociety) ",72
3 Innovative weapon able to be pushed forward without frontal energy (7)," Innovative MISSILE EMISSILE (able to be pushed forward) − E(nergy) 4 Pawn moving between knight and king is (in Morag’s eye) liable to be taken (7, 2 words) Moving EN PRISE P(awn) between (k)N(ight) & K(ing) IS in EE (eye, Scot) ",230
5 Weed turned up early before Quaker to work in a chippy? (4), Early DEEP FRY PEED< (weed) FRY (Quaker) ,42
6 Refuge’s getting rid of dirty weak beasts of burden (6), Dirty BURROS BURROWS (refuge’s) − W(eak) ,42
7 Ed’s castaway operates with clumsy feet (5), Operates WEFTE W(ith) [FEET]* ,31
8 Vagrant uses hostile implements (7), Uses EOLITHS [HOSTILE]* ,25
11 They torch residence belonging to weird sect (7), They CRESSET RES(idence) in [SECT]* ,37
16 Authority certainly not Scottish accommodating hunt master (4)," Hunt NAME NAE (certainly not, Scot) around N(ame) ",51
17 Inside storage space provided by petrol station with room for gallons (5), Inside CELLARAGE GARAGE (petrol station) with CELL (room) for G(allons) ,73
19 Insecticide initially created trouble in Ireland (7), Trouble CINERIN C(reated) IN ERIN (Ireland) ,45
21 Basement holds weapon immobilizing devices (4), Basement ARMLOCKS ARM (weapon) LOCKS (immobilizing devices) ,61
22 Active component of cyanuret in olive oil (7), Active RETINOL (cyanu)RET IN OL(ive) ,38
"23 Highlander, insane, swimming on Loch Lomond (7)", Lomond NAINSEL [INSANE]* L(och) ,33
24 City on the lower Elbe developed by Siemens? (7), Lower MEISSEN [SIEMENS]* ,26
26 Common trashy bird at start of date was all too obvious (6), Trashy STARED STARE (starling) D(ate) ,39
29 Engineers turned up auxiliary form of whaling fluke (5), Whaling REDIA RE (engineers) AID< (auxiliary) ,47
31 Intrepid punk to court daughter after pairing (5), Intrepid MATCHWOOD WOO (court) D(aughter) after MATCH (pairing) ,65
33 Old maid and European people dance round this cross once a year (4)," Cross MAYPOLE MAY (maid, archaic) POLE (European people) ",58
1 UNSTABLE Regularly furnish item of furniture that’s wobbly (8), fUrNiSh (regular selection from) then TABLE (item of furniture) ,65
5 AM-DRAM Type of theatre doctor visits in the morning twice (2-4)," DR (doctor) inside (visits) AM AM (in the morning, twice) – amateur dramatics ",79
10 STIFF Formidable second row (5), S (second) TIFF (row) ,23
"11 SUPER BOWL American turned through arch and left big sports event (5,4)", US (American) reversed (turned) PER (through) BOW (arch) and L (left) ,71
"12 DESPERADO In emotionless situation, agents brought over old criminal (9)", REPS (agents) reversed (brought over) inside (in…situation) DEAD (emotionless) then O ,87
13 ADEPT Expert’s appropriate clothing outside in deluge (5), APT (appropriate) contains (clothing) DelugE (outside letters of) ,67
14 JOSHUA Tease superior with a religious book (6)," JOSH (tease) U (superior, socially) with A – book of The Bible ",64
15 EYESHOT View from east certainly popular (7), E (east) YES (certainly) HOT (popular) ,40
18 PALETTE Artist might use this rented property within The Crown? (7)," LET (rented property) inside PATE (head, the crown) ",53
"20 SEDATE Grave site peripherally showing when person died, say (6)"," SitE (peripherally, outside letters of) then DATE (showing when person died, say) ",83
22 REACH Pass priest leaving to deliver sermon (5)," pREACH (to deliver sermon) missing (with…leaving) P (priest) – definition as a verb, to hand over ",99
24 POMPADOUR Englishman abroad every year with dreary old hairstyle (9)," POM (Englishman abroad, in Australia) PA (per annum, every year) with DOUR (dreary) ",85
"25 RIOTOUSLY Number ten, Lotus, crashed inside track without restraint (9)"," IO (number ten) then anagram (crashed) ofLOTUS all inside RY (railway, track) ",79
"26 BRACE Tone up, caber-tossing (5)", anagram (tossing) of CABER ,28
"27 BROOKE War poet without money, without love (6)"," BROKE (without money) containing (without, outside) O (love, tennis score) ",76
"28 EDGED OUT Gradually removed newsman, then another, putting in complaint (5,3)"," ED (editor, newsman) then ED (another newsman) inside (putting in) GOUT (complaint). Did Aardvark intend to write “put in complaint” here? A typo perhaps? Down ",161
1 UPSIDE Positive aspect of promoted football team (6), UP (promoted) SIDE (football team) ,36
"2 SWISS ROLL Cake makes tongue register (5,4)"," SWISS (tongue, a language) and ROLL (register, a list) ",56
"3 ALFRED HITCHCOCK Film director’s flared pants snag on part of gun (6,9)"," anagram (pants, in a rubbish manner) of FLARED then HITCH (snag) and COCK (part of a gun) ",91
"4 LA SCALA The French, extremely sycophantic, like opera house (2,5)"," LA (the, French) then SycophantiC (extreme letters of) A LA (à la ,like) ",74
"6 MARGARET DRABBLE Female novelist organised trade crowd, spread at the front (8,7)", anagram (organised) of TRADE then RABBLE (crowd) all following (with…at the front) MARG (spread) ,98
7 RHONE Character in Marathon on Tyneside’s a European runner (5)," RHO (character in Greek, a written in Marathon) on NE (the North East, Tyneside) – the River Rhone, a river is something that runs ",132
8 MILITATE One ignited in company of friend to fight for a cause (8)," I (one) LIT (ignited) inside (in company of) MATE (friend). I would say “in company of” indicates being with rather than inside, but this is a tiny quibble. ",158
9 OPPOSE Work on model’s face (6)," OP (opus, work) on POSE (model) ",33
"16 HOT POTATO One might be in a stew, given tricky problem (3,6)", double definition ,19
"17 SPARE RIB Relative keeping trim on runs gets minimal Chinese meal? (5,3)"," SIB (sibling, a relative) contains (keeping) PARE (trim) on R (runs) ",70
"19 EL PASO Repeatedly showing heart, helps Jason somewhere in Texas (2,4)", the middle letters (repeatedly showing heart) of hELPs jASOn ,62
20 SAMOYED Unhappy to involve doctor with the old dog (7)," SAD (unhappy) contains (to involve) MO (medical officer, doctor) with YE (the, old). I had never heard of this dog before, my first guess was SAMBYED but Wikipedia put me right ",178
21 ARGENT Skill needed to include details in silver on shield? (6)," ART (skill) contains (to include) GEN (details, information generally) – silver in heraldry ",93
1 APPALACHIANS State names mountain range (12)," This looks like Appalachia n’s, but so far as I can see Appalachia isn’t in any sense a state; it certainly isn’t one of the US States, and it seems to be a general area. And it isn’t apparently possible to break the word down into sensible pieces. [Ignore all that rubbish. Perfectly simple: “appellations”, the homophone indicated by ‘state’] ",346
10 QUINTET Group of horses unprotected prior to theft oddly (7), {e}quin{e} t{h}e{f}t ,22
11 TYPHOON Storm in hospital over cutting form of diabetes without drugs (7), Typ{e} (h o) on(e) ,20
"12 AXIAL Forming a line, team advanced to block Arsenal’s wingers (5)", (XI a) in A{rsena}l ,21
"13 ALTER EGO Close friend‘s misshapen large toe (5,3)", (large toe)* ,14
"15 HIGH PRIEST Head of cult on a trip snoops on travellers initially (4,6)"," high [= on a trip] pries t{ravellers} — Silvanus uses the convention that seems sensible to me, of allowing A on B to be AB in an across clue, not BA as The Times evidently insists ",182
16 JEST Joke May has lost grandeur? On the contrary (4)," The contrary would be grandeur losing May, i.e. {ma}jest{y} ",61
18 ARCH Principal piece of music that needs no introduction (4), {m}arch ,9
20 FIREBRANDS Sack Russell and Jo possibly – they provoke unrest (10), fire Brands — Russell Brand and Jo Brand are two examples of Brands ,69
"22 KING-SIZE Greater than average standard, like Elvis’s “Blue Suede Shoes”? (4-4)"," This I think refers to the fact that Elvis was ‘The King’, but I’m a bit bewildered by the word ‘standard’, which doesn’t seem to need to be there: surely it means much the same as ‘average’? [As [emailprotected] points out, it’s there for the surface and referring to Elvis’s songs as standards] ",298
"24 CONGA Dance about, keeping close to girlfriend at first (5)", c(on g{irlfriend})a ,21
26 THICKEN Set temperature for cold meat starter (7), chicken with its c [= cold] replaced by t [= temperature] ,59
27 EVANGEL Reflect on part of church gospel (7), (leg nave)rev. — cricket reference: on = leg ,46
28 MISTREATMENT Workforce captured by artist met extraordinary abuse (12), men in (artist met)* Down ,27
2 PAIRING One involved in peeling away Parliamentary convention (7), pa(1)ring — referring to the convention of pairing when a vote is taken in Parliament ,87
3 ANTELOPE Springbok perhaps demanded latest centres run with long strides (8), {dem}an{ded} {la}te{st} lope ,30
4 ALTO Singer‘s excerpt from national tour (4), Hidden in nationAL TOur ,25
"5 HOT FLUSHES Hugh’s felt so terrible, missing golf and getting menopausal symptoms (3,7)", (Hugh’s felt so – g)* ,23
6 AMPLE Extensive experience going topless (5), {s}ample ,10
7 SLOVENE Poles acquiring fondness and enthusiasm primarily for foreign language (7), S(love)N e{nthusiasm} ,23
"8 SQUASH RACKETS Crowd noises contributing to sport (6,7)", squash [= crowd] rackets [= noises] ,37
9 INCONTESTABLE Fit after popular competition? It’s undeniable (13), (in contest) able ,19
14 LIPIZZANER Horse evident in fast food aboard ship (10), li(pizza)ner ,14
"17 PROCLAIM Announce Scottish singers, ignoring signs of hesitation (8)", Proclaim{ers}— this duo ,25
19 CONFIRM Establish company in the wake of deception (7), con [= deception] firm [= company] ,36
21 NONAGON Canon agonises somewhat to reveal figure (7), Hidden in CaNON AGONises ,26
23 SIKHS Pronouncement of courts for followers of religion (5), “seeks” ,9
"1 STINKY High street, dark (6)", ST (street) INKY (dark) ,25
"4 ACCUSTOM Get used to much cost, a new hospital unnecessary (8)", MUCh COST A* (without H – hospital) ,37
10 BUSKING Transport leader playing for change? (7), BUS (transport) KING (leader) ,31
"11 ONGOING Current working, then off (7)", ON (working) GOING (off) ,26
12 RILL Fish’s heading off for stream (4)," bRILL (fish, without its first letter) 13 TOUCH AND GO Bird having bitten hound’s head, mauled dog critical? (5-3-2) TOUCAN (bird) containing H (Hound’s first letter) [DOG]* ",175
15 AVENUE A place for road (6), A VENUE (place) ,17
16 MOREISH Heroism not usually appetising (7), HEROISM* ,10
20 STOKING Right wound’s bandaged – that’s encouraging (7), OK (right) in STING (wound) ,29
21 RUNNER Competitor’s nose? (6), cryptic def; runny nose 24 OVER THE TOP Where entrenched soldiers would go is extreme (4-3-3) cryptic def (entrenched soldiers woud go over the top ..) ,153
26 ZINC A little jazz in crude metal (4), hidden in “..jazZ IN Crude..” ,31
28 MUGSHOT Picture on police records a warning to coffee drinker? (7), cryptic clue; read as MUG’S HOT (warning to coffee drinker) ,61
"29 CHANNEL Trough, where style icon holding nose at first (7)"," CHANEL (style icon) holding N (Nose, first letter) ",52
30 SWEEPING Comprehensivecleaning up? (8), double def ,12
31 INVERT Still about five flip (6)," INERT (still) around V (five, roman numeral) Down ",51
"1 SIBERIAN Asian, south European (8)", S (south) IBERIAN (european) ,30
"2 INSOLVENT Given fresh coat, first of vases broke (9)", V (first of Vases) in INSOLENT (fresh) ,40
3 KNIT Join wally on the radio? (4)," sounds like NIT (wally, slang for an inept person) ",52
5 CHOP-CHOP Piece of meat doubled at the double? (4-4)," CHOP (piece of meat), repeated ",32
"6 UNGRATEFUL Thankless lunge far out, official initially missed foul (10)"," LUNGE FAR oUT* (without O – Official, first letter) ",53
"7 TRIAD Short hearing, five hundred and three (5)"," TRIAl (hearing, short) D (five hundred) ",41
"8 MAGGOT Time, perhaps, briefly secured for grub (6)"," MAG (time, perhaps, magazine) GOT (secured) ",45
"9 AGLOW Shining precious metal, blue (5)"," AG (precious metal, silver) LOW (blue) ",40
"14 BUCKET SHOP Huge numbers on journey, travel agency offering cheap prices (6,4)", BUCKETS (huge numbers) HOP (journey) ,38
"17 SENTIENCE Feeling stretch, one splits (9)", SENTENCE (stretch) split by I (one) ,37
"18 UNBEATEN Fresh bun swallowed, though never taken down? (8)", [BUN]* EATEN (swallowed) ,26
19 BRACELET Couple allowed jewellery (8), BRACE (couple) LET (allowed) ,30
"22 COSMOS Universe composed of suns, made of stardust, primarily (6)"," starting letters of “..Composed Of Suns, Made Of Stardust..” ",62
"23 BONCE Head – top of cerebellum encased by skull, say? (5)", C (top of Cerebellum) in BONE (skull) ,39
25 EAGLE Bird hunter missing originally (5)," bEAGLE (hunter, missing first letter) ",39
"1 PHOTO FINISH Climax that’s close, if in posh hot pants (5,6)", *(if in posh hot) ,19
9 CELLIST Maybe Irishman gathering lily in bower (7), CELT (“maybe Irishman”) gathering LIS (“lily”) ,48
10 PYRAMID Low walls queen knocked over in burial place (7)," DIP (“low”) walls MARY (“queen”), and the whole reversed (knocked over), so P(YRAM)ID ",87
"11 BEEKEEPER Overseer of colony‘s alarmed cry, breaking pager (9)", EEK (“alarmed cry”) breaking BEEPER (“pager”) ,47
12 SHEBA Not a sound president backing Arabian kingdom (5)," SH (“not a sound”) + <=ABE (“president” Lincoln, backing) ",59
13 GENT Land bordering northern cove (4), GET (“land”) bordering N(orthern) ,35
"14 ADULTERATE Make impure drug, cutting what mature people pay (10)", E(cstasy) (“drug”) cutting ADULT RATE (“what mature people pay”) ,66
"16 SPOILSPORT Misery, as loot gets left (10)", SPOILS (“loot”) + PORT (“left”) ,33
19 EDIT Current ebbing for a change (4)," <=TIDE (“current”, ebbing) ",28
21 DEISM Belief in crusade is misplaced (5), Hidden in “crusaDE IS Misplaced” ,34
22 TRANSPIRE Happen to find terrapins at sea (9), *(terrapins) ,14
"24 CHIMERA Heroin imported by organised crime, a monstrous thing (7)", H(eroin) imported by *(crime) + A ,35
"25 INVOKED During onset of violence, agreed to be called up (7)"," IN (“during”) + V(iolence) + OKED (“agreed”) 26 TOUT LE MONDE Sell fruit outside of Dieppe for everyone (4,2,5) TOUT (“sell”) + LEMON (“fruit”) + D(iepp)E Down ",161
1 PALAEONTOLIGIST A boring dim person interested in being a scientist (15), A boring PALE (“dim”) + ONTOLOGIST(“person interested in being”) ,66
1 BUTTRESS Objection with pressure losing initial support (8)," A charade of BUT (‘objection’) plus [s]TRESS (‘pressure’) minus its first letter (‘losing initial’). Yes, the deleted letter is S for ‘Support’, but that would mean that the word was doing double duty, and we don’t want that, do we? ",234
5 PRISON Pair with one child in place of captivity (6), A charade of PR (‘pair’) plus I (‘one’) plus SON (‘child’). ,61
9 SINECURE Satisfied about arrangement of nice easy job (8)," An envelope (‘about’) of INEC, an anagram (‘arrangement’) of ‘nice’ in SURE (‘satisfied’). ",92
"10 STAVES Parts of barrels, tons in stores (6)", An envelope (‘in’) of T (‘tons’) in SAVES (‘stores’). ,55
12 LAY Put down narrative poem (3), Double definition. ,20
13 UNEMOTIONAL Revolutionary book in harmony with a line that’s cool (11)," An envelope (‘in’) of EMOT, a reversal (‘revolutionary’) of TOME (‘book’) in UNION (‘harmony’) plus ‘a’ plus L(‘line’). ",121
"14 CRYSTAL PALACE Shout by old man in stand, great for football club (7,6)"," A charade of CRY (‘shout’) plus STALPAL, an envelope (‘in’) of PA (‘old man’) in STALL (‘stand’) plus ACE (‘great’). 17 ROOT-AND-BRANCH Complete reconstruction of barn to do with farm (4-3-6) A charade of ROOTANDB, an anagram (‘reconstruction’) of ‘barn to do’ plus RANCH (‘farm’). ",283
21 DISTINCTION Contrast in excellence (11)," Double definition,, ",21
22 COO Speak softly? Successful move in hearing (3), Sounds like (‘in hearing’) COUP (‘successful move’). ,54
23 ORIGIN Beginning to rig inquiry partially (6), A hidden answer (‘partially’) in ‘tO RIG INquiry’ ,51
24 RESONANT Vibrant instinct reflected in angry speech (8)," An envelope (‘in’) of ESON, a reversal (‘reflected’) of NOSE (‘instinct’) in RANT (‘angry speech’). ",101
25 TAKING Cheers ruler is receiving (6), A charade of TA (‘cheers’) plus KING (‘ruler’). ,49
26 ESTRANGE Alienate sergeant in disorder (8), An anagram (‘in disorder’) of ‘sergeant’. Down ,48
"1 BASILICA Church building I left, entering unadorned area (8)", An envelope (‘entering’) of ‘I’ plus L (‘left’) in BASIC (‘unadorned’) plus A (‘area’). ,89
"2 TANSY Plant becomes brown and crinkly, finally (5)"," A charade of TANS (‘becomes brown’) plus Y (‘crinklY, finally’). The way of all plants, particularly those I try to grow. Tanacetum vulgare, tansy ",148
3 RECOUNT Describe requirement after close vote (7), Double definition. ,20
"4 SURVEILLANCE Call universe complicated, making observation (12)", An anagram (‘complicated’) of ‘call universe’. ,48
