clue,exp,len
"25 CERTES Secret arrangement is archaic, I assure you (6)", An anagram (‘arrangement’) of ‘secret’. ,41
26 WALKOVER Use a footbridge in a breeze? (8), Definition and literal interpretation: WALK OVER (‘use a footbridge’). Down ,77
1 SKELETON Bones not cooked with leeks (8), An anagram (‘cooked’) of ‘not’ plus ‘leeks’. ,46
2 KNOW Ken and Kelvin got up (4)," A charade of K (‘Kelvin’, unit of temperature) plus NOW, a reversal (‘up’) of WON (‘got’). ",92
3 WEIGHT Importance of delay for an auditor (6), A homophone (‘for the auditor’) of WAIT (‘delay’). ,52
4 PASSABLE Nancy’s not dark — fair (8)," A charade of PAS (French ‘Nancy’s not’) plus SABLE (‘dark’), with perhaps another nod to Oliver Twist. ",104
"5 FANCY DRESS Like groom’s requirement for party, perhaps (5,5)", A charade of FANCY (‘like’) plus DRESS (‘groom’). ,51
6 FLEECE Rip off warm garment (6), Double definition. ,20
8 PLAINT Simple Tory leader making statement in court (6), A charade of PLAIN (‘simple’) plus T (‘Tory leader’). ,55
"13 ARTICULATE A tacit rule that’s broken, say (10)", An anagram (‘broken’) of ‘a tacit rule’. ,42
16 LENINIST Red border covering number up (8)," An envelope (‘covering’) of ENIN, a reversal (‘up’) of NINE (‘number’) in LIST (‘border’). ",92
18 TOGETHER Good books taken up by good number in concert (8)," A charade of TOG, a reversal (‘taken up’) of G OT (‘good books’) plus ETHER (anaesthetic, ‘good number’). ",107
19 CRACOW Leaders in Czech Republic with a lower place in Poland (6)," A charade of C R (‘leaders of Check Republic’) plus ‘a’ plus COW (‘lower’, either sense). The Polish city is more commonly rendered with Ks rather than Cs. ",157
"21 RAILED Rex Smith, when upset, was vituperative (6)"," A charade of R (‘Rex’) plus AILED, a reversal (‘when upset’) of DELIA (‘Smith’, cook and television personality). ",115
22 APOLLO Olympian first in London in a game (6)," An envelope (‘in’, the second one) of L (‘first in London’) in ‘a’ plus POLO (‘game’). ",88
1  Penny added to overdue church collection (6),  P (penny) + LATE (overdue)    PLATE (church collection)  PLATE  T-PLATE  ,75
5  Morag’s trifles rate poorly on board (6),"  Anagram of (poorly) RATE contained in (on board) SS (steamship, a vessel on which passangers and crew are on board) S (TRAE*) S   STRAES (Scottish [Morag] word for STRAWS [trifles])  STRAES    ",195
10  A friend to dismay once (6),  A + MATE (friend)    AMATE (archaic [once] word meaning dismay)  AMATE  HAMATE  ,82
11  A key that is securing pound (4),  IE (id est; that is) containing (securing) L (pound [sterling]) I (L) E S  ISLE (key [low island or reef])  ISLE    ,118
12  A church honour (4),"  A + CE (Church [of England])    ACE (one of the ‘honours’ in card games, along with Jack, Queen and King)  ACE  ACRE  ",120
14  Rough once like Provençal (5),  AS (like) + PR (Provençal)   E  ASPER (obsolete [once] word for rough)  ASPER    ,83
15  Large sum of money backing a stud in Perth (5),  POTS (a large sum of money) reversed (backing)    STOP (a stud on a football boot in Australia [Perth])  STOP  ESTOP  ,120
17  Inserts back street map at the front (7),  PLAN (map) + (ST [street] reversed [back]) PLAN TS<   PLANTS (inserts)  PLANTS  PLANETS ,90
18  Vicar’s recycled source of fuel in Guernsey (5),"  Anagram of (recycled) VICAR    VRAIC (a Channel Islands [Guernsey] name for seaweed, used for fuel and manure)  VRAIC    ",123
20  Short robe necessary in Samoa (5),  TALAR (a robe reaching the ankles) excluding the final letter (short) R    TALA (standard money unit [necessary] of Samoa)  TALA  TALAQ  ,139
"23  Very handsome chap about fifty, featuring in gypsy dance (6)",  A (about) + (L [roman numeral for fifty] contained in [featuring in] POLO [a Spanish gypsy dance]) A PO (L) LO   APOLLO (an extremely handsome young man)  APOLLO    ,167
25  Ours is beaten by the French arrangement of leaves (6),  Anagram of (is beaten) OURS + LA (one of the French forms of ‘the’) ROSU* LA   ROSULA (a leaf-rosette; arrangement of leaves)  ROSULA    ,139
27  Estimate the value of jack turned over by east (5),"  TAR (reference Jack TAR, sailor) reversed (turned over) + E (East)  RAT< E   RATE (estimate the value of)  RATE  URATE  ",122
29  Society has an intense dislike for affectedly smart people (5),  S (society) + UGS (feels loathing; has an intense dislike for)  M  SMUGS (affectedly smart people)  SMUGS    ,111
31  Scratches close to his claws (7),  S (final letter of [close to] HIS) + CRABS (claws)    SCRABS (scratches)  SCRABS  SCARABS  ,93
34  A wine bank beside the other turning (5),  AS (ÅS [kame; esker]; bank) + (IT [sexual intercourse]; the other) reversed [turning]) AS TI<   ASTI (Italian white wine)  ASTI  ASTIR  ,138
36  John’s underworld burdens (5),  ADES (John Milton’s variant of HADES [underworld])  L  LADES (burdens)  LADES    ,83
37  Alchemist’s gold coin (4),  SOL (alchemist’s gold)    SOL (an old coin bearing a sun with rays)  SOL  STOL  ,82
38  An epitome of drunkenness out of time again (4),  A NEWT (reference the phrase ‘pissed as a NEWT‘; eptiome of drunkenness) excluding (out of) T (time)    ANEW (again)  ANEW    ,128
39 Least ugly upright slab (6),  Anagram of (ugly) LEAST    STELA (an upright stone slab or tablet)  STELA  STELAE  ,85
40  For this reason destroy her first (6),  HER + EAT (destroy)    HEREAT (for this reason)  HEREAT    ,61
41  A thrash engineers love (6),  A + DO (party; thrash) + RE ([Royal] Engineers)    ADORE (love)  ADORE  ADORER  Down       No. Clue  Wordplay   Answer  Entry Amended ,136
"1  Loose garments for women, not with knockers! (8)",   WRAPPERS (loose outer garments for women) excluding (not) W (with)    RAPPERS (knockers)  RAPPERS  TRAPPERS  ,112
2  Grandfather’s picked up a bomb? (5),   AVAL (relating to a grandfather; grandfather’s) reversed (picked up)    LAVA (‘bomb’ can be defined as a rounded mass of LAVA thrown out by a volcano)  LAVA  LARVA  ,168
3  Rats chewed up a length of the ankle (7),  Anagram of (chewed up) RATS + A + L (length) TARS* A L   TARSAL (of the ankle or the bones forming the foot)  TARSAL  TARSEAL  ,129
4  Worry about tense state (4),   EAT (worry) containing (about) T (tense) E (T) AT   ÉTAT (French word for state or rank)  ÉTAT     ,102
5  Eminent scientists probing the main membrane (6),   RS (Royal Society – a UK body of eminent scientists) contained in (probing) SEA (the main)  O  SEROSA (a watery membrane)  SEROSA    ,136
6  Ventilating door fault (4),   TRAP (a ventilating door in a mine)    TRAP (a fault [in mining]) double definition  TRAP    ,96
7  Phosphorus found in a pungent material once used as cement (7),  No. Clue Wordplay Entry ,26
1  It’s still a race for men only (10),  STAG (male) + NATION (race [Chambers Thesaurus]) ASTAG NATION is therefore a race of males (men only) Is a NATION really equivalent to a race these days?  STAGNATION (describing stillness; still)  ,199
7  Rebel these days admitted to Anglican church (4),  AD (anno Domini; these days) contained in (admitted to)CE ([Church of] England; Anglican church) C (AD) E CADE (Jack CADE was the leader of a popular revolt in 1450 during the reign of King Henry VI of England; rebel)  ,221
9  Maybe one’s taking part in principally repulsive behaviour (6),"  (I [one] + S [‘s]) contained in (taking part in) (R [first letter of {principally} REPULSIVE] + ACT [behaviour]) R AC (I S) T RACIST (one who indulges in RACISM [belief in the inherent superiority of some races over others, usually with the implication of a right to be dominant]; maybe one who takes part in repulsive behaviour)  ",333
10  One praises former bell ringer (8),  EX (previous) + TOLLER (bell ringer)  EXTOLLER (one who praises)  ,68
"11  Character such as Meursault, alternatively another one (8)","  Anagram of (alternatively) ANOTHER and I (one)  ANTI-HERO (a principal character [in a novel, play, etc] who lacks noble qualities and whose experiences are without tragic dignity. Reference MEURSAULT, the ANTI-HERO of The Stranger by Albert Camus. I have littleclassical literature knowledge, but I note that there is a debate on the web analysing whether MEURSAULT was a HERO or an ANTI-HERO)  ",398
12  Start to obstruct a swimmer – exhibiting such behaviour (6),  O (first letter of [start to] OBSTRUCT) + A + FISH (example of a swimmer)  OAFISH (clumsy; loutish; OAFISH behaviour could be characterised by loutishness)  ,159
13  Monty Python team member out of work (4),"  IDLE (unemployed; out of work)  IDLE (reference Eric IDLE, a member of the team of actors in Monty Python’s Flying Cicus)  ",125
15 Withdrawal of soldiers retreating right in the face of battle (10),  RE (Royal Engineers; soldiers) + (RT [right] reversed [retreating]) + ACTION (battle) RE TR< ACTION RETRACTION (withdrawal)  ,127
"17  What might give very big health centre all-round sparkle? (5,5)","  GLINT (sparkle) containing (all-round) (OS [outsize; very big]) + SPA [an establishment offering steam baths and other health treatments; health centre])  GL (OS SPA) INT GLOSS PAINT (a coat of GLOSS PAINT may give sparkle to whatever is being painted, in this case ‘a very big health centre’)  ",297
18  Heads of such topers often spin round (4),  SOTS (first letters of [heads of] [SUCH TOPERS OFTEN SPIN] reversed [round])  SOTS (people stupified by alcohol; habitual drunkards; topers are also drunkards whose heads may spin with excessive alcohol)  ,207
20  Rice dish a couple of fellows accompanied with endless beer (6),"  PILS (lager; beer) excluding the final letter [endless] S + A + (F [fellow] + F [fellow], to give a couple of fellows)  PILAFF (a highly spiced Asian dish of rice with a fowl or other meat, or fish, boiled together or separately)  ",233
22  Least expensive copy packed in box (8),  APE (copy) contained in (packed in) CHEST (box) CHE (APE) ST CHEAPEST (least expensive)  ,91
24  Picture showing son has developed posh tan (8),  S (son) + an anagram of (developed) POSH TAN S NAPSHOT* SNAPSHOT (picture)  ,78
25  Sword excssively light for carrying (6),"  TOO (excessively) containing ([for] carrying) LED (Light-Emitting Diode; light) TO (LED) O TOLEDO (a tapering sword or sword-blade made in Toledo, Spain)  ",157
26  Actor/writer’s name (4),"  PEN (writer) + N (name)  PENN (reference Sean PENN[born 1960], American actor)  ",82
"27  Revolutionary joining country dance (6,4)","  TURKEY (country) + TROT (TROTkyist, a follower of the form of Communism associated with Leon TROTsky (pseudonym of Lev Davidovich Bronstein, [1879-1940], who advocated worldwide revolution.; revolutionary)  TURKEY TROT (a form of ragtime dance)  Down ",253
2  Railway transport guide (5),  TRAIN (an example of railway transport)  TRAIN (instruct and discipline; guide) double definition  ,101
4 TRANSIT Pop art isn’t a movement (7)," An anagram (‘pop’) of ‘art isnt’. 9 BATTLEAXE For example, Maggie Thatcher (British prime minister) once admitted a wrong (9) An envelope (‘admitted’) of ‘a’ plus X (‘wrong’) in B (‘British’) plus ATTLEE (‘prime minister’). ",225
10 BRACE Jewellery not allowed for 2 (5), A subtraction: BRACE[let] (‘jewellery’) without LET (‘not allowed’). ,70
11 KNISH Sent back hotpot dumpling (5)," A reversal (‘sent back’) of H (‘hot’) plus SINK (‘pot’, in snooker, for example). ",83
12 DECIMATED Killed many animals turning them inside out (9)," An envelope (‘inside’) of ECIM, a reversal (‘turning them’) of MICE (‘animals’) in DATED (‘out’). For me, the wordplay definitely came as an afterthought. ",156
13 VICTUAL Provide food offcut to be stuffed in bottle (7)," An envelope (‘to be stuffed in’) of CTU, an anagram (‘off’) of ‘cut’ in VIAL (‘bottle’). ",90
15 EASILY See about investment return with little effort (6)," An envelope (‘about’) of ASI, a reversal (‘return’) of ISA (Individual Savings Acount, ‘investment’) in ELY (‘see’ in the sense of diocese). ",142
"17 CINEMA Flicks coins inside, heads on reverse — so be it (6)"," A charade of C I (‘Coins Inside heads’) plus NEMA, a reversal (‘in reverse’) of AMEN (‘so be it’). ",100
19 POUNCES Rider embraces wildcat strikes (7)," An envelope (’embraces’) of OUNCE (the snow leopard, or other ‘wildcat’) in PS (post scriptum, ‘rider’). ",106
22 REGISTRAR Union official behind arresting core Republican (9)," An envelope (‘arresting’) of GIST (‘core’) plus R (‘Republican’) in REAR (‘behind’), with a cryptic definition. ",113
24 EAGRE Permit energy to be delivered up front after surge in current (5)," AGREE (‘permit’) with an E (‘energy’) ‘delivered up front’. I take it that ‘after’ says “take a word for permit, and then…”. ",126
26 RHINE Euros exchanged for last of old money flowing through Europe (5)," RHINO (outdated slang, ‘old money’) with the ‘last’ letter (it is tempting to make that O for ‘old’, but that leaves ‘last of’ with nothing to do) ‘exchanged for’ E (‘Euros’). ",177
27 BEESTINGS First milk produced painful swellings (9), A charade of BEE STINGS (‘produced painful swellings’) ,56
28 TEMPEST First music septet played was Stormy Weather (7), An anagram (‘played’) of M (‘first Music’) plus ‘septet’. ,59
"29 MR BEAN Sort of scan applied to head of hapless character (2,4)"," A charade of MR (more commonly MRI, ‘sort of scan’) plus (‘applied to’) BEAN (‘head’). Down ",93
1 NABOKOV Writer rising against fine Scottish town (7)," A charade of V (versus, ‘against’) plus OK (‘fine’) plus OBAN (‘Scottish town’), all reversed (‘rising’, in a down clue) ",122
2 TUTTI The whole pit express disapproval over it (5)," A charade of TUT (‘express disapproval’) plus TI, a reversal (‘over’) of ‘it’, ‘pit’ being an orchestra. ",106
"3 FULL HOUSE Sell-out crowd gives a good hand (4,5)", Double definition. ,20
4 TREACLE Create large solution of sweet liquid (7), An anagram (‘solution’) of ‘create’ plus L (‘large’). 5 ALBUM Record-breaking compound (black) (5) An envelope (‘breaking’) of B (‘black’) in ALUM (‘compound’). ,162
"6 SMART ALEC Wise guy graduate wearing scarlet shift (5,4)"," An envelope (‘weaaring’) of MA (‘graduate’, loosely) in SRTALEC, an anagram (‘shift’) of ‘scarlet’. ",101
7 TRENDY Shot over target with it (6), An envelope (‘over’) of END (‘target’) in TRY (‘shot’). ,57
8 VANDAL Spoiler on vehicle lawyer left behind (6), A charade of VAN (‘vehicle’) plus DA (‘lawyer’) plus L (‘left’). ,66
"14 CLING FILM Cold fish skin used for wrapping (5,4)", A charade of C (‘cold’) plus LING (‘fish’) plus FILM (‘skin’). ,64
16 SOUWESTER Poll covering sweet and sour cooking (9)," An anagram (‘cooking’) of ‘sweet’ plus ‘sour’, with a cryptic definition (‘poll’ is the head; I tend to think of sou’wester as a waterproof jacket, but it can also be a hat). ",176
18 ACROBAT Mammal rounds on another one performing in circus (7)," A charade of ACRO, a reversal (’rounds’) of ORCA (‘mammal’) plus BAT (‘another’ i.e. mammal) ",94
19 PORTER Doorman flicks old style penny (6)," A charade of P (‘penny’) plus ORTER, a reversal (‘flicks’) of RETRO (‘old style’). ",84
"20 STEPS IN Mediates, when spite erupts between opponents (5,2)"," An envelope (‘between’) of TEPSI, an anagram (‘erupts’) of ‘spite’, in S N (‘opponents’; of course, they are partners in bridge and the like, but the halves of Korea might be a more suitable image). ",200
"21 ARARAT A mountain, a river and a desert (6)", A charade of ‘a’ plus R (‘river’) plus ‘a’ plus RAT (‘desert’). ,65
23 SUEDE Material influenced broadcast (5), A homophone (‘broadcast’) of SWAYED (‘influenced’). ,53
1 LAPTOP Aid for businessman likely to go in cut (6),   APT (likely) inside LOP (cut)    ,36
4 OCEAN-BED  Yet it’s not the place for a deep sleep (5-3),"   Cryptic definition   Dante alludes to ‘the deep’ being the sea (or, as here, the ocean) which is a rather nice in combination with ‘sleep’. But I do not see the need for the first part of the clue. I think I would have preferred “Place for a deep sleep?”    ",261
9 BEREFT Deprived – due to faulty beer measure! (6),"   (BEER)* + FT (measure, foot)    ",35
10 MISTRESS I’m set back by the strain of being a teacher (8),   MI (reversal of I’M) + STRESS ((the) strain)    ,51
12 ACCOLADE Royalty’s own touch of honour (8),"   Cryptic definition (or perhaps a Double definition)   The OED tells me: “A touch on a person’s shoulders with a sword at the bestowing of a knighthood”, while an ACCOLADE can be some kind of praise in general too.    ",220
13 SMOKER The object of his match is a draw (6),"   Cryptic definition   Some cd’s are quite good, aren’t they? And if you don’t like this one, I challenge you to come up with a better one for it – they’re so hard to write (IMO).    ",184
15 SLUG Live ammunition? (4),"   Cryptic definition   One of our last entries. My beloved PinC knew that slugs were ammunition. So there you are, not just shooting at living creatures, also with them! 🙂    ",176
16 PROMONTORY  Head ball on to right winger (10),"   PROM (ball) + ON + TORY (right winger)   Another one that my PinC helped me with. I did not know this word. On second thoughts, I see TO and R (right) here after The Dance which could be avoided by hyphenating right-winger (as I think it should have been anyway).    ",270
19 PHENOMENON  Men on phone exchange will be a rarity (10),   (MEN ON PHONE)*   Nice anagram.    ,38
20 IFFY Sheriff yet to catch suspect (4),   Hidden solution: [sher]IFF Y[et]    ,39
"22 ERE NOW This has been usedpoetically in the past (3,3)",   Cryptic definition   My penultimate entry – Can you blame me?    ,68
24 BELABOUR Beat this for a political slogan (8),"   BE LABOUR could be ‘a political slogan’    27 GO TO SEED  Get blooming old? (2,2,4)   Cryptic definition (or Double definition with a cryptic flavour)    ",157
28 BOGOTA Capital of Tobago? Wrong! (6),   (TOBAGO)*    ,16
29 SNAPSHOT A picture of vessels returning gunfire (8),   SNAP (reversal of PANS (vessels)) + SHOT (gunfire)    ,57
"30 BAY RUM  Something the barber may rub around? (3,3)",   (MAY RUB)*   The definition is meant to be the clue as a whole.    Down   ,77
1 LIBRANS According to their horoscope their life is in the balance (7),   Cryptic definition   An allusion to those born under the sign of Libra (meaning: balance).    ,97
2 PARACHUTE  Used for getting in the drink – after opening time? (9),"   Cryptic definition   It took a while to get this. “The drink” is the sea. That said, I think most paras like to land on Mother Earth. The word “time” was a bit don’t-know-how-to-say-it, but I can see where Dante’s coming from. Nice idea.    ",244
3 OFFAL Refuse of autumn left out (5),"   OF + FAL[l] (autumn, minus the final L (left))    ",53
5 COIF Firm provided headgear (4),   CO (firm) + IF (provided)    ,32
6 ANTIMONY  One element that may be split into many (8),   (INTO MANY)*    ,19
"7 BLEAK Novel house, but starting to let rain in (5)","   B[ut] + LEAK (to let rain in)   The definition referring to “Bleak House”, a novel written by Charles Dickens 170 years ago.    ",131
8 DESTROY Make converse? (7),   Cryptic definition   “To destroy” is the opposite of “to make”. Phew!    ,76
11 ADORNED Put on finery and rode out (7),   (AND RODE)*    ,18
14 EMPOWER Give authority to mounted soldiers to secure prisoner (7),"   EMER (reversal of REME (soldiers)) around POW (prisoner, Prisoner Of War)    ",80
"17 OFF-COLOUR  Away from business, look gloomy and out of sorts (3-6)",   OFF (away from business) + COLOUR (look gloomy)    ,54
18 COLOSSUS Company with deficit states huge figure (8),"   CO (company) + LOSS (deficit) +US (states, United they are)    ",66
"19 PLEDGES Loyal toasts drunk in hock, presumably (7)","   Double/Cryptic definition   My last entry. I didn’t know about these toasts but the dictionaries are clear about it. As to the second part, “in hock” means “in debt”. And PLEDGES can be “deposits for a personal property as security for a debt”.    ",251
21 YARD-ARM  Where a suspended sentence was carried out for old sailors (4-3),   Cryptic definition   Not really an attractive imagery.    ,61
23 EXTRA Run out of pictures to put up (5),   EX (out of) + TRA (reversal of ART (pictures))    ,53
25 AROMA A Roman nose initially put off the scent (5),   A ROMA[n] (the letter deleted being the first one of ‘nose’)    ,67
1 DISCIPLINARIAN  His charges might well be beaten (14),   Cryptic definition    ,25
"10 WINCE Flinch from cold in port, say (5)","   C (cold) inside WINE (port, say)    ",39
11  REGRETTED Felt sorry about Garbo without a man (9),"   RE (about) + GRET[a] (Garbo, without a) + TED (man)    ",58
"12 LURCHER Dog that might rock and roll, apparently (7)","   Double/Cryptic definition   Apart from a hunting dog, a lurcher can also be a ‘robber’ – one who’s ready to ‘roll’. Nice allusion.    ",137
"13 THIRSTS This goes without rest, lacks energy, needs water (7)","   THIS around R[e]ST (rest, lacking the E meaning ‘energy’)    ",64
14 SAMOA Does a moat help create an island? (5),   Hidden solution: [doe]S A MOA[t]    ,39
16 DOTTINESS Eccentric style of the pointillists? (9),   Cryptic definition    ,25
"19 MISNOMERS  Wrong names, like French one among misers (9)","   NOM (name, in French) inside MISERS    ",42
20 SUITS Models assume uniform is flattering (5),"   SITS (models, as a verb) around U (uniform)   My last one in, very nicely written with “assume” as the container indicator and “is” part of the definition. Yet, I started thinking again about whether it should be “assume” or “assumes” in cryptic language. I am confident Paul B and/or Jolly S will help me out. 🙂    ",319
22 NUMBING Miners with famous singer make a stunning combination (7),"   NUM (miners, National Union of Mineworkers) + BING (famous singer, Bing Crosby)    ",86
25 PERFORM Hairstyle adopted for act on stage (7),   PERM (hairstyle) around FOR    ,34
"27 TOTTING UP Working out the total damage perhaps (7,2)","   Double/Cryptic definition   The first part is straightforward, the second part refers to the hyphenated ‘totting-up’ which Chambers describes as “the cumulation of certain motoring offences, eventually resulting in disqualification”.    ",240
28 BUILT Raised objection about the Italian (5),"   BUT (objection) around IL (the, in Italian)    ",50
"29 ENFANT TERRIBLE A real problem for French parents? (6,8)",   Cryptic definition    Down   ,32
2 IGNORAMUS Amusing or drunk he’s clueless (9),   (AMUSING OR)*   We’re already in the Down clues and this is only the first anagram – and a nice one it is.    ,113
3 CZECH Bill’s said to be European (5),   Homophone of CHEQUE (bill)    ,33
4 PARTRIDGE Segment on crest identifies this bird (9),   PART (segment) + RIDGE (crest)    ,37
5 INGOT I finally won and took gold perhaps (5),   I + [wo]N + GOT (took)    ,29
6 AMENITIES The last word one connects with “conveniences” (9),   AMEN (the last word) + I (one) + TIES (connects)    ,55
7 IOTAS Tiny scraps of rations at sea the navy jettisoned (5),   Anagram of RATIONS minus RN (navy)    ,41
"8 NUDISTS Mad about the underworld, they reveal all (7)",   NUTS (mad) around DIS (the underworld)    ,45
9 SWELLS Drinking place on board for VIPs (6),"   WELL (drinking place) inside SS (on board, a very familiar device)    ",73
15 ABOLITION A note on unheaded will can signify annulment (9),"   A + B (note) + [v]OLITION (will, minus its starter)    ",58
"17 TEST PAPER  Steep part may give problems for examinee (4,5)",   (STEEP PART)*    ,20
"18 EDITORIAL Leader partially solved it – or I, allegedly! (9)",   Hidden solution: [solv]ED IT OR I AL[legedly]    ,52
19 MANATEE Heartless decree primarily endangers rare sea mammal (7),"   MAN[d]ATE (decree, minus its heart) + E[ndangers]    ",56
21 SEMITE English newspaper upsetting for Jew or Arab (6),   Reversal of E (English) TIMES (newspaper)    ,48
23 MOTIF Design with safety check provided (5),   MOT (safety check) + IF (provided)    ,41
24 GIGOT Leg of lamb a soldier acquired (5),   GI (soldier) + GOT (acquired)   The second time Crux uses GOT the same way (see 5d). Very un-Crux.    ,105
6 Service motor-bikes according to quotation (7),  VESPERS (sounds like [according to quotation] VESPAS [Italian made motor-scooters])  VESPERS (evensongs; evening services generally)  ,136
7 Nurse succeeded avoiding suggestive Spaniard? (7),  EN (Enrolled Nurse) + (RISQUÉ [audaciously bordering on the unseemly; suggestive] excluding [avoiding] S [succeeded])  ENRIQUÉ (Spanish male Christian name; Spaniard)  ,170
"10 Competitive driver who uses gear unconventionally? (4,5)","  DRAG RACER (DRAG can be defined as ‘women’s clothing worn by a man’; clothing; gear) The clue, I think is trying to conjure up the image of a male racing driver dressed in unusual gear. Although the entry comprises DR [driver] + an anagram of [unconventionally] [GEAR and CAR], I am not convinced that the clue is anything other than a couple of definitions, one cryptic.  DRAG RACER (one who a drives in a motor car or motorcycle contest in acceleration, from a standing startover a quarter-mile course; competitive driver)  11 / 19 Workers around passage act vigilantly (2,3,4)  BEES (workers) containing (around) ALLEY (passage) BE (ALL EY) ES BE ALL EYES (give complete attention; act vigilantly). Not a phrase I’ve come across before although I have heard BE ALL EARS.  ",777
"12 Rugby player’s utter position of danger (5,5)",   LIONS (reference The British LIONS Rugby Union team. A member of the team [rugby player]is referred to as a LION) + MOUTH (utter)  LION’S MOUTH (a dangerous position)  ,171
"13 Plant, latest in contention, judge brought over (4)",  (N [last letter of {latest in} CONTENTION] + REF [referee; judge]) all reversed (brought over) (FER N)< FERN (plant)  ,120
14 Pen left by American writer (6),  STY (pen) + L (left) + US (American)  STYLUS (writing instrument or similar; writer)  ,88
16 Sweet ball passed into empty space leads to City’s third (6),  (ORB [ball] contained in [passed into] SE [first and last letters omitting central letters {empty} SPACE]) + T (third letter of [third] CITY) S (ORB) E T SORBET (water-ice usually served as a dessert; sweet)  ,211
"20 Two small men, loaded, given a hand in casino (5,5)","  (ROY [a short man’s name] + AL [another short man’s name] giving two small men) + FLUSH (well supplied with money; loaded)  ROYAL FLUSH (a sequence of five cards of the same suit – 10, Jack, Queen, King, Ace); a hand you might be lucky enough to get dealt at a casino. A ROYAL FLUSH is the best possible hand in standard 5-card poker)  ",338
24 Antique business includes forger of cutlery? (5),"  CO (company; business) containing (includes) URI (reference URI Geller, Israeli magician most famous for his ‘ability’ to bend cutlery) C (URI) O CURIO (antique)  ",165
"25 Prompt retiring Prince, in Italy, to replant trees (9)",  CUE (prompt [in the theatre]) reversed (retiring) + (P [Prince] contained in [in] an anagram of [to replant] ITALY) EUC< (ALY (P) TI*) EUCALYPTI (trees)  ,156
26 Novelist with no name on grave (7),"  AUSTEN (reference Jane AUSTEN, novelist) excluding (no) N (name) + RE (about; on)  AUSTERE (grave)  ",102
"27 Study annual return, source of income including money from abroad (7)","  DEN (study) + AR (annual return) + II (first letters of [source of] INCOME and INCLUDING)  DENARII (old Roman silver coins; money from abroad)  Down 1 Some stick acting make-up on part of body (1,4,2,3,5)   A (acting) + SLAP (stage make-up, nowadays make-up generally) + ON + THE WRIST (part of the body)  A SLAP ON THE WRIST (mild reprimand; some stick [criticism])  ",370
"2 Genuine claims upset boss, the first to pay compensation (8)",   REAL (genuine) containing (claims) (SIR [ a term of address to one’s boss in certain occupations {e.g. the Armed Services}] + P [first letter of {first to} PAY]) reversed (upset; down clue) RE (P RIS)< AL REPRISAL (compensation)  ,233
3 Chop suey not filling – ordered fruitcake (6),"   Anagram of (ordered) (CHOP and SUEY excluding the middle letters [not filling] UE)  PSYCHO (someone who shows a pathological degree of specific emotional instability without specific mental disorder; someone suffering from a behavioural disorder resulting in inability to form personal relationships and in indifference to, or ignorance of, his or her obligations to society, often manifested by antisocial behaviour such as acts of violence, sexual perversion, etc; fruitcake is defined as aslightly mad person. Not a politically correct definition)  ",555
4 One beginning to miss Motor City – America rocks? (8),"   DETROIT (known as Motor City in America in reference to the number of major car plants that are or have been located in the city over many years) excluding (to miss) O (first letter of [beginning] ONE) + US (America)  DETRITUS (an aggregate of loosened fragments, esp of rock)  5 Marketplace investigator with rule, probes French vegetable – judge sporting (6-3,6)   SQUARE (market-place; many markets are held in town SQUAREs) + ([PI {Private Investigator} + R {rule}] contained in [probes] LEGUME [French for vegetable]) SQUARE (LEG UM (PI R) E) SQUARE-LEG UMPIRE (official [judge] in cricket [sport]; judge sporting)  ",624
8 Stone to massage foot in reflexology (4),   RUB (massage) + Y (last letter of [foot in] REFLEXOLOGY)  RUBY (gem stone)  ,79
9 Director avoids trading studio site (6),   DEALING (trading) excluding (avoiding) D (director)  EALING (reference EALING film studios near London)  ,108
15 It’s flaming stuck underneath footwear … outside wife had a clean (8),   (SHOE [footwear] containing [outside] W [wife]) + RED (flaming [colour]) SHO (W) E RED SHOWERED (had a clean)  ,114
"17 Mid-career, one enters into affair – is this what bored secretaries do? (8)",   RE (middle letters of [mid] CAREER) + (I [one] contained in [enters into] FLING [affair]) RE F (I) LING REFILING (an activity that may be undertaken by bored secretaries)  ,175
"18 American, alienating core of fans, negotiated a share of Albion? (6)",   Anagram of (negotiated) AMERICAN excluding (alienating) AN (middle letters of [core of] FANS)  MERCIA (one of the ancient kingdoms of Albion [Britain]; a share of Albion)  ,175
21 Reflected ages to grasp crossword setter where ‘penny’ often drops (6),"   (ERA [a series of years reckoned from a particular point; ages] containing [to grasp] DAC [pseudonym of regular Independent crossword setter, usually seen on Wednesdays, but not yesterday]) all reversed (reflected)  (AR (CAD) E)< ARCADE (an amusment ARCADE is a public hall, or open area off the street, with mechanical gambling machines, video games, etc. Years ago, slot machines and one-armed bandits in ARCADEs took pennies which dropped into the slot. I doubt if penny is the appropriate price these days)  ",515
"22 Become breathless, bunged up, through greeting lady – from Cologne? (5)",  DIE (become breathless – a very precise definition) reversed (bunged up) and contained in (through) HI (greeting) H (EID)< I HEIDI (German [e.g. Cologne] lady’s Christian name)  23 / ,185
1 Better walk at leisurely pace in much-decreased gravity! (7), GAMBLER : AMBLE(walk at leisurely pace) contained in(in) GR{first two letters of(much-decreased) “gravity“}. Surface is good advice if you’re on the moon. ,156
5 Writer in fictional realm wants start in Republic (7)," ARMENIA : ME(pronoun the writer might call him/herself) contained in(in) “Narnia”(fictional realm in the Chronicles of, by C.S. Lewis) minusits initial letter(wants start). ",174
