clue,exp,len
2 I am enthralled by a country’s cartoon (9), ANIMATION : I’M(I am) contained in(enthralled by) A NATION(country) Defn: Drawn pictures which put together seem as if the characters are animated. Also stands for non-animated pictures.    ,191
3 Dull time when both sides have winning position (5)," MATTE : T(time) contained in(when both sides,top and bottom for a down answer, have) MATE(winning position in chess) Answer: We have seen “mat”, “matt” in previous puzzles, today it’s “matte” ",193
4 Tortoise almost smashed dish (7), RISOTTO : Anagram of(smashed) TORTOIS{“tortoise” minus last letter(almost)} ,77
6 Ape eats cow next (9), PROXIMATE : PRIMATE(ape) containing(eats) OX(cow) ,51
7 Good to flatten pasture (5)," GRAZE : G(good) plus(to) RAZE(flatten to the ground,destroy) Answer: Verb, to pasture ",87
8 Fortune teller first gives comfort with limited success (8)," TREASURE : T(first letter of “teller”) REASURE{“reassure”,comfort minus(with limited) “s”(success)}. Nice misdirection with “fortune teller”. ",143
11 One could be stuck up or sticky after removal of additives (4)," TOFF : “toffee”,one could be sticky, minus(after removal of) 2 “e”s(abbrev. for extras,additives, or Vitamin E,as an additive, or Ecstasy,drug as an additive? – I think it’s the first one) Answer: One who is or is a wannabe of the upper class, and therefore could be stuck up, looking down on others. My last one in – the short ones are sometimes the most elusive. 15 Insecure due to missing first of January, perhaps I visited holiday resort (2,4,3) ON THIN ICE : ONTH{“month”,of which January is an example,perhaps, minus(missing) first letter “m”} I plus(visited) NICE(holiday resort town in the French Riviera) ",616
17 Hook was honed and moulded with energy (3-6)," ONE-HANDED : Anagram of(moulded) [HONED AND + E(energy)] Answer: Descriptive of Captain Hook, Peter Pan’s arch-enemy. One of my favourites today. ",147
"18 Two strikes number one (5,3)", SMASH HIT : SMASH(one strike) HIT(and another strike) Answer: Number one in the popularity charts ,99
20 Route travelled by sea was up for discussion (4)," ROAD : Homophone of(for discussion) “rode”,was up on a horse Answer: I’m not sure of the explanation here. “Roads” (in the plural) are partly sheltered areas near shore, where ships can anchor, whereas “road” is a route travelled, but not necessarily by the sea. Any ideas anyone? ",282
21 Save sailor outside port (7)," HUSBAND : HAND(sailor,one of the crew) containing(outside) USB(Uniform Serial Bus,strictly speaking the interface standard for connecting peripheral devices, eg. mouse, printer, to a computer, but commonly associated with the port into which the device cable is plugged. Refreshingly uncommon equivalents for “sailor” and “port” Answer: Verb, to economise,manage and minimise cost. Another favourite. ",402
22 Handle compiler’s rejection the wrong way (6)," EPONYM : Reversal of(the wrong way) of MY NOPE(my,this crossword compiler’s rejection,no,nope,no can do) Defn: Noun for a name, in slang. Answer: A name derived from the name of a real or mythical person, eg. Constantinople from Roman Emperor Constantine. Another favourite. ",276
24 Smooths cuffs (5)," IRONS : Double defn: 2nd: Manacles,shackles, ancestor of the modern handcuffs used by the police and S&M practitioners ",120
1 Metal bands stumped by charges (6)," STRAPS : ST(stumped, as in cricket nomenclature) RAPS(accusations,charges for an offence/wrongdoing) ",102
4 Fellow like diminutive Edmund dieted? (6)," FASTED : F(fellow) AS(like,as in “as in ….”) TED(diminutive,short for Edmund) Answer: The question mark denoting an extreme form of dieting? ",142
"8 Beef cut teacher, say, with learner round at home (7)"," SIRLOIN : SIR(how one might,say address one’s teacher) L(learner) O(round letter) IN(at home) ",95
9 Sinatra could be a craftsman of his trade (7)," ARTISAN : Anagram of(could be) SINATRA Answer: It’s Francis Albert if you consider its obsolete meaning of artist, and if you equate artist to artiste. ",153
11 Careful reprimand applied to a little food store (10)," DELIBERATE : BERATE(scold,reprimand as a verb) placed after(applied to) DELI(short for,little “delicatessen”,food store) ",122
12 Drink after time – that’s a porky pie! (4)," TALE : ALE(alcoholic drink) placed after(after) T(time) Answer: A lie, or porky pie in rhyming slang ",102
13 Cook a soft sweet (5)," FUDGE : Double defn: 1st: As in “cook the books”, falsify accounts (of a company, say) almost always with no good or with criminal intent; and 2nd: A soft candy,sweet ",168
14 Shorten sailor’s passage (8)," ABSTRACT : AB’S(sailor’s,­able-bodied seaman’s) TRACT(a piece of writing,passage, usually on a religious or political topic Answer: The verb, meaning to shorten. ",163
16 Support also floundering for union offer? (8)," PROPOSAL : PROP(support) plus anagram of(floundering) ALSO Answer: Cryptically,? defined as an offer of union,marriage   ",122
18 A sailor’s westbound with this world record? (5)," ATLAS : A plus reversal of(westbound, in an across clue) SALT(sailor) Answer: Cryptically,? defined as a record,documentation of what’s on this world,earth ",157
20 Soft song for duet (4)," PAIR : P(piano, musical instruction to play softly) AIR(a tune,song – a famous one is played on a G string – on the musical instrument) ",137
21 Black tree and dead tree rot (10)," BALDERDASH : B(black) ALDER(any tree of the genus Alnus, related to the birch) D(dead) ASH(any tree of the genus Fraxinus, related to the olive and the lilac) Answer: A relatively restrained way of saying “Nonsense!” ",218
23 Shout about men shifting offcut (7)," REMNANT : RANT(shout,rave at – perhaps not what you do at the party of the same name?) containing(about) anagram of(shifting) MEN Defn: What’s left after the main pieces of a material to be used, have been cut off ",215
"24 Stock holder, perhaps, is beyond help with no head for counting (7)"," PASTURE : PAST(is beyond,gone) URE{“cure”,help for an ailment/problem minus(with no) “c”,initial letter of,head for “counting”} Answer: Cryptically,? defined as the place where stock,livestock are put,held for grazing. ",220
25 Force husband to be part of faith (6), THRUST : H(husband) contained in(to be part of) TRUST(faith in someone or something) ,86
"26 Salad veg, in haste it goes off (6)"," CELERY : “Celerity”,haste,swiftness minus(goes off) “it” Down ",63
1 Son covers fruit tree’s ooze (5)," SLIME : S(son) placed before(covers, in a down clue)LIME(tree bearing that sour fruit) ",88
"2 Brought together, the Royal Academy and Liberal fibbed (7)"," RALLIED : RA(Royal Academy) L(Liberal, a member of the political party) LIED(fibbed,told a porky pie) ",103
3 Like the royal spinster without a name? Hilarious! (9)," PRICELESS : “princeless”,without a prince – descriptive of,like the unmarried,spinster royal princess minus(without) “n”,name Answer: Highly amusing. ",151
5 Go along with a part of golf course needing a trim (5)," AGREE : A GREE{“green”,a part of golf course, where one putts into the hole, minus(needing a trim) the last letter} ",117
6 Tons write on the move about time in networker’s site (7), TWITTER : T(abbrev. for tons weight) anagram of(on the move) WRITE containing(about) T(time) ,94
7 Unfortunately docks lead standoffs (9), DEADLOCKS : Anagram of(unfortunately) DOCKS LEAD ,50
"10 Greatest golfer, Ernie, is below standard in matches (9)"," PARALLELS : {ALL(everything,greatest possible) ELS(Ernie, S. African former World No.1 golfer, a favourite of crossword setters)} placed after(is below, in a down clue) PAR(a standard, such as in the number of strokes for a round of golf) ",240
13 Company’s last word on closure for loft space (9)," FIRMAMENT : FIRM(company) AMEN(the last word said in prayer) placed before(on, in a down clue) T(last letter of,closure for “loft”) Answer: The sky or heavens, which we now know is just space – lots of it ",206
"15 Manage set flamboyantly for Lady Gaga, say (5,4)"," STAGE NAME : Anagram of(flamboyantly) MANAGE SET Defn: A performing alternative for Stefani Joanne Angelina Germanotta, who joins the ranks of Dino Paul Crocetti, Roy Harold Scherer, Jr., Brenda Gail Webb, Michael John Douglas, Eleanor Nancy Gow, Jerome Levitch, Doris Mary Ann Kappelhoff, John Eric Bartholomew…who? ",318
17 Consort let cuff ride up (7)," PARTNER : Reversal of(ride up, in a down clue) [RENT(let,lease out) RAP(a blow,cuff)] 19 Frothy coffee daughter (European) gulped being a lively girl (7) LADETTE : LATTE{outside Italy, the coffee and steamed milk drink, with a layer of foam,froth – in Italy, latte just means milk, and the original, proper term is caffe latte, with the original drink made from heated milk which is not foamed. Rightly or wrongly, latte drinkers seem to be a common target of scorn – to quote Wiki: “In Canada, a latte-drinker is the political representation of a left-wing ballet-watching bleeding-heart urban elitist (as opposed to an ordinary, Mainstream suburban and small-town hockey-watching Tim Hortons coffee drinker).“} containing(gulped?) D(daughter) E(European). Not sure about the containment indicator – from the surface, the coffee is being gulped, which should make LATTE contained inDE Answer: The feminine counterpart of “the lads” who engage in “laddishness”, ie. young women who behave in a boisterously assertive or crude manner and engage in heavy drinking sessions. So Jason is being generous with “lively” ",1114
21 Reward bishop on openings for unrecognised Samaritans (5)," BONUS : B(bishop, as in chess notation) ON US(initial letters of,openings for “unrecognised” “Samaritans” respectively) ",121
1. Legislator’s fabulously manly bass enthrals little girl (11)," ASSEMBLYMAN *MANLY BASS around EM(ma) or EMILY, for example ",61
9. National flower’s characteristics (7), NATURES NAT(ional) + URE’S ,28
"10. Tempestuous at heart, I’m about to preside over chaos … (7)"," MISRULE (Tempe)S(tuous) IM, reversed, +RULE 11. … am person ultimately prone to uncontrolled ribaldry (5,4) EARLY BIRD (Pron)E + *RIBALDRY.I’m not quite sure what the definition is. This could be an &lit, but “person ultimately prone” hardly equates to “first person up” IMO Thanks to the first few bloggers for pointing out that “am” = A.M.; apologies for the blind spot.  ",375
12. Perfect merchant? (5), IDEAL Definition and cryptic definition ,41
13. May perhaps be middle-of-the-road? (4), TREE (s)TREE(t) ,17
14. Broadcaster perhaps pronounced French city’s name the English way (10)," MARSEILLES Sorry, all I can see here is the French city, the English pronunciation of which says nothing to me. Apparently its (Andrew) MARR – who I’ve never heard of, + SAY, which would be how the English pronounce the city’s name. ",234
16. Biotechnology’s revolutionary view of carbon in man and beast (10)," ERGONOMICS Sorry, this one’s lost me. I’ve left it till last in the hope of inspiration, but none is forthcoming. I missed the reversal indicator “revolutionary”, which leads to C in SIMON + OGRE, all reversed.Thanks to Eileen et el. for explaining this. ",256
19. Alternately lance and drain noisome boils (4)," ACNE Alternate letters of lAnCe, + outside letters of NoisomE ",63
"20. Knocking back Rennies, mostly in private (5)", INNER Hidden reversed in RENNI(ies) ,37
21. Calamitous combination of wind and frost causing winter hazard (9), SNOWDRIFT *WIND+FROST ,23
"23. Volunteer soldier, one who endeavours to protect Her Majesty (7)"," TERRIER TRIER round ER 24. “Pardon me!”, I asked, regularly breaking vow (7) PROMISE Another clue where we’re asked to pick out alternate letters, this time of PaRdOn Me I aSkEd ",179
"25. Answer to clue? It’s easy, but it causes small wavelets (5,6)"," LIGHT BREEZE LIGHT, in Crosswordland “answer to clue”, + BREEZE, “easy”, as when you say “The exam was a breeze”. This one raised a 🙂 Down ",140
"1. Top lawyer and doctor natter on eagerly (8,7)", ATTORNEY GENERAL *NATTER ON EAGERLY ,37
"2. Sharp, like a rock in the Channel? (5)"," SARKY Cryptically like Sark, one of the Channel Islands, the answer being an abbreviation of “sarcastic”.Why do people have to abbreviate everything beyond recognition? ",170
3. Sicilian city renames Sinatra’s house (7)," MESSINA Hidden, “house(d)”, in renaMES SINAtra’s” ",51
4. Greek letters could make sheepish youngster rebelliously glum (7), LAMBDAS LAMB + <SAD ,21
5. Inflammation primarily found in maternal breasts (8)," MASTITIS MA’S TITIS 😆 + &lit Apologies, I originally saw that I should be included in the answer, giving MA’S + I in TITS, but forgot as I was blogging. ",154
"6. In clue I use novel cryptic definition: “Large plate, small portions” (8,7)"," NOUVELLE CUISINE *IN CLUE I USE NOVEL + cd. Another 😆 moment, as the definition is spot on! ",93
7. Patient numbers (13)," ANAESTHETISTS Cryptic definition. I got this straight away, as I imagine others will have, given the recent discussions on the site. ",134
8. Describing endless Latvian bestseller in translation as “aesthetic literature” (6-7), BELLES-LETTRES LET(t) in *BESTSELLER ,38
15. At last you can see necromancer call up dead (8)," UNERRING Final letters this time, of “yoU caN seE necromanceR” + RING.Definition “dead”, as in “dead straight”, for example. ",126
17. Male American tailless otter mounting semi-aquatic rodent (7), MUSKRAT M + US + <TARK(a) (the Otter) ,39
18. Guillotine revolutionary leader in police custody (7), CROPPER First letter of R(evolutionary) inside COPPER = “in police custody” 🙂 ,79
6 Penning popular letter to Greeks with chargeable 11? (5)," RHO (letter of the Greek alphabet) containing (penning) IN (popular) RHINO (money [11 across]; also a rhinoceros is often characterised as a‘charging animal’) 9 11 as single amount for those who sit, uncomfortably at first, in chimney (4,3) (U [first letter of {atfirst} UNCOMFORTABLY] + MPS [Members of Parliament ‘sit’ in the House of Commons]) contained in (in) LUM (chimney, a word predominantly used in Scotland. If ever someone says to you‘lang may your lum reek’ they are wishing you long life and prosperity) LUMP SUM (money [11 across] in a single amount) ",566
10 Constabulary with hardly any 11 (7), COPPERS (policemen; constabulary) COPPERS (a small amount [hardly any] of money [11 across]) ,94
11 Boiled sweet from Lambert & Oliver (5)," L (Lambert, a unit of brightness) + OLLY (reference Oliver Hardy of Laurel & Hardy fame) LOLLY (lollipop; boiled sweet; also a term for money)  ",145
"12 Prayer to Mary with kid, one cradles typically (2,7)"," ONE containing (cradles) (AVE [recitation of the Ave Maria, a prayer to the Virgin Mary] + RAG [tease; kid]) ON AVERAGE (typically) ",133
14 Lord’s where hopeful opener may be found (3)," H (First letter of [opener] HOPEFUL) + IS (may be found [?]) HIS (of a male, of a Lord [?]; Lord’s) ",101
15 Star shown about light source in early 11 on paper (11)," SHINER (a thing that shines; e.g. a star) containing (about) (first letter of [source] LIGHT, itself contained in [in] PAST [previous; early]) SHINPLASTER (obsolete [early {?}] American term for paper money of low value; a promissory note on brittle paper) Is ”early’ doing double duty here, or have I missed something obvious? ",329
17 Alien scores out song after service (11), Anagram of (out) ALIEN SCORES RECESSIONAL (a hymn sung during the retirement of the clergy and choir after a service) ,119
19 Sinead O’Connor’s heart surgeon (3)," Hidden word in [possesive,’s] SINEAD O’CONNOR Afternote: As Neo points out in the comments @3 below, this is more than just a hidden word, it is actually the 3 letters central to [heart] of SINEAD O’CONNOR. DOC (a colloquial shortening of ‘doctor’. A ”doctor’may be a surgeon. Chambers tells me that a ‘doctor’ is also a fish, the sea-surgeon) ",345
"20 Louis mucks around with King going for an urban sound (4,5)"," Anagram of (around) LOUIS MUCKS excluding (going) K (King) SOUL MUSIC (the popular music originally and especially of black Americans, typically emotional and earthy, a blend of blues, jazz, gospel and pop elements.) Is it just an urban sound? ",245
22 Wife on game refusing Neo’s 11 (5)," W (wife) + ON + GAME excluding (refusing)ME (Neo, setter) WONGA (money [11 across]) ",85
24 Whose name is love? (7), IS + ADORE (love) ISADORE (girl’s name) ,41
26 Dignify East German city overthrown by the French (7), E (East) + (BONN [German city] reversed [overthrown]) + LE (one of the forms of ‘the’ in French) ENNOBLE (elevate or distinguish; dignify) 27 11 to Ben-Gurion in silver and gold area (5) AG (chemical symbol for silver) + OR (gold) + A (area) AGORA (an Israeli unit of money [11 across]; David Ben-Gurion [1886 – 1973] was the first Prime Minister of Israel) ,359
28 See artist making 11 for Caligula (9), Anagram of (making) SEE ARTIST SESTERTIA (Roman [Caligula] money [11 across]) Down No. Clue Wordplay Entry ,108
1 Chemical derivative brings yen into demand (5)," TOLL (demand) containing (brings … into) Y (yen)  TOLYL (chemical derivative, the group C7H7 derived from toluene) ",116
2 Rash PM takes lift in places like parliament (7), PM reversed (takes lift) contained in (in) PILES (a PILE is a large building or group of buildings – e.g. many Parliament buildings throughout the world. POssible also a reference to ‘Stately Piles’) PIMPLES (rash) ,216
3 Incomplete system is as unstable for writers (9), Anagram of (SYSTEM excluding the final (incomplete) M and IS AS) ESSAYISTS (writers) ,86
4 Soviets outside party raised desirable quality in resources (11), COMMIES (communists; soviets) containing (outside) (DO [party] reversed [raised] + IT [desirable quality]) COMMODITIES (raw materials; resources) ,147
5 Dry kick-off for Stoke City (3)," S (first letter of (kick-off for) STOKE) + EC (postcode for the City of London) SEC ([of wines]dry) 6 11 in Kerala has take-up at two euro (5) R (take; see above) + UP + (E (Euro[pean]) + E (Euro[pean] – two Euros) I am not convinced that E is an abbreviation for the Euro currency, but Euro is short for European and E is an accepted abbreviation for European as in E-number RUPEE (currency, money [11 across] of India, location of Kerala) ",442
7 Not precise in topless instance of lovemaking (7), IN + (SEX ACT [lovemaking] excluding the first letter [topless] S) INEXACT (not precise) ,90
8 Crib set to rock in related medical discipline (9)," Anagram of (rock) CRIB SET TO OBSTETRIC (relating to the care of women during pregnancy and childbirth, hence reference to crib) ",130
"13 Denied heroin, Princess Leah may get herb that finds a high! (6,5)", Anagram of (may get) PRINCESS LEAH excluding (denied) H (heroin) ALPINE CRESS ( low white-flowered perennial herb (Cardamine bellidifolia) found on mountain summits and in arctic regions of the north temperate zone [herb that finds a high]) ,242
14 Girl to embrace that man after greeting in Honshu City (9)," HI (greeting) + (ROSA [girl’s name] containing (to embrace) HIM [that man]) HIROSHIMA (city in Honshu, Japan) 16 11 in certain amount can potentially feed everyone in debt (9) Anagram of (potentially) CAN contained in (feed) (ALL OWE [everyone in debt]) ALLOWANCE (money [11 across] in a certain amount) ",305
18 Significantly cruel and wretched old Magellan’s 11 (7)," First three letters of [more than half of; significantly) CRUEL + SAD (wretched) + O (old) CRUSADO (old Portuguese [Ferdinand Magellan was a Portuguese explorer] coin, money [11 across]) 19 11 found in GB athletics park (7) Hidden word in (park) FOUND IN GB ATHLETICS  DINGBAT (American slang for money [11 across]) 21 11 very good after weaving machine set up (5) LOOM (weaving machine) reversed (set up) + A (very good) MOOLA (money [11 across]) ",449
23 One near Barking Stadium (5), A (one) + anagram of NEAR (barking)  ARENA (stadium) ,54
1 CANCANS  Uproarious dances as prisons catch fire in America (7)," CAN (fire, as in sack in an American sense) inside CANS (prisons) Def: Uproarious dances. For a while I thought the wordplay was something to do with multiple prisons CANS twice ",179
9 FILAGREE  Fire sleeves insulate end of pipe – it’s delicate work (8)," LAG (insulate) inside FIRE, then [pip]E. I had to resort to the dictionary to conform that there is a word filAgree as opposed to filIgree. In that case I will mark this down as a new word to me. ",197
"10 FALL OUT  Happen to disagree (4,3)", Double Def. ,13
11 BEACONED  Used fires to send warning as ocean bed erupts (8), (OCEAN_BED)* AInd: erupts. First answer from the clear def (what else could it be?) and simple anagram ,104
12 LAUNCH  Eat round a fire (6)," LUNCH (eat) around A. Def. Fire, in the shooting big missiles sense. Reminds me of when I was attached to the Marketing department of a large company – the middle management used to go “Out to Launch” quite often – amazing how many different product launches there can be (and very long launches they were too.) ",313
"13 TRIMESTERS  Clean-limbed Biblical heroine they say is cut in half, then quarters (10)"," TRIM (Clean limbed) ESTER (Homophone “Esther” Biblical heroine) [i]S. Def. Quarters, what we non-Americans would call terms (or term terms) Edit: corrected (Thanks Eileen) ",173
"15 ETNA  Jet napalming harbour, burning mountain (4)", Hidden in jET NApalming ,25
"16 RHEOSTATS  They alter resistance, others alter acceleration, time and direction (9)"," (OTHERS)* AInd: alter, A[cceleration], T[ime], S[outh] (direction) Very clear Def. again. Brings back memories of 6th form Physics lessons ",140
21 AXES  Fires eliminate central shafts’ central part (4), AX[l]ES ,9
"22 DESERT ROSE  Expanse which is bare, pink and succulent (6,4)", DESERT (Expanse which is bare) ROSE (pink)  This succulent (link) ,67
24 LAIRDS  Members of northern gentry lie to policeman (6), LAIR (lie) and then DS for policeman (Detective Sergeant) 25 AUTO-DA-FÉ Burning of heretic now mostly takes place within metal walls (4-2-2) TODA[y] inside (walls – walled by) AU and FE (Gold and Iron – metal walls). Def. Theme subject- burning at the stake (Wiki) ,266
27 LATIMER  Bishop killed by fire firstly laid aside battered mitre (7)," L[aid] A[side] (MITRE)* AInd: battered. Bishop Latimer – one of our several martyrs 28 DIAZEPAM  Cameron and Osborne’s last plan in recession? A sedative. (8) Cameron DIAZ, [osborn]E, MAP< Nicely misled away from the correct Cameron 29 HEATERS  Firstly cut the taters (they keep warm) (7) [t]HE [t]ATERS. Last answer I entered. I was beginning to despair and curse the 3/7 checking with very common checking letters on that light before I spotted what was going on. I’ll be on the lookout for this “firstly cut” wordplay in the future now. Down 2 A LA CARTE  Endless woe and endless tears changed way of ordering things (1,2,5) ALAC[k] (endless woe) (TEAR[s])* AInd: changed. ",677
3 CALENDAR  Free-range landrace that’s stuffed with dates (8), (LANDRACE)* AInd: free-range. ,31
4 NAUGHTIEST  Saint James we hear comes over as most mischievous (10), NAUGHTIE St. James Naughtie of BBC Radio,41
"4 Today programme and Books and Music fame, beatified 5 RIFE  Blazing fire is everywhere (4)", (FIRE)* AInd: Blazing ,23
6 CAUCUS  Reportedly stop American political group (6), CAUC homophone “Cork” US ,26
7 CRANMER  He sticks out neck to defend male divine burnt at stake (7), M[ale] inside CRANER (he sticks out neck) Link for this crispy Archbish ,73
8 REDDISH  Fired dishes’ terracotta lining? (7), Hidden in fiRED DISHes ,24
"11 BRIMSTONE  Is filled with pitch, a hellish punishment (9)", BRIM (is filled) STONE (pitch) I wasn’t sure about the Pitch/Stone synonym till considering the verb sense where both mean throw. Edit: Should be BRIMS (is filled) TONE (pitch). (Thanks Sidey) ,194
"14 ENAMELWARE  Kitchen equipment containing English warm ale, brewed in Tyneside (10)"," E[nglish], then (WARM ALE)* AInd: brewed inside NE (Tyneside) ",63
17 SATIRIST  Pope perhaps is within right to support burning of woman (8), The Def. by example refers to Alexander POPE and his satirical verse. IS inside RT (right) underneath SATI (burning of woman – now thankfully illegal) ,152
18 HEADGEAR  Perhaps a hat which sits on top of mine? (8)," Double Def. The Headgear, or headframe, of a mine is the winding gear at the pit head ",87
"19 I D CARDS  Papers, including Indy, regularly attracting eccentrics (2,5)", I[n]D[y] CARDS (eccentrics) ,29
"20 ASHTRAY  Waif heading off to sit beneath tree, where smoking remains are found (7)", [s]TRAY (waif) underneath ASH (tree) ,38
23 RIDLEY  Man of leisure died: consumed in the flames he became a martyr (6), D[ied] inside RILEY (Man of leisure – as in “Life of Riley” I wonder how that phrase arose) Nicholas Ridley was another martyr ,128
"1. Chinese ruler, one requiring something to deal with the insects (8)", CHLORDAN CH+LORD+AN ,21
7. A tangle? Net’s there in one with it (4), ALGA (A TANGLE*) minus NET a sort of reverse composite anagram ,64
"10. No serious affair, a tiny thing involving what’s true but unsteady (9)", AMOURETTE (TRUE*) in (A MOTE)(a tiny thing) ,45
12. The old succumb to sea-sickness? Sailors on board hasten as before (6), SPURNE RN in SPUE[spew] ,25
13. A traditional Afghan council requiring day of fasting locally? (6), ASHURA A+SHURA ,16
"14. Wells maybe the sea breaks into, yielding fine gravel (7)", HOGGING OGGIN in HG[wells] ,28
16. Big win at the pokies? Second with reserve fund backed (6), MOTSER MO+(REST<) ,19
17. Recording system for capturing ‘fab’ number? (4), TIVO IV[fab ‘four’] in TO(for) see Tivoization ,48
18. What can be mistaken for this American forest? Taiga can (8), CAATINGA (TAIGA CAN*) ,23
21. Spiny creature nipping booby in swimming races (8), RASCASSE ASS in (RACES*) ,26
23. Look concealed by those embarrassed (4), SEEM hidden: thoSE EMbarrassed 24. Wannabes do (a father taking lead in publicity) (6) ASPIRE P in (A SIRE) ,109
29. Nigerian king has foreign company protecting church vessels (7), CIBORIA (IBO+R) in CIA ,24
30. Pastor distributed ancient service book (6), PORTAS (PASTOR)* *,19
31. Vigorous (6), ROBUST the competition word to clue ,37
32. Spiny fish ‘urts badly – feelin’ pain inside (9), TRACHINUS ACHIN’ in (‘URTS*) ,30
"33. Indian drum, back to front in luggage compartment (4)", DHOL HOLD with the ‘D’ moved to the front ,43
34. Part of bee’s anatomy: one’s achy when it’s deployed (8), HONEY-SAC (ONE’S ACHY*) Down ,30
"1. Following misguided path, crass walker becomes low on funds (12)", CASH-STRAPPED (PATH CRASS*)+PED ,33
"2. Bodily deficiency, advanced, more diseased, we heah? (7)", HYPOXIA homophone: HIGH+POXIER ,32
3. Portly actor once losing weight? He’s good fun (5), LAUGH [charles] LAUGH[ton] ,28
4. Knight errant abroad discarding extremes of household chore? (5), RONIN (i)RONIN(g) ,19
5. Chaperones not available among cavorting nudes (7)," DUENNAS N/A in (NUDES*) 6. E.g. Sumatran on site, working (6) NESIOT (ON SITE*) ",81
7. Reject as spurious amateur article about position coming up (8), ATHETISE A+(THE around (SITE<)) ,33
8. Old clothes lined with wool left by court maiden long ago (5), GERLE GERE(old clothes) around (woo)L[court left!] ,52
9. A magic mantra when this is this (12), ANAGRAMMATIC (A MAGIC MANTRA*) ,32
11. Is leaving some Bantus for piecework? (4), TUTS TUTS(is) ,15
15. Sun brings in melting of ice and cheers of community (8), SOCIETAL ((ICE*)+TA!) in SOL ,30
19. A drug I take internally dispersed pains (7), ASPIRIN I+R[take] in (PAINS*) ,31
20. Seating arranged to display shrub (7), GENISTA (SEATING)* ,20
22. The old take possession of space in front of church (6), AREACH AREA+CH ,16
"25. Tardigrade mammal, one of deadly group (5)", SLOTH one of the seven deadly sins ,36
"26. What Scots have for breakfast, losing itch for fry, singularly? (4)", PARR PARR(itch)=porridge ,26
27. What’s in a steak? Bit of brisket has all-round quality (5), T-BONE TONE around B ,22
"1. Friend, old countertenor, comes from a city in California (4,4)", PALO ALTO PAL+O+ALTO ,22
5. Unpretentious representative inhabiting isle abroad (6), SIMPLE MP in (ISLE*) ,22
9. Late drink may make bad thing better (8), NIGHTCAP (THING*)+CAP ,23
"10. Dog, good thing to have following onset of burglaries (6)", BASSET ASSET after B(urglaries) ,33
12. A second artist brought back bouquet (5), AROMA A+MO+RA all reversed ,28
"13. Go on, smile, having broken down newly-coined word (9)"," NEOLOGISM (GO ON, SMILE*) ",27
"14. At which one may have been punished if stealing mail (8,4)", WHIPPING POST cdd ,19
18. George Hepplewhite’s PM? (7-5), CABINET-MAKER cryptic pun ,27
21. Discourage fellow cleaner (9), DETERGENT DETER+GENT ,22
23. Bottle-neck? (5), NERVE cdd ,11
24. Sexy Italian breaking heart? Just the reverse (6), EROTIC IT in CORE all reversed ,32
"25. Seek a tip cooking what’s often served with chips? (5,3)", STEAK PIE (SEEK A TIP*) ,25
26. Sailor needing to achieve objective (6), TARGET TAR+GET ,16
27. Mother may go after this clergyman (8), REVEREND a pun type clue: REVEREND (mother) Down ,50
1. Colonialist entertaining scholar and author (6), PENMAN MA[scholar] in PENN ,28
"2. Large body of soldiers, say, described by hero (6)", LEGION EG[say] in LION ,24
3. Almost lost Asian ruler in Russian city (9), ASTRAKHAN ASTRA(y)+KHAN ,25
4. Boring person studies children’s writer (12), TRAINSPOTTER TRAINS(studies)+POTTER will anoraks get annoyed at this clue? ,76
6. Leaders of industry deny accident harmed our state (5), IDAHO first letters ,21
7. Greek god mysteriously poisoned (8), POSEIDON (POISONED*) ,22
8. One male brought in possessions for valuation (8)," ESTIMATE (I+M) in ESTATE 11. Tossed confetti at us in opera (4,3,5) COSI FAN TUTTE (CONFETTI AT US*) ",102
15. Novelist suppressing joke – it’s fruity (9), GREENGAGE [graham]GREENE around GAG ,37
"16. Rigorous appraisal of a trial involving police branch (4,4)", ACID TEST A TEST around CID ,29
"17. A racket, rising commotion in slaughterhouse (8)", ABATTOIR A+BAT+(RIOT<) ,24
19. Complain about onset of pig flu (6), GRIPPE GRIPE around P(ig) ,27
20. Motto on one side of court (6)," LEGEND LEG(on, legside in cricket)+END(side of a court) ",57
5 Seek to obtain funds to cover university entrance (6)," PURSUE : PURSE(metonym for money,funds) containing(to cover) U(first letter,entrance of “university”) ",103
6 Criminals taken in hand by bishops (6)," CROOKS : Cryptic defn: The word refers to the symbol of pastoral office carried,taken in hand by bishops, a staff with a crook on top (sometimes a cross). Same name and similar appearance to the staff carried by shepherds. So I’m almost sure it arises from the comparable symbolism between the respective “flocks”. (Could also be seen as double defn. depending how one sees the rest of the clue.) A nice surface of bishops saving criminals (at least their souls – if they have any). ",484
9 Doctor in habit of fighting (6)," COMBAT : MB(from Neo-Latin Medicinae Baccalaureus,Bachelor of Medicine,doctor) contained in(in) COAT(an item of clothing,habit) ",129
"10 Many lads fancy being a success with females (5,3)", LADYS MAN : Anagram of(fancy) MANY LADS. Lovely surface. ,58
11 Hot time for wife of Zeus (4), HERA : H(hot) ERA(a long time period) ,39
12 Remove vital parts of broken tea service (10)," EVISCERATE : Anagram of(broken) TEA SERVICE Defn: In addition to physical disembowelment, it can also refer figuratively to the work of censors.   ",148
13 Show how devil and saint rank in estimation (11)," DEMONSTRATE : DEMON(devil) ST(abbrev. for saint) RATE(as in “how they rate,rank, in relation to one another, in someone’s estimation”) ",136
"18 Do see lunch is set out at the correct time (2,8)", ON SCHEDULE : Anagram of(set out) DO SEE LUNCH. ,49
