clue,exp,len
26 AGOG Eager to see Camilla go glam (4), ha in every sense of the word ,31
27 MINCEMEAT How to supply team with fruity mix of tarts for winter season? (9)," A “reversed” anagram clue for TEAM i.e. *(MEAT) with mince as indicator fora chopped, spiced mixture of dried fruit, peel, suet and other ingredients, usu steeped in brandy. Down 1 PAWNS Sets up loan to exchange (set up around completion of transaction) (5) Rev of SNWAP being ins of N, last letter of transaction, in SWAP (exchange) ",335
"2 AIRMAIL Two things Charles is but Camilla isn’t, in speech to deliver abroad? (7)", AIR (sounds like HEIR) & MAIL (sounds like MALE) ,50
3 ABIDE Contract for removal: right and good to make a home (5), ABRIDGE (contract) minus R (right) & G (good) ,47
4 NIGHTIE Overnight shift after close match (7), Cha of NIGH (close) TIE (match) ,33
5 See 15 See 15 6 MADEIRA Wine and cheese: uplifting with a little Gershwin (7)," MADE (rev of EDAM cheese) + IRA Gershwin(1896–1983), brother of George Gershwin, American lyricist, author of famous works likeI Got RhythmandThey Can’t Take That Away from Me ",177
"7 PACKING UP Getting together in positive mood, preparing for move (7,2)", PACKING (getting together) UP (in positive mood) ,50
"13 INSPIRING Moving home? Boatman is, in April or May (9)"," IN (home again) + ins of I (Boatman, the author here) in SPRING (April or May) ",80
14 SARGASSUM Floating algae fumes interrupt search and rescue: an additional problem (9), Ins of GAS (fumes) in SAR (search and rescue) & SUM (problem) for a formulaic clue ,84
17 TOOTING Having a blast in South London (7)," ddTooting is a district in South London, England, located in the London Borough of Wandsworth. ",96
"18 CARAVAN Without much travail, not prevented from moving home (7)", Ins of RAVA (much of the letters in travail) in CAN (not prevented from) ,74
20 TAX-FREE No stamp duty to pay after exchanging? (3-4), *(AFTER EX) with changing as indicator. Thank you [emailprotected] ,68
1 Want Robespierre’s head in the end (6)," DEARTH : The first letter of(…’s head) “Robespierre” contained in(in) DEATH(the permanent end). And of course, Maximilien Robespierre, a leading figure in the French Revolution, was beheaded in the end. Answer: A scarcity;a want. ",231
4 Move quickly away from a gunfight (8), SHOOTOUT : SHOOT OUT(to move quickly away from or through;to spurt). ,70
"9 Express oneself angrily about the Spanish excursion (3,3)", LET RIP : Reversal of(about) EL(Spanish for “the”) + TRIP(an excursion;an outing). ,84
10 Police coming around to arrest model after some bust up with a servant (8), DOMESTIC : Reversal of(coming around) CID(abbrev. for the Criminal Investigation Department of the police force) containing(to arrest) { T(the old Ford car model) placed after(after) anagram of(bust up) “SOME ” } . Twist to “the police were called to the house to break up a domestic quarrel”. ,295
12 Gradgrind was one man covetous at heart (8)," MARTINET : MARTIN(a man’s name) + the 2 innermost letters of(at heart) “covetous”. Answer: A stickler for rules;a strict disciplinarian, derived from the headmaster, Thomas Gradgrind, in Charles Dickens’s novel “Hard Times”, who was one such. ",244
13 Battle back to capture an award for coach (6)," SCHOOL : Reversal of(back) LOOS(a major battle during World War I) containing(to capture) CH(post-nominals for a recipient of the British award, the Order of the Companions of Honour). Defn. and Answer: As verbs. ",214
15 Help to eat cold tart (4), ACID : AID(help) containing(to eat) C(abbrev. for “cold”). Defn: and Answer: Sour;a sharp taste. ,98
16 Discourage an inclination to swallow up English firm (10)," DETERMINED : DETER(to discourage from) + MIND(an inclination;a desire, as in “I have a mind to give you a piece of my mind” containing(to swallow up) E(abbrev. for “English”). ",177
19 Mental lapse causing hesitation after sailor takes an adequate amount (10), ABERRATION : ER(verbal expression of hesitation) placed after(after) AB(abbrev. for an able-bodied seaman;a sailor) plus(takes) RATION(an adequate amount that’s allotted). ,173
20 Shoot the first Welsh soldier from behind (4)," TWIG : Initial letter of(first) “the” + W(abbrev. for “Welsh”) + reversal of(from behind) GI(an American soldier). Answer: A shoot;a young growth from part of a plant, say, a branch. ",184
23 It’s supposed to be funny but Peto involved in a hoax gets angry at the end (6)," COMEDY : ME(self-referential pronoun for setters, in this case, Peto) contained in(involved in a) COD(British slang for a hoax) plus(gets) the last letter of(at the end) “angry”. Nice surface. ",194
25 Abandoned when leased to doctor (8)," DESOLATE : Anagram of(doctor) LEASED TO. Answer: Abandoned by friends, hope or encouragement. ",95
27 Suitable to include exercises on it to finally stimulate enthusiasm (8), APPETITE : APT(suitable) containing(to include) { PE(abbrev. for “physical education”;exercises) plus(on) IT } plus(to) the last letter of(finally) “stimulate”. ,162
28 I’m taken aback by doctors having a drink (6), MIMOSA : Reversal of(aback) I’M contained in(taken … by) MOS(abbrev. for medical officers;doctors) plus(having) A. Answer: A cocktail drink of champagne (or a substitute sparkling wine)and orange juice. ,204
29 Roamed freely near the edges but kept within bounds (8), MODERATE : Anagram of(freely) ROAMED plus(near) the 2 outermost letters of(… edges) “the”. ,92
30 Order an attack (6), CHARGE : Double defn: 1st: As in “the judge charged the jury to return a verdict”. Down ,89
1 Cover up girl’s predicament (7)," DILEMMA : Reversal of(up, in a down clue) LID(a cover for a container, say) + EMMA(a girl’s name). ",100
2 In imitation of a story containing the source of friction in paradise (9)," AFTERLIFE : AFTER(in imitation of;in the manner of, as in “a statue after classical models”) + LIE(a story;a fabrication) containing(containing) the first letter of(source of) “friction”. Answer: The unearthly paradise to some. ",229
3 Experiment cut short over a number of petty considerations (6)," TRIVIA : “trial”(an experiment) minusits last letter(cut short) containing(over) IV or VI(Roman numerals for 4 or 6, take your pick). ",135
5 An expression of surprise over fine for Punch (4)," HOOK : HO(an expression;exclamation of surprise) placed above(over, in a down clue) OK(as in “that’s fine;OK with me”). ",121
6 About to occur in defeat (8)," OVERCOME : OVER(about, as in “they were arguing over;about trivia”) + COME(to occur;to happen, as in “good things come to those who wait”). ",141
7 Best when not possible to cheat (5), OUTDO : OUT(not possible;out of the question) plus(to) DO(to cheat;to swindle). Defn: As a verb. ,98
8 Credit the French duke when amused (7)," TICKLED : TICK(account or credit, as in “we bought our TV on tick”, shortened from “ticket”) + LE(French for “the”) + D(abbrev. for “duke”). ",142
11 A souvenir not put out after I object repeatedly (7)," MEMENTO : Anagram of(put out) placed below(after, in a down clue) ME,ME(objective case of “I”, repeated). ",107
14 Obtain the return of Republican fellow held by the Queen (7)," RECOVER : R(abbrev. for “Republican”) + COVE(old-fashioned British slang for a fellow;a chap) contained in(held by) ER(abbrev. for Elizabeth Regina, the Queen). ",162
"17 A political project very recently made to work (3,6)"," NEW LABOUR : NEW(very recently) + LABOUR(to work). Answer: The label for the period of the British Labour Party under Tony Blair and Gordon Brown, that was used as a political campaign slogan. ",194
18 He’s owed money by extremely cavalier newspaper boss (8), CREDITOR : The 2 outermost letters of(extremely) “cavalier” + EDITOR(the newspaper boss). ,91
19 Assert as a right following Bill’s enthusiastic praise (7)," ACCLAIM : CLAIM(to assert as a right;to demand as being due to one) placed below(following, in a down clue) AC(abbrev. for “account”;a bill;a statement of moneys owed). ",170
21 Essentially deny entering class with an explosive device (7), GRENADE : The 2 innermost letters of(Essentially;being at the heart of) “deny” contained in(entering) GRADE(a class eg. in a school or of quality). ,149
22 Finnish spoken with elegance (6)," POLISH : Answer: Refinement especially in manners, style, etc;finish{ homophone of(spoken) “Finnish” } . ",106
"24 Democrat, upset about work, felt dejected (5)", MOPED : Reversal of(upset) DEM(short for a member of the Democratic Party) containing(about) OP(abbrev. for a musical work). ,126
1  Lecturer working with academic author (6),"  L (lecturer) + ON (working) + DON (academic)  LONDON (reference Jack LONDON [1876-1916], American author of Call of the Wild and White Fang)  ",144
4  He had a hammer and chisel initially to chip inside the ribs (8),  THOR (Norse God who had a hammer known as Mjölnir) + AC (first letters [initially] of AND and CHISEL) + IC (integrated circuit; electronic chip)  THORACIC (relating to that part of the body inside the ribs)  ,210
10  Fixation about growth is getting in the way (9),  THING (fixation) containing (about) WART (growth) TH (WART) ING THWARTING (crossing the path of; getting in the way)  ,120
11  Advanced city with marine distress (5),  A (advanced) + LA (Los Angeles; city) + RM (Royal Marine)  ALARM (distress)  ,79
12  Dress to suppress loud music (4),  FROCK (dress) excluding (suppress) F (forte; loud)  ROCK (a genre of music)  ,79
13  Mother uses broken toy shark to make dolls (10),"  MA (mother) + an anagram of (broken) (TOY SHARK)  MA TRYOSHKA* MATRYOSHKA (hollow wooden dolls containing a series of smaller dolls, fitting one within the other)  ",166
15  Yellow mixture regularly scrubs sailor at Land’s End (7),"  CUS (letters 2, 4 and 6 [regularly] of SCRUBS) + TAR (Jack Tar, sailor) + D (final letter of [end] LAND)  CUSTARD (yellow mixture)  ",134
16  Ambassador key to Hungary’s well being (6),  HE (His Excellency) + ALT (reference ALT key on computer keyboard) + H (International Vehicle Registration for Hungary)  HEALTH (well being)  ,144
19  Some cause disappointment backing throwaway comments (6),  ASIDES (hidden word [some] reversed [backing] in CAUSE DISAPPOINMENT)  ASIDES (throwaway comments)  ,102
21  Ringing the coastguard to protect everyone I name (7),"  CG (coastguard) containing (to protect) (ALL [everyone] + I + + N [name]) C (ALL I N) G CALLING (ringing)  23  Sometimes a challenge to 9 for turning up ill-equipped? (3,3,4)  NO WAND THEN (A WIZARD [9 down] without a WAND is facing a challenge that makes doing his job a bit difficult)  NOW AND THEN (sometimes)  ",316
25  Film of major operation (4),  ROPE (hidden word in [of] MAJOR OPERATION)  ROPE (1948 film starring James Stewart)  ,87
27  Figure on the right in America is a fool (5),"  NIT (fool) contained in (in) US (United States; America) U (NIT) S UNITS (the right hand figure in a number denotes the UNITS of the number, as against the tens and the hundreds etc)  ",186
"28  Doctor nearly materialised, leaving the Master in multiple universes (9)",  Anagram of (doctor) MATERIALISED excluding the last letter (nearly) D and also excluding (leaving) MA (Master of Arts)  REALITIES (real worlds; multiple [plural] universes)  ,176
29  Prisoners to accommodate for a very long time (8),  HOST (accommodate) + AGES (a very long time)  HOSTAGES (prisoners)  ,70
30  Whistler hesitates and passes on (6),  REF (referee; whistler) + ERS (hesitates)  REFERS (passes on)  Down No. Clue Wordplay Entry ,94
1  Ability to read unknown editor’s mark I left upside-down (8),  (Y [unknown in mathematics] + CARET [editor’s mark] + I + L [left]) all reversed (upside-down)  LITERACY (ability to read)  ,126
2  Bulletins for modern players on board ship (9),"  NEW (modern) + (CAST [players] contained in [onboard] SS [steamship, giving greater meaning to the containment in dicator ‘onboard’]) NEW S (CAST) S  NEWSCASTS (bulletins)  ",175
3  Rescue ship travelling north encounters circular pods (4),"  O (circular shape) + (ARK [ship used by Noah to rescue animals during the flood] reversed [travelling north; down clue]) O KRA< OKRA (a tropical plant, Hibiscus esculentus, of the mallow family, with edible pods; the pods themselves)  ",237
5  Pictures of pigs by hot painter (7),"  HOG ART (pictures of pigs) + H (hot)  HOGARTH (reference William Hogarth [1697 -1764], English painter)  ",107
6  Child can follow scripture lessons with a description of rationality (10),  RE (religious education; scripture lessons) + A SON (child) + ABLE (can)  REASONABLE (rational; a description of rationality)  ,129
7  Fail to fit in with Tory whip (5),  C (Conservative; Tory) + LASH (whip)  CLASH (disagree; act in a contrary fashion; fail to fit in with)  ,106
8  Fighting Spooner’s exploding feline (6),  COMBAT (Spoonerism of BOM [sounds like {a Spoonersim depends upon the sounds of words} BOMB {explosive device; exploding}] + CAT {feline])  COMBAT (fighting)  ,161
9  Expert with current maps upside-down takes right direction to start with (6),  W (with) + I (electric current) + (AZ [reference AZ maps produced by a company first owned by the delightful Phyllis Pearsall] reversed [upside-down]) + R (right) + D (direction) W I ZA< R D WIZARD (expert)  ,210
14  Revolutionary left announcement withheld (10),  AND (with) contained (held) in SINISTA (sounds like [announcement] SINISTER [left]) S (AND) INISTA SANDINISTA (a member of the left-wing revolutionary movement in Nicaragua which overthrew President Somoza in 1979)  ,218
17  Fossil title title written untidily with biro (9), Anagram of (written untidily) TITLE and [with] BIRO  TRILOBITE (any fossil arthropod of the Palaeozoic order)  ,112
18  Frightening people drive up to breed sisters every so often (8),  GO (drive) reversed (up; down clue) + evenletters of (every so often) BRED SISTERS  OGRESSES (man eating monsters; frightening people)  ,138
"20  Commander finally in charge after group’s release (3,4)",  SET (group) + (R [last letter of {finally} COMMANDER] contained in (in) FEE [charge]) SET F (R) EE  SET FREE (release)  ,122
21  I leave idiot for a Greek islander (6),  CRETIN (idiot) with I replaced by (leave for) A  CRETAN (an inhabitantof the Greek island of Crete)  ,103
22  Sending up a cry of disgust could be sufficient (6),  ONE (a) reversed (sending up; down clue) + UGH (cry of disgust) ENO< UGH ENOUGH (sufficient)  ,96
24  Cries the country heard (5),  WAILS (sounds like [heard] WALES [country])  WAILS (cries)  ,62
7 ERRATIC Unreliable boy harbours vermin (7), Ins of RAT (vermin) in ERIC (boy) ,35
8 USUALLY Mostly we object having to turn to a friend (7), Cha of US (objective first person plural) U (turn) ALLY (friend) ,66
9 BATH Where to find chaps undressed? (4), cd or is there more to this? ,30
10 NEPHRITIS Wrongly diagnosed Pinterish condition? (9), *(PINTERISH) foran inflammation of the kidney ,47
12 STRAP Holding device for turning leaves (5), Rev of PARTS (leaves as in company) ,37
13 INSPIRIT Cheer with fashionable tipple (8), IN (fashionable) SPIRIT (tipple) ,34
15 MORE What people expect from a famous Chancellor? (4)," ddThomas Morewas a saint, martyr and author; Lord Chancellor of England during the reign of Henry VIII, better known here as the author of Utopia ",147
"16 CACAO Tropical tree is about calcium, nothing 15 (5)"," CA (circa, about) CA (calcium) O (nothing more)tropical American tree Theobroma cacao or its edible seeds from which cocoa and chocolate are made. ",148
17 KIDS Offspring’s deceitful (4), dd ,4
18 PHEASANT With odd shape worker becomes fair game (8), *(SHAPE) + ANT (worker) for this game bird ,44
"20 VANYA Classic uncle, whoever’s in a state (5)"," Ins of ANY (whoever) in VA (Virginia, state)Uncle Vanya, a tragicomedy by the Russian playwright Anton Chekhov ",112
21 DALLIANCE Trifling gets many to a committed union (9)," D (Roman numeral for 500, many) + ALLIANCE (committed union) ",62
22 ACHE Discomfort in toiletry container (4)," sACHEt, toiletry container … I wonder whether this clue is considered fair ",76
24 BEADLES Workers hold wayward lad for local officials (7)," Ins of *(LAD) in BEES (a gathering of persons to unite their labour for the benefit of one individual or family, or for some joint amusement) ",143
25 AEROSOL Possibly a looser of particles endangering the ozone? (7), *(A LOOSER) Neat &littish surface Down ,40
1 ARIA Melody featured in Enigma Variations? (4), ha ,4
"2 SAWHORSE Saying “beef”, say, can be supporting timber (8)", SAW (saying) HORSE (allusion to the scandal in Europe where horse meat has been passed off as beef) ,101
3 KIDNAP Ink-pad designed for press (6), *(INK-PAD) ,12
4 ESPRESSO Half-hearted energy supplier keeps media with coffee (8)," Ins of PRESS (media) in ESSO (oil company, energy supplier) minus one S (half-hearted) ",88
"5 CANTHI Where eyelids join, unable to offer greeting (6)"," CAN’T (unable to) HI (greeting) for the plural of CANTHUS, theangle where the upper and lower eyelids meet. ",109
6 ALPS If they keeled over it would make a lot of splash! (4), rha ,5
11 PRINCETON Charles not up to university? (9)," PRINCE (Charles of Wales) TON (rev of NOT), one of the Ivy League universities in the USA ",91
12 SLOTH Sin has much to keep quiet about (5)," Ins of LOT (much) in SH (quiet) for one of the seven deadly sins … the complete list beingwrath, greed, sloth, pride, lust, envy, and gluttony. ",145
14 INDIA Eastern country returns help to Ulster (5)," Rev of AID (help) + NI (Northern Ireland, Ulster) ",51
16 CLARINET Instrument held in by Bordeaux (8), Ins of IN in CLARET (dark-red wines of Bordeaux) ,50
17 KANGAROO Tree keeps on about rag over jumper (8), Rev of ins of RAG in ON -> ORAGN and inserted in OAK (tree) ,61
19 ALLUDE Refer everyone to due amendment (6), ALL (everyone) + *(DUE) ,25
20 VIEWER Inspector gives opinion with hesitation (6), VIEW (opinion) + ER (hesitation) ,34
21 DIET Perish over square meals? (4)," DIE (perish) T (T-square, a draughting instrument) ",52
1 Drivers tucked into fresh motel porridge (7), OATMEAL : AA(abbrev. for Automobile Association;the drivers’ organisation) contained in(tucked into) anagram of(fresh) MOTEL. Note the separation of the As. ,158
5 Drink alcohol for comfort (7)," SUPPORT : SUP(to drink, in small sips) + PORT(an alcoholic drink). Answer: To sustain a person or thing under trial or affliction. ",132
9 Letter about current agreement (9)," CHARACTER : AC(abbrev. for alternating current;electricity suppy) contained in(about …) CHARTER(a document incorporating an institution, or an agreement for the hire of a ship). The clue is to be read “Letter about current, agreement.” as an alternative construction to “Letter agreement about current.” ",305
10 Decided to change depot (5), OPTED : Anagram of(to change) DEPOT. ,38
11 Ready with rent rebate at last (4), RIPE : RIP(to rent;to tear) + last letter of(… at last) “rebate”. ,67
"12 In a manner of speaking, without a clue (10)", INDICATION : IN + DICTION(a manner of speaking;of enunciating words and sounds) containing(without) A. ,104
14 Remains with newcomer and retired teacher (6)," DEBRIS : DEB(short for “debutante”, a young woman who is newly introduced into society) plus(and) reversal of(retired) SIR(a polite form of address for a teacher). ",165
15 Exclamation comes out of the blue! (7), HEAVENS : Double defn: 2nd: What’s up there;the sky;the blue. ,63
16 One has to retain extraordinary stillness (7), INERTIA : I(Roman numeral for “one”) plus(has to) anagram of(extraordinary) RETAIN. I thought “has” was redundant and could be omitted without affecting the surface. ,167
18 Glances saucily away from game when drunk (6), TIDDLY : “winks”(glances saucily;opens and closes one eye in a suggestive gesture) deleted from(away from) “tiddlywinks”(a game played with plastic discs). Answer: British slang for being slightly intoxicated. 20 General discussion of liberal floral arrangement (4-3-3) FREE-FOR-ALL : FREE(liberal;without limitation) + anagram of(arrangement) FLORAL. Answer: An argument;heated discussion open to everyone in general and without organisation or rules. ,454
21 The actors are shy (4), CAST : Double defn: 2nd: A quick sudden throw;a cast. ,55
24 Deterioration of worn central engine part (5), ROTOR : ROT(a deterioration;a disintegration) plus(of) middle 2 letters of(… central) “worn”. ,95
"25 Spontaneously smile upon stumbling (2,7)", ON IMPULSE : Anagram of(stumbling) SMILE UPON. ,48
"26 Affectionate address by veteran runner (3,4)", OLD BEAN : OLD(veteran) + BEAN(a runner plant). ,49
27 Dance performed with exaggerated content (7)," GAVOTTE : GAVE(performed as entertainment, as in “he gave a recital”) containing(with … content) OTT(abbrev. for “over the top”;too much;exaggerated). Down ",157
1 With nothing to mark award? (5), OSCAR : O(the letter that looks like zero;nothing) + SCAR(a mark of a healed wound). ,86
"2 Return to market place escaping, opening crush (7)"," TRAMPLE : Reversal of(Return to) MART(a market place, as in a “car mart”) + PL(abbrev. for “place”, as in a street address) + first letter of(…, opening) “escaping”. ",167
3 Style shown by some private landlords (4)," ELAN : Hidden in(shown by some) “private landlords”. 4 Relax when London weather is unsettled (3,4,4,4) LET ONES HAIR DOWN : Anagram of(unsettled) LONDON WEATHER IS. ",167
"5 Frank expression clearly winning round student (8,7)", STRAIGHT TALKING : STRAIGHT(clearly;logically as in “thinking straight”) + TAKING(winning;charming) containing(round) L(the plate for a learner;student driver). ,162
6 Stay to have a look at reported information (10)," PROPAGANDA : PROP(a stay;a support) plus(to) homophone of(reported) “gander”(slang for “to have a look at”). Answer: Information deliberately spread widely to help or harm a person, group, nation, cause, etc. ",210
7 Unlikely to be away with the team (7)," OUTSIDE : OUT(to be away;not at home) plus(with) SIDE(a team in a contest). Answer: Extremely unlikely, as in “an outside chance of winning”. ",143
8 Old news (7), TIDINGS : Cryptic defn: A term often used in former;olden times for “news”. ,77
"13 Sheer power might be shown by animal (5,5)", BRUTE FORCE : FORCE(might;power) plus(be shown by) BRUTE(an animal;a brutal beast). Or it’s just a cryptic defn. ,114
16 Refusal to conclude this is hellish (7)," INFERNO : NO(an expression of refusal) placed under(to, in a down clue) INFER(to conclude;to derive by reasoning). ",116
17 Chose to miss start of exclusive by journalist (7)," ELECTED : “select”(exclusive; carefully chosen, as in “a select group of friends”) minusits initial letter(to miss start of…) plus(by) ED(abbrev. for “editor”;a journalist). ",175
19 Allow to look through brochure (7)," LEAFLET : LET(to allow) placed under(to, in a down clue) LEAF(to look through the pages of a book). 22 Subject: not us (fourth-rate) (5) THEME : THEM(not us;third person plural pronoun) + fourth letter of(fourth-) “rate”. ",223
4. Shop around for announced light source (8), Phosphor Shop* + hom of for. ,30
10. Tool ejected to bend metal back (7), Spatula Spat(=ejected) + u(=bend) + Al< (Al=chemical symbol for Aluminium). ,77
11. Brutes slam in a backhand (7), Animals. (Slam in a)<. ,24
12. One-time order for type of bomb (4), Atom A + t(ime) + OM (Order of Merit). ,40
"13. Aligned anew, put off about … about … about … about … about … about the onset of influenza (10)", Reoriented. Deter< (about number 1) around (about no 2) on around re (abouts 3-5) around i[nfluenza] (about 6). ,113
"15. Surrounded by idiots, guru at last becomes opaque (6)", Clouds Clods around [gur]u. ,29
"16. After a short time, even arsenic starts to seem horribly addictive (7)", Moreish. Mo + even letters of aRsEnIc + initial letters of s[eem] h[orribly]. ,79
20. Confidential data showing ship passing island back to front (7), Secrets SS around Crete with the final E moved to the front. ,62
"21. Stun no-good, holding opponents at bay to start with (6)", Benumb. Bum(=no good) around E + N (Bridge opponents) + b[ay]. ,64
24. Public display of old site (10), Exposition. Ex + position. ,28
26. The elite return without a business-class car (4), Merc. Cre[a]m<. ,17
28. Over-embarrassed about irrational running back and forth being comparatively silly (7), Dippier. Red< around Pi forwards and backwards. Pi is an irrational number in that it can't be expressed as a proper fraction. ,128
29. Harder to replace one with a permanent employee (7), Staffer. Stiffer with a instead of I. ,39
"30. Infuriating US gun enthusiasts with drink, say, all around (8)", Enraging. NRA (Nat Rifle Assoc) + gin with e.g. around the whole thing. ,73
31. Cornered film director doesn’t finish day (6)," Angled. Ang Le[e] (film director best known for Crouching Tiger, Hidden Dragon) + d(ay).  Down ",96
1. Foul vapours over Chad hiding a massively uneven contest (8)," Mismatch. Mi[a]sma over TCH (car registration for Chad which comes from the French Tchad). 2. Solitary order to free on a motion (3,3,3) Tea for One. (To free on a)*. Motion is the anagram indicator. ",201
3. Point to rising total of birds (4), Emus. E + sum<. ,17
5. Clearance boss pulling up dock (8), Headroom. Head + moor<. ,25
"6. Iron held by parliamentary district at no time bringing complaint (5,5)"," Swine fever. SW1 + never around fe. SW1 contains most major parliamentary institutions such as the House of Commons, Downing Street etc. ",138
7. Player for Scottish team gets a red card (5)," Heart. DD referring to Hearts football club and playing cards. I can’t say I’ve ever heard of a Hearts player referred to as a Heart, but I’m hardly an expert on football. ",173
8. Live to be partial again? (6), Reside. DD/CD. Re-side would be to side with something again. ,63
9. Georgia put up billionaire (5), Gates. Ga + set<. ,19
"14. Speaking to a theologian, scripture seems in the end to be musical (10)", Addressing. A DD + RE + [seem]s + sing. ,41
17. Maybe cat’s milk could make us careful (9), Saucerful. (Us careful)*. ,27
18. Government-administered students get up to eat spud (5-3), State-run. NUS< around tater. ,31
19. Hid that old surgeon smoked perhaps (8), Obscured. O + BS (Bachelor of Surgery) + cured (as in cured meat). ,68
"22. Interfere in brawl about monkeys, the last being lost (6)", Meddle. Mele[e] around DD (monkey is slang for £500 and D is 500 in Roman numerals – possibly a somewhat questionable association). ,133
23. Very American composer (5), Sousa. So + USA. ,18
25. Musician has piano in support (5), Piper. P in pier. ,19
"1  There’s 100, fool, in brief U-turn (9)",    Scottish wooded valley (12a)  ([C {Roman numeral for 100} + ASS {fool}] contained in [in] SHORT [brief]) allreversed (U-turn) (TRO (SSA C) HS)< TROSSACHS (Scottish wooded valley – now used to describe a wider area of Scotland for tourist purposes)  ,253
6  European city recipes (4),  recipes – precise    NICE (European city in the South of France)  NICE (precise) double definition  ,102
8  Our TV is set to get Love Master sketch (8),      Anagram of (set) OUR TV IS + O (love [zero score in tennis])  VIRTUOSO (musician or other artist of the highest technical skill; master)  ,144
9  Pyre made of prestige vehicle in wharf (6),"  pyre – prey    RR (Rolls-Royce; prestige vehicle) contained in (in) QUAY (wharf) QUA (RR) Y QUARRY (prey)  10  ""Psychiatrists’s writhe"" (6)  writhe – wither    SHRINK (colloquial name for a psychiatrist)  SHRINK (wither) double definition  ",242
11  CD repaired with deeper piece of cotton wool? (8),    Went before (17d)  Anagram of (repaired with) CD and DEEPER  PRECEDED (went before)  ,89
12  Scottish wooded valley country habits getting pretty low marks (6),      TWEE (small and sweet; pretty) + DS (a grade of D in an examination is a low mark [well it used to be considered as such])  TWEEDS (country clothes; country habits)  ,172
"15  Resolve to tarry anew, keeping love in a whirl (8)",      Anagram of (anew) TO TARRY containing (keeping) O (love [zero score in tennis]) ROTAT (O) RY – either O could be the one contained ROTATORY (turning like a wheel; in a whirl)  16  Sergeant having a legal right to hold property (blended tea) (8)  sergeant – estrange    A + LIEN (a right to retain possession of another’s property until the owner pays a debt or fulfils a contract) + an anagram of (blended) TEA A LIEN ATE* ALIENATE (estrange)  ,450
"19  U trap, I’d say containing a mass of hair (6)",    fast flow (1d)  RAPIDS (hidden word in [containing] U TRAP I’D SAY)  RAPIDS (swift flowing part of a river)  ,113
21  Muriel who wrote on the French King (8),"    Diamond (7d)  SPARK (reference Murial SPARK, author; Muriel who wrote) + LE (one of the French forms of ‘the’) + R (Rex; king)  SPARKLER (a diamond is an example of a SPARKLER)  ",182
22  Blazing round London’s East End (6),    Sunday best (26a)  FIERY (blazing) containing (around) N (letter at the right or east end of LONDON) FI (N) ERY FINERY (sunday best clothing is an example of FINERY)  ,171
24  Isolate number from time the Guardian has divided by 50 (6),      T (time) + (WE’VE [we {The Guardian} have] containing [divided by] L [Roman numeral for 50]) T WE (L) VE TWELVE (number)  ,128
"25  Cotton fibre separator spirit and gracious hopping game (3,5)",      GIN (cotton fibre separator) + RUM (spirit) + MY (gosh!; gracious!)  GIN RUMMY ([card] game)  ,100
26  Sunday best for recycling good belt attachment? (4),      Anagram of (recycling) FOR + G (good) FRO* G FROG (an attachment to a belt for carrying a weapon)  ,105
"27 Rams, angry looking with level temperature (3,6)", rams – mars    RED (angry looking) + PLANE (level) + T (temperature) RED PLANET (Mars is known as the RED PLANET) Down      No. Clue Anagrams – definitions Definition (clue no) Wordplay Entry ,193
1  Nameless object with hot fast flow (5),    Source of ham (20d)  THING (object) excluding (less) N (name) + H (hot)  THIGH (source of ham which comes from the back of the THIGH of a pig)  ,148
"2  Imbibing nitrogen, be the greatest fibber? (7)",    sketch (8a)  OUT LIE (LIE [fib] more than anyone else) containing (imbibing) N (nitrogen) OUTLI (N) E  OUTLINE (sketch)  ,125
3  Small drink? It doesn’t matter much (5),    mass of hair (19a)  S (small) + HOCK (wine; drink)  SHOCK (mass of thick shaggy hair)  ,91
4  C-cricket? Where? (7),"  where – hewer    C + HOPPER (cricket, an insect that hops)  CHOPPER (hewer)  ",79
5  Prophet restricts search (9),    Isolate (24a)  SEER (prophet) containing (restricts) QUEST (search) SE (QUEST) ER SEQUESTER (set apart; isolate  ,117
"6  Lug to be put in retreat, send the first one you come to (7)",      EAR (lug) contained in (put in) NEST (place of retreat) N (EAR) EST NEAREST (the first one you come to)  ,111
"7  Diamond saloon, possible favourite bar which secures a flight covering (6,3)",      CAR (a saloon is a type of CAR; saloon possible) + PET (favourite) + ROD (bar)  CARPET ROD (one of the RODs used to keep a stair CARPET in place. Reference flight of stairs)  ,181
13  Tungsten pill popping debtor (9),"    Resolve (15a)  W (chemical symbol for the element tungsten; wolfram) + an anagram of (popping) PILL + OWER (debtor) W ILLP* OWER WILLPOWER (resolve to control one’s emotions or impulses)  14  Batman’s foe relocated Elgin marbles (no trap) (5,4)    It doesn’t matter much (3d)  Anagram of (relocated) ELGIN MARBLES excluding (no) GIN (trap)  SMALL BEER (something trifling or unimportant; it doesn’t matter much)  ",417
17  Went before noble and wrinkly dog overlapped (7),    piece of cotton wool (11a)  EARL (noble) intermingling with (overlapping) PUG (a small short-haired dog with a wrinkled face; wrinkly dog) – the P of PUG geos before the L of EARL EAR P L UG EARPLUG (a piece of cotton wool can serve as an EARPLUG)  ,253
18  Aim to restrict tabloid energy (7),     hopping (25a)  END (aim) containing (to restrct) (RAG [tabloid newpaper] + E [energy]) EN (RAG E) D ENRAGED (extremely angry; hopping [mad])  ,147
