clue,exp,len
"25 Rusty tack destabilised ship (5,4)"," CUTTY SARK : Anagram of(… destabilised) RUSTY TACK. Defn: One of the last British tea clippers, fast sailing boats. ",117
"3 During bumpy ride, swan came to maturity (7)", RIPENED : Anagram of(bumpy) RIDEcontaining(During …) PEN(a female swan). ,74
5 Cry for help in publicity about end of democracy welcomed by PM (6)," MAYDAY : [ Reversal of(… about) AD(short for “advertisement”;publicity) + the last letter of(end of) “democracy” ] placed below(welcomed by, in a down clue) MAY(Theresa, current Prime Minister of the UK). ",206
6 Get rid of cream containing minute angelica root (9)," ELIMINATE : ELITE(the cream;the best) containing(containing) [ MIN(abbrev. for “minute”, the time period + the 1st letter of(… root) “angelica” ]. ",148
7 Frail men talking about complaint (7), AILMENT : Hidden in(… about) “Frail men talking“. ,51
"8 Painter with strange new desire to protect 22 (5,8)"," EDWIN LANDSEER : Anagram of(strange) NEW DESIRE containing(to protect) LAND(a form of property;estate, answer to 22 across). ",126
14 Spoil cape maybe belonging to a bishop (9), EPISCOPAL : Anagram of(… maybe) SPOIL CAPE. ,45
16 Drain top of ulcer in Texas hospital complex (7)," EXHAUST : The 1st letter of(top of, in a down clue) “ulcer” contained in(in) anagram of(… complex) [TEXAS + H(abbrev. for “hospital”) ]. ",138
18 Supervise part of match on court (7)," OVERSEE : OVER(part of a cricket match, 6 consecutive valid ball deliveries, for those not familiar with it) placed above(on, in a down clue) SEE(to court;to date, with honourable intentions, presumably). ",206
19 Company linked to closure of Stormont upset Ireland’s charmed circle (7)," COTERIE : CO(abbrev. for “company”, a commercial concern) plus(linked to) the last letter of(closure of) “Stormont” + reversal of(upset, in a down clue) EIRE(the Irish name for Ireland). Defn: … or a privileged and exclusive group of people. ",243
20 Pressure on singers to hold new nationalist flag (6)," PENNON : P(abbrev. for “pressure” in physics) placed above(on, in a down clue) [ ENO(abbrev. for the English National Opera, company of singers) containing(to hold) N(abbrev. for “new”) ] + N(abbrev. for “nationalist”). Defn: … in a tapered, triangular or swallow-tailed shape. ",279
1 COMPANY 2’s 23 (7)," The answer to 23 is BUSINESS; the allusive wordplay is to the phrase “Two’s COMPANY, three’s a crowd”. ",104
5 CARAVAN Vehicles catch a train (7), An envelope (‘catching’) of ‘a’ in CAR VAN (‘vehicles’). ,58
10 ECHO Ring the chosen selection (4)," A (very well, I thought) hidden answer (‘selection’) in ‘thE CHOsen’. ",71
11 CONSPIRACY Those against crime plot (10), A charade of CONS (‘those against’) plus PIRACY (‘crime’). ,60
12 PLAGUE Curse city for changing sides (6), PRAGUE (‘city’) with R for L (‘changing sides’). ,50
"13 CARTLOAD Perhaps a lot entering club, perhaps a lot (8)"," An envelope (‘entering’) of TLOA, an anagram (‘perhaps’ – the first one) of ‘a lot’ in CARD (‘club, perhaps’). I like the double usages. ",138
14 ORCHESTRA Horse and cart transport for the players (9), An anagram (‘transport’) of ‘horse’ plus ‘cart’. A variation on an antique theme. ,83
16 BRACE Second event: jewellery not allowed for caber-tossing duo (5), Definition and three (count ’em) wordplays. B (‘second’) plus RACE (‘event’); BRACE[let] (‘jewellery’) minus LET (‘not allowed’); and an anagram (‘tossing’) of ‘caber’. ,170
17 SPAYS Desexualises some fantasy a psychologist rejected (5), A hidden (‘some’) reversed (‘rejected’) answer in ‘fantsSY A PSychologist’. ,77
19 INTRUSION Gatecrashing suitor drunk in bar (9)," An envelope (‘in’) of TRUSIO, an anagram (‘drunk’) of ‘suitor’ in INN (‘bar’). ",80
23 BUSINESS Maybe showconcern (8)," Double definition, although the first is more an allusion. ",60
24 FIDGET Show agitation as little one undergoes sex change (6)," MIDGET (‘little one’) with the M replaced by F (‘undergoes sex change’). 26, ",78
"27 COLLECTIVE NOUN  Invent cool clue to make one of a dozen here (10,4)", An anagram (‘to make’) of ‘invent cool clue’. See the preamble. ,65
27  See 26 28 CLUSTER Church right to suppress sexual desire in mass (7), An envelope (‘to suppress’) of LUST (‘sexual desire’) in CE (‘Church’ of England) plus R (‘right’). ,101
29 CHATTER Clooney talk? (7)," A “lift and separate” charade of ‘c’ plus HATTER (mad as a, ‘looney’). Down ",77
2 OSCULAR University student gets external award for kissing (7), An envelope (‘gets external’) of U (‘University’) plus L (‘student’ driver) in OSCAR (film ‘award’). ,102
"3 PRONG Out for six, proving the point (5)", ‘PRO[vi]NG’ minus VI (‘out for six’; ‘for’ is mainly for the surface). ,72
"4 NUCLEUS Heart of uncle, possibly Uncle Sam (7)"," A charade of NUCLE, an anagram (‘possibly’) of ‘uncle’ – the first one – plus US (‘Uncle Sam’). ",97
6 ASPIRE Hope for a place at Oxford? (6), A charade of ‘a’ plus SPIRE (‘place at Oxford’). An allusion to Matthew Arnold’s poemThyrsisand its most famous line: ,119
8 GALORE Stacks of good with adult learning (6),  G[ood] + A[dult] + LORE (‘learning’). ,40
9 PEACEFUL Lively pace and fuel gets wasted still (8),  Anagram (‘lively’) of PACE + another (‘wasted’) of FUEL. ,59
"10 DONE Socially acceptable daughter, single (4)",  D[aughter] + ONE (‘single’). ,31
"11 LAST RESORT Hotel at Land’s End? One must try this in dire straits (4,6)","  Double def, 1st cryptic. ",27
12 FETA In cafe taste crumbly cheese (4),  Inclusion in ‘caFE TAste’. ,29
13 LIGHTHOUSE ———- shines and the lough is lit up (10),"  Anagram (‘lit up’) of THE LOUGH IS and blank def, plus whole-clue charade. ",77
17 KNIT Clothing involving new way to make pullovers (4),  KIT (‘clothing’) includes N[ew]. ,35
18 UNRIP Open quickly being not entirely green? (5),  UNRIPe. ,10
19 EVEN Fair contest cut short (4),  EVENt. ,9
21 SUPERHUMAN He runs with puma all over the place – extraordinary (10),  Anagram (‘all over the place’) of HE RUNS & PUMA. ,52
23 SHED Female had a place to potter in Slough (4),  SHE’D (‘female had’) & double def. ,37
24 BARBERSHOP Where harmonious singers go to get trim? (10),"  Jocular cryptic whole clue def. Barbershop quartets, of course. ",66
28 SAIL Cruise giving small trouble (4),  S[mall] + AIL (‘trouble’). ,29
"29 CLARINET Instrument is at home, covered in blood (8)","  IN (‘at home’) surrounded by CLARET (‘blood’, informally). ",61
30 OSMIUM Maker of nibs is outsize and quiet about one (6),"  OS (‘outsize’) + MUM (‘quiet’) around 1. Osmium, the densest naturally-occuring element, is used to make pen-nibs. The clue could plausibly end after ‘outsize’, ‘Os’ being also the symbol for osmium. Down ",207
"1 NAPOLEON Emperor’s down on Trotsky, say (8)",  NAP (‘down’ as in textiles) + O[n] + LEON (T’s first name). ,62
2 FORECASTLE Warning drove the French into ship’s storage area (10),  FORE (‘warning’ in golf) + CAST (‘drove’) + LE (F. for ‘the’). ,65
3 BELLYLAUGH Guts shown by comedian causing guffaw (10),  BELLY (‘guts’) + LAUGH (‘comedian’). Not over-cryptic. ,57
4 OPUS Work round discharge (4),"  O (’round’, from shape) + PUS (‘discharge’). ",47
5 LAIR Left carriage for a place of seclusion (4),  L[eft] + AIR (bearing or ‘carriage’). ,40
6 MESS Where to find officer’s stew? (4),  Double def (‘stew’ as in ‘a mess of pottage’). ,49
"7 HUBRIS Focus on master, say, overturning pride (6)","  HUB (‘focus’) + SIR (‘master’), reversed. ",44
14 GARUM Sort of sauce Caesar liked – bizarre jokes when half-cut first (5),"  Roman fish sauce. GAgs (‘jokes half-cut’) first, then RUM (‘bizarre’). ",73
"15 TYPING POOL New poly opting for old-style admin dept? (6,4)",  Anagram (‘new’) of POLY OPTING. ,34
"16 OPEN SESAME Old writers start to enjoy unchanged magic spell (4,6)",  O[ld] + PENS (‘writers’) + E[njoy] + SAME (‘unchanged’). ,59
20 EMERITUS Uncle slowing down Amercian Prof who’s retired (8),"  EME (an ‘uncle’, obsolete but new to me) + RIT[ardando], ‘slowing down’ in musical Italian + US (‘American’). ",112
22 UNABLE Inadequate peacekeeping force bale out (6),  U[nited] N[ations] + anagram (‘out’) of BALE. ,48
25 BARK Coveringsailing boat in bay (4),  Triple definition. Nice. ,27
26 RANK Completeclass (4),  Double def. ,14
"1  Hide rent evidence, with tenants having loose morals? (7)",  SCAR (mark left by a wound or sore; which effectively hides the evidence of a rent or tear of the skin) + LET (descriptive of a property with tenants) SCAR LET SCARLET (descriptive of a person with loose morals)   ,216
"5  POW aches, beaten with hands bound (7)", Anagram of (beaten) ACHES containing (with … bound) (R [right] +L [left];hands) CHA (RL) ES* CHARLES (presumably a term to describe a prisoner of war) I can’t find any dictionary definition relating charles to pow or POW (prisoner of war). The nearest I get is Charlie referring to a member of the Vietcong.  ,310
9  Single individual in unspoiled situation (9), I (Roman numeral for one [individual]) contained in (in … situation) UNMARRED (unspoiled) UNMARR (I) ED UNMARRIED (single)   ,126
10  Linesman valued being regularly selected (5)," AUDEN (letters 2, 4, 6, 8 and 10 [regularly selected] of VALUED BEING) AUDEN AUDEN (reference the writer of lines of verse [poet; linesman] W H AUDEN [1907 – 1973])  ",167
14  My love never touching your heart? (8), COR (gosh!; my!) + O (zero; love score in tennis) + NARY (never) COR O NARY  CORONARY (relating to your heart and parts of the body around the heart)  ,152
"15  Jesus, the baby’s coming – plug hole! (6)","  AD (advert; plug) + VENT (opening; hole) AD VENT ADVENT (the period immediately before the Christian festival of the Nativity; Jesus, the baby’s is coming)  ",159
18  Picked up grains one after another (6),  SERIAL (sounds like [picked up] CEREAL [grains]) SERIAL SERIAL (one after another)  ,86
"20  Site security guards California bachelor’s Aspen residence, say (3,5)",  LOGIN (an element of [web]site security) containing (guards) (CA [California] + B [Bachelor]) LOG (CA B) IN LOG CABIN (hut built of cut or uncut logs; accommodation associated with Aspen Colorado)  ,200
28  Drop neckline? (5), NOOSE (a rope or line that isput round one’s neck before execution by hanging) NOOSE NOOSE (execution by hanging involves dropping the victim through a trapdoor)   ,165
"29  Dressed in frilly lace, ‘Kiss me!’ Di rashly declared (9)", (X [symbol for a kiss] contained in [dressed in] an anagram of [frilly] LACE) + an anagram of (rashly) ME DI E (X) CLA* IMED* EXCLAIMED (declared)   ,150
30  Endures meals with volume consumed dramatically increased (7), SUPPERS (meal) with (PP [pianissimo [very softly] replaced by [with volume increased] FF (fortissimo [very loudly]) SUFFERS SUFFERS (endures)   ,145
31  Not concluding service stops 16 27 finally taking top spot (7)," E (last letter of [finally] FACE [the entry at 27 down]) + (RN [Royal Navy; an armed service] contained in [stops] TEAL [any of several kinds of small freshwater duck, DUCK is the entry at 16 down]) The E of FACE is at the beginning because it takes the top spot in a down entry E TE (RN) AL ETERNAL (without beginning or end; not concluding)  Down  ",351
1  Lie low when king’s in a bad mood (5), K (king) contained in (in) SULK (bad mood) S (K) ULK SKULK (lurk; malinger; lie low)  ,87
2  One who fancies being unhappily married (7), Anagram of (unhappily) MARRIED ADMIRER* ADMIRER (one who has a high opinion of; one who fancies)  ,99
"3  In speech, extol virtues of old husband (4)",  LORD (sounds like [in speech] LAUD [praise; extol virtues of]) LORD LORD (archaic [old] term for husband)   ,110
4  Perhaps ‘Floss’ writer’s rejected essay (8)," ELIOT (reference George ELIOT [writer, 1819 – 1880], author of the Mill on the Floss) reversed (rejected) + TRY (attempt; essay) TOILE< TRY TOILETRY (dental floss is an item of TOILETRY)   ",190
"5  Categorise Carrie at first extremely flirty, hiding misguided nuptial agreement (6)", C (first letter of [at first] CARRIE) + FY [first and last letters of {extremely}] FLIRTY) containing (hiding) an anagram of (misguided) I DO (agreement intonated at a wedding [nuptial] ceremony) C (ODI*) FY CODIFY (categorise)   ,231
6  Come to a sad party (5), A + WAKE (gathering after a funeral; sad party) A WAKE AWAKE (come to)  ,73
7  I hate the new filling for ruddy lo-cal sandwiches (7),  LITE (low calorie) containing (sandwiches) UDD (central letters of [filling for] RUDDY) L (UDD) ITE LUDDITE (an opponent of technical innovation; one who hates the new)  ,172
8  Maybe queen when alone wearing a skimpy top? (9),  SINGLET (skimpy top) + ON (having on; wearing) SINGLET ON SINGLETON (descriptive of a court card [queen for example] when it’s the only one of its suit ina hand of cards)  ,174
13  German nation retains female Chancellor (4),"  ANNA (hidden word in [retains] GERMAN NATION) ANNA ANNA (reference ANNA Chancellor [born 1965], film, television and theatre actress)  ",137
14  Windows fixes needing a second installation (9),  CEMENTS (fixes) containing (needing … installation) (A + S [second]) C (A S) EMENTS CASEMENTS (windows)   ,108
16  Avoid expression of affection (4), DUCK (take avoiding action) DUCK DUCK (term of endearment) double definition  ,79
"17  It’s green and sacred, with dead buried (4,4)",  GO (green signal means GO) + SACRED with the D of SACRED moved and contained between (buried) GO and the remaining letters SACRE GO (D) S ACRE GODS ACRE (cemetery; with dead buried)   ,186
"19  Help! Cymbal clanger onto fine filly put an end to conversation (4,3)", RINGO (reference RINGO Starr [drummer and cymbal clanger of The Beatles group. The Beatles were the stars of the film Help!) + F (fine) + F (filly) RING O F F RING OFF (put en end to a [telephone] conversation)  ,213
"21 Reception for his jokes? (4,3)", BEST MAN (one of the key speakers at a wedding reception) BEST MAN BEST MAN (the BEST MAN is expected to crack a number of jokes about the groom) ,147
22  Journalists in peril – their bosses receiving award (6),  EDS (editors; employers of journalists) containing (receiving) MBE (Member of the British Empire; award) E (MBE) DS EMBEDS (journalist reporting from alongside front line troops in battle; journalists in peril)  ,214
"24 Initially glum, Lydia embraces Bernard, establishing grounds for church (5)"," GLEBE (first letters of [initially] each of GLUM, LYDIA, EMBRACES, BERNARD and ESTABLISHING) GLEBE GLEBE (church ground) ",122
26  Page boys get tandem going (5),"  P (page) + (ED [boy’s name] + AL [boy’s name]; boys) P ED AL PEDAL (get a bike [for example, a tandem] going)   ",114
9. ADORE A child-killer commonly rejected love (5),"A + reverse of [h]EROD – child-killer in the Massacre of the Innocents, as described in Matthew 2:16 ",101
10. ELABORATE Worry about work in America and Spain being complicated (9),LABOR (US spelling) in EAT (worry) + E (Spain) ,47
"11. LEFT BRAIN Did without underclothing at home — that’s supposedly logical (4,5)",LEFT BRA IN. The left hemisphere of the brain is supposedly the “logical” side ,79
12. EDICT Order the Chambers app? (5),The app would be an E-DICT[ionary] ,35
13. MODISTE Dressmaker Tom dies in agony (7),(TOM DIES)* – fancy dress shops sometimes have “Modes” as part of their name ,77
15. ROSELLA Flyer‘s overalls not very messy (7),OVERALLS* less V – the Rosella is a kind of parrot ,51
17. MARSH Area that’s wet and hot on planet (5),MARS (*planet) + H ,19
"18. ALL Impudence, sacking good-for-nothing? On the contrary (3)","GALL (cheek, impudence) with the G removed or “sacked”. Almost a “lift-and-separate”, in that the hyphens need to be removed ",125
20. DOLLY Hello — a toy (5),"A kind of double definition, if you regard the dash as a blank to be filled in, giving the name of the famous musical ",118
22. AMBROSE A doctor grew up to be saint (7),A + MB + ROSE – St Ambrose was a 4th century bishop of Milan ,61
"25. UPSILON Erected missile site north in Europe, you say (7)","UP (erected) + SILO + B, Upsilon is the Greek letter corresponding to U (“you”) ",80
26. VISOR Consultant drops notice in a flap (5),ADVISOR less AD (notice) ,25
"27. BEHOLDING To open self up, keep observing (9)",HOLD (keep) in BEING (self) ,28
"30. PRONOUNCE I, say, come for vacation, say (9)",PRONOUN (of which “I” is an example) + C[om]E “vacated” ,56
31. CROFT Smallholding in credit regularly (5),CR + OFT Down ,14
1. HALL Intelligent computer left in dining room (4),"HAL (computer from the film 2001, A Space Odyssey) + L ",55
2. CONFIDER One passing on secret award I’d received (8),ID in CONFER (to award) ,24
"3. VERB Reverberate, for example, but not much (4)","Hidden in reVERBerate, and “reverberate” is itself an example of a verb ",72
"4. DE VALERA Out of uniform, mark down artist for head of state (2,6)",DEVALUE less U + RA – Éamon de Valera was both Taoiseach and President of Ireland at various times ,99
5. GARNER Gather foreign station is accepting new recruits from the front (6),N in GARE (French for station) + R[ecruits] ,44
6. SOBERSIDES Sedate type is troubled with bedsores (10),(IS BEDSORES)* ,15
7. DANIEL Book up a little table in a diner (6),Hidden in reverse of tabLE IN A Diner ,38
8. BEST Defeat good enemy? (4),"Double definition, from the saying “the best [or sometimes the perfect] is the enemy of the good” ",98
13. MOMMA Parent‘s second novel not opened (5),"MO (moment, second) + [E]MMA (Jane Austen novel) ",49
"14. SCHOOLROOM North African ladies, hard up, follow such regulars into place of learning (10)","Alternate letters of SuCh, + reverse of MOOR (African) LOO (toilet, e.g. Ladies) ",81
16. ARYAN A line authentic Nazis put first (5),"A RY (railway, line) + A[uthentic] N[azis], &it ",48
19. LAUGHTER Howl perhaps that’s horrible subsequently suppressed (8),UGH (“that’s horrible!”) in (suppressed by) LATER ,50
21. LOLLIPOP Bounce clumsily along holding a coin for sweet (8),1P in LOLLOP ,13
23. BISHOP Man‘s encore: to go on one leg (6),BIS (what the French say when we would say “encore”) + HOP. A Bishop is a chessman ,83
24. EBBING The tide may be heading away from part of duck’s foot (6),[W]EBBING ,10
26. VAPE Very intelligent creature to avoid cigarettes? (4),V + APE ,8
28. LICK Use tongue for a short musical phrase (4),Double definition ,18
1 ADHERENT Ten heard nonsense from supporter (8),  Anagram (‘nonsense’) of TEN HEARD. ,37
5 LOITER Idle American’s capacity to take nothing in (6),"  LITER (U.S. spelling of litre, a ‘capacity’) includes 0 (‘nothing’). ",71
9 STRATEGY Plan for homeless to get back inside (8),"  STRAY (‘homeless’) includes GET, reversed. ",45
10 ATTEST Provide evidence at trial (6),  AT TEST (‘at trial’). ,24
12 SHEDS Gets rid ofoutbuildings (5),  Double definition. ,21
13 TAIL-ENDER Hurt in caring for rabbit (4-5),"  AIL (‘hurt’) in TENDER (‘caring’). ‘Rabbit’ as ‘an inferior player at golf, cricket etc’ (Chambers). ",103
14 GAMBLE Bad weather keeps doctor in a flutter (6),  MB (‘doctor’) in GALE (‘bad weather’). ,41
16 GLISTEN Shine having knowledge about table (7),  GEN (‘knowledge’) around LIST (a ‘table’). ,45
19 CALORIE A recoil released an amount of energy (7),  Anagram (‘released’) of A RECOIL. ,36
21 CAESAR Autocrat created a scare (6),  Angram (‘created’) of A SCARE. ,33
"23 RAISE CAIN Hit the roof, as Adam did (5,4)","  Adam being, biblically, Cain’s father. ",41
25 TASKS Team leader requests work (5),  T (‘leader’ of Team) + ASKS (‘requests’). ,44
26 AGENDA Turkish commander accepts completion of meeting plan (6),  AGA (‘Turkish commander’) includes END (‘completion’). ,57
27 FAMILIAR Acquainted and becoming intimate (8),"  Double def, perilously close to duplication, imho. ",53
28 ENSURE Guarantee rebuke when scratching head (6),"  cENSURE (‘rebuke’), deleting first letter (‘scratching head’). ",65
29 FAREWELL Food’s all right for so long (8),  FARE (‘food’) + WELL (‘alright’). Down ,41
1 ASSIST Help animal first (6),  ASS (‘animal’) + 1ST. ,24
2 HORSETAIL Weed or plant during bad weather (9),  SET (‘plant’) in HAIL (‘bad weather’). ,41
3 RATES Painter put up prices (5),"  RA (member of Ryal Academy, a ‘painter’) + SET (again, this time = ‘put’) reversed. ",86
4 NIGHTIE Closely bind covering for kippers (7),"  NIGH (‘closely’) + TIE (‘bind’) + jocular def. 6 ON THE SIDE Doctor hides note secretly (2,3,4)  Anagram (‘doctor’) of HIDES NOTE. ",133
7 TREAD Step in tango requiring study (5),"  T[ango], in radio code, + READ (‘study’ at university. ",57
8 RETIRING Quietwhen going to bed (8),  Double definition. ,21
11 RING Call the band (4),  And again. ,13
15 BARTENDER Publican’s purpose in trade (9),  END (‘purpose’) in BARTER (‘trade’). ,39
17 TRANSPIRE Tory leader managed summit to become known (9),"  T (‘leader’ of ‘Tory’) + RAN (‘managed’) + SPIRE (‘summit’, I suppose). ",74
18 SCARFACE Notorious gangster stole one (8),"  SCARF (a ‘stole’) + ACE (‘one’), ‘Scarface’ of course being the nickname of Chicago’s ‘notorious gangster’ Al Capone. ",120
20 ELAN Icelander shows panache (4),  Inclusion in ‘icELANder’. ,28
21 CANTATA Tory gets an informal farewell in musical form (7),"  C[onservative], (‘Tory’) + AN + TATA (‘informal farewell’). ",62
22 ASTRAL Saint in a sea of stars (6),"  ST (‘saint’) in ARAL, the now almost completely dried-up inland sea bordering Kazakhstan & Uzbekistan. ",105
24 IDEAS Plans tossed aside (5),  Anagram (‘tossed’) of ASIDE. ,31
1  Card game requiring players to hold an ace (7), CANASTA CAST (players) round or ‘holding’ AN + A (ace) ,56
5  Plant first of nemesias towards the back (6), ASTERN ASTER (plant) N (first letter of ‘nemesias’) ,53
8  Granny involves lad in backing Toc H perhaps (9), CONSONANT NAN (granny) round or ‘involving’ SON (lad) in TOC reversed or ‘backing’ ,84
9  Do chapter on tragic heroine (5), MIMIC C (chapter) after or ‘on’ MIMI (tragic heroine in ‘La Boheme’) ,70
"11  Dog, not black, for harpy? (5)", EAGLE bEAGLE (dog) without the ‘b’ (black) ,44
"12  Pot caused Dicky to become this? (6,3)", SPACED OUT An anagram of POT CAUSED – anagrind is ‘dicky’ ,59
13  No-nonsense northern relation lost in York perhaps (8), SENSIBLE N (northern) SIB (sibling – ‘relation’) L (lost) in SEE (diocese – ‘York perhaps’) ,93
"15  God, say Hindus, originally possessing an elephant’s head (6)", GANESH Cryptic definitionAn &lit– First or ‘original’ letters of God Say Hindus round or ‘possessing’ AN E (first letter or ‘head’ of ‘elephant’) – Ganesh is a Hindu god with an elephant’s head. Thanks to Andrew @ 1 for pointing out our Bert’s error! ,252
17  Make a show of influence (6), AFFECT Double definition ,26
19  Very forced smile concealing Charlie’s gaffe (8), SOLECISM SO (very) + an anagram of SMILE (anagrind is ‘forced’) round or ‘concealing’ C (Charlie in the phonetic alphabet) ,124
"22  Captain invading valley, I reflected, is doomed (3-6)"," ILL-OMENED NEMO (Captain – in the Jules Verne novels) in or ‘invading’ DELL (valley) I, all reversed or ‘reflected’ ",117
23  Rash man’s keeping WWII bomb around (5), HIVES HE’S (man’s) round or ‘keeping’ V1 (WWII ‘flying’ bomb) reversed or ‘around’ ,84
24  Cut Hank on vacation some slack (5), LOOSE LOOp (hank) without the last letter or ‘cut’ + SomE without the middle letters or ‘on vacation’ ,103
25  All-in wrestling with bare stage performer (9), BALLERINA An anagram of ALL-IN and BARE – anagrind is ‘wrestling’ ,67
"26  Crossword solver, as it were, gets a seat (6)", SETTEE A crossword solver is a person for whom a Setter compiles a puzzle and could therefore possibly be described as a SETTEE ,129
27  Dread getting into offspring’s tangle? (7), SEAWEED AWE (dread) ‘getting into’ SEED (offspring) Down ,58
"1  Dog‘s nap is disturbed, having crowing bird around (6,7)", COCKER SPANIEL An anagram of NAP IS (anagrind is ‘disturbed’) in COCKEREL (crowing bird) ,90
2  News about Bosnia regularly ignored – go figure (7), NONAGON N and N (‘news’) round alternate or ‘regular’ letters of BOsNiA GO ,76
3  Spanish gentleman’s second to last to sleep soundly? (5), SNORE SENOR (Spanish gentleman) with the ‘e’ (second letter) moved to the end or ‘last’ ,89
"4  A woman swallows a lot of salt water (5,3)", ADAMS ALE A DAME (woman) round or ‘swallowing’ SALt without the last letter or ‘a lot of’ ,91
5  A guy skirting river gets lost (6), ASTRAY A STAY (guy) round or ‘skirting’ R (river) ,51
6  Clement and Paddy scoffed (9), TEMPERATE TEMPER (paddy) ATE (scoffed) ,40
"7  Right, Leo McKern’s heading up cast as barrister (7)"," RUMPOLE R (right) + an anagram of LEO M (first letter or ‘heading’ of ‘McKern) UP – anagrind is ‘cast’ 10  Copper on case of theft was informed arrests have to make the grade (3,3,7) CUT THE MUSTARD CU (copper) ThefT (first and last letters or ‘case’) HEARD (was informed) round or ‘arresting’ MUST (have to) ",310
14  Lying is popular with criminal (9), INCUMBENT IN (popular) CUM (with) BENT (criminal) ,51
16  Boats travel by land so awkwardly (8), GONDOLAS GO (travel) + an anagram of LAND SO – anagrind is ‘awkwardly’ ,72
18  Orchestra stops to smoke? That’s excessive! (7), FULSOME LSO (London Symphony Orchestra) in or ‘stopping’ FUME (smoke) ,71
20  Bill‘s singing well (7), INVOICE If one is ‘singing well’ one could be said to be IN VOICE ,67
21  Authorise drug arrest by the French (6), ENABLE E (drug) NAB (arrest) LE (‘the’ in French) ,51
9 COMMERCE Use force to recruit thousands for the market (8)," COERCE (use force) around M,M (thousands, two of them) ",56
10 CUP-TIE Rod takes exercise with one for a decisive match (3-3)," CUE (rod) around {PT (exercise, physical training) + I (one)} ",63
11 DIEHARDS Ultra-conservatives dread his becoming revolutionary (8), (DREAD HIS)* [* = becoming revolutionary] ,43
12 AGHAST Passage from The Gulag has them in shock (6), Hidden answer [passage from]: The Gulag has them ,50
14 OVERPOWERS Masters with extra rules (10)," OVER (extra) + POWERS (rules) I had to think for a second or two about which one was the definition, masters or rules. Ihope I chose the right one. ",149
18 OVERTASKED Public invited but have too much to do (10), OVERT (public) + ASKED (invited) The things in the middle (‘but have’) feel grammatically a bit odd to me but I decided that it just about works. ,147
22 NOSIER More curious name applied to a basket maker (6)," N (name) + OSIER (a basket maker, flexible twig of a willow tree) ",67
"23 COME TRUE Happen to regret going after a space-traveller (4,4)", RUE ((to) regret)positioned after COMET (a space-traveller) ,61
"24 OLD AGE Former leaders of any genuine eurosceptics in the 90s? (3,3)", OLD (former) + starting letters [leaders] of “Any genuine eurosceptics” I liked this one. I guess it’s fine to include‘in the‘ in the definition? I’ve gone with Andrew now (see comment 1). ,190
25 CUSTOMER US general keeps order – he’s never wrong (8)," CUSTER (US general) around OM (order, Order of Merit) For those interested in generals and war, here is more about George Armstrong Custer (1839-1876). ",153
"26 RHYTHM It will be beaten in time, hopefully (6)", Cryptic definition ,20
27 REPROACH One who sells fish and carpeting (8)," REP (one who sells) + ROACH (fish) Very neat clue, perhaps my favourite. Down ",79
"1 ARCADE Amusing place for Noah’s assistant, you might say (6)"," Homophone [you might say] of: ARK AIDE (Noah’s assistant, with some imagination) For me, an ‘arcade’ is a place to have some amusement, not really an amusing place though. Of course, I see why Crux did it this way. ",216
2 LUMBER Heading off to sleep – like a log? (6), SLUMBER ((to) sleep) minus the first letter S It’s been a hard day’s night ….. ,80
3 HYENAS Spotted carnivores with a sense of humour? (6)," Straightforward definition with an added cryptic element Hyenas are, as one will know, dog-like carnivores. The so-called laughing hyena (also called spotted hyena), technical name Crocuta crocuta,is one noted for its distinctive howl. ",237
"4 RECIDIVISM Offending repeatedly, First Division’s into various crimes (10)"," DIV I (first division, Div. 1) inside (CRIMES)* [* = various] Alternatively, some might opt for: I (first) + DIV (division), together inside an anagram of ‘crimes’. ",166
6 STURGEON The way to motivate fish (8)," ST ((the) way, street) + URGE ON (motivate) Why should I motivate fish? ",73
"7 OUTRAGED Mad, old-fashioned newspaper editor (8)", OUT (old-fashioned) + RAG (newspaper) + ED (editor) ,53
8 TREATISE Nurse is given low grade for this dissertation (8)," TREAT (nurse, as a verb) + IS + E (low grade, e.g. on exam papers) ",68
13 IRRESOLUTE Liberal Tories rule sitting on the fence (10), (TORIES RULE)* [* = liberal] You won’t hear me about this! ,60
15 DOWNPOUR Big fall in pound – row breaks out (8)," (POUND + ROW)* [* = breaks out] In cryptic grammar the anagram indicator should be plural, as ‘pound‘ and ‘row‘ are two distinct building stones. In my opinion, something like ‘row will break out’ is to prefer. ",212
"16 FEAST DAY Religious celebration, or its opposite without English input? (5,3)"," If the E (English) is deleted, one gets F[E]AST DAY. Which might be seen as a day on which there’s not much to ‘celebrate’. I am not sure whether that isthe casefor religious people. But since I do not believe,I am not the one to ask. ",236
17 STRENGTH Final couples in twist are dancing with determination (8), Last two letters infour consecutive words: twist are dancing with ,67
"19 FETTER Hamper containing goat’s cheese, we hear (6)"," Homophone [we hear] of FETA (goat’s cheese) For me, as one from mainland Europe, this is not a homophone. I asked my British solving partner andshe thought it to be all right (if pronounced quickly). ",201
20 CRIMEA It’s an offence over a war zone (6)," CRIME (offence) positioned above A Not sure I would define ‘Crimea’ as a war zone, there are places in the world that are a lot worse. But, true, I wouldn’t want to go there spending my holiday next month. See also Andrew’s comment @1, sounds plausible. ",255
