clue,exp,len
21 EMBRACE Hug? HM envelops doctor with one (7)," MB in ER, ACE. ",16
"23 LEANER Daily, maybe, after cutting leader less profitable (6)"," I think this is a reference to the Jamaican newspaper, the Gleaner. ",69
25 CLARE Sister left in charge (5), L in CARE. ,12
27 REIS Country branch serving some obscure islanders (4), Hidden in “obscure islanders”. ,32
1 BINGO Get rid of game of skill – here’s game of chance (5), bin go ,8
4 RESULTANT Consequential worry about Eastern leader lacking force (9), {f}re(sultan)t ,16
"9 BIGHEADED Egocentric British, stupid to give up power (9)", B {p}igheaded ,15
"10 PADUA Italian city apartment, one behind university (5)", pad u a ,9
11 ADVENTURES Religious commemoration sure to rearrange exciting events (10), Advent (sure)* ,16
12 LOAF Idle fool on line (4)," l oaf 14 EASY OVER How’d you like your eggs? (No problems ahead of deliveries) (4,4) easy over — not a term I knew; Chambers says that it is ‘informal, esp US’ ",161
16 UNREAL Strange – not what you’d expect from a King – not good (6), unre{g}al ,11
"18 ENGINE English item of ordnance, excluding first machine (6)", Eng {m}ine ,12
19 LOVELACE British radio astronomer missing last line by excellent poet (8), Lovel{l} ace — Ada? Certainly not Linda. This one ,51
22 COCK Prepare to shootmale (4), 2 defs ,8
23 CONNIVANCE Collusion to study transport in French city (10), con Ni(van)ce ,15
26 TROLL Unwanted commentator initially ready to probe numbers killed (5)," t(r)oll, the r coming from r{eady} ",36
27 THRILLING Sensational fact about stream (9), th(rill)ing ,13
28 DASHBOARD Panel get on after a blow (9), dash [= blow] board [= get on] ,32
29 ENSUE To follow European purpose round will engage Nationalist (5)," (E use)rev. round N — if you see the first E as the European you’ll have trouble with the parsing, as I did at first — ‘surely Phi wouldn’t have an indirect anagram?’ Down ",173
1 BABBAGE Victorian scientist in multiple books about a period in history (7)," b(a)bb age — I suppose he was a scientist, but this is not the first word that I’d think of to describe him ",109
"2 NEGEV Semi-desert, say, occupying half of Nevada (5)", N(eg)ev{ada} ,14
3 OCEAN-GOING Ace at sea entering current appropriate for sea (5-5), o(ace)*ngoing ,15
"4 RED QUEEN Communist question not initially observed in powerful piece (3,5)"," red qu {s}een — referring to the piece in chess. Red, not black or white? Through the Looking-Glass. ",102
5 SYDNEY Limits to security dishearten every Australian city (6), s{ecurit}y d{ishearte}n e{ver}y ,33
6 LAPP European in China upset over pressure (4), (pal)rev. p — china plate = mate in Cockney rhyming slang ,59
"7 ANDROMEDA Maiden threatened, note, circled by a camel leaving tracks (9)", a (n) dromeda{ry} — threatened? ,33
8 TEARFUL Tense reprimand has you blubbing (7), t earful ,10
13 UNDERVALUE Fail to appreciate university revue and upset about lecturer (10), (u revue and)* round l 15 SAGACIOUS Insightful story I used in company (American) (9) saga (c(I)o. US) ,104
"17 CORNERED Right to tuck into ice-cream and wine, with no real options available? (8)", co(r)ne red ,13
18 EXCITED Enthusiastic: sent message expressing first time touring Channel Islands (7), {t}ex(CI)ted ,14
20 EPERGNE Electroplated strange green table decoration (7), EP (green)* ,13
21 PORTIA Theatrical lawyer left one arraigned at the outset (6), port I a{rraigned} ,20
24 NAILS Loves to embrace a symbol of hardness (5), n(a)ils — ‘hard as nails’ ,27
1. HANDSOME Generous applause? A bit (8),HAND (applause) + SOME ,23
5. CONCUR Agree with right-wing scoundrel (6),"CON[servative] + CUR 9. LIKE A SHOT Show appreciation of the hard stuff without hesitation (4,1,4)Double definition ",116
"11. DELOS Island of the Greeks, or of the Spanish (5)","DE LOS is Spanish for “of the” 12. MAN‑SPREADING Orienteering involves partners in selfish behaviour (3-9)N S (partners in Bridge) in MAP READING – “a neologism used to describe a man sitting in public transport with legs wide apart, thereby covering more than one seat”: a familiar sight, even if you don’t know the expression ",328
"15. AHOY Hello, sailor! (4)",Cryptic definition ,19
"16. PAPERCHASE Altering a single letter, strong grip secretary’s taken on bureaucratic nightmare (10)",PA (secretary) + PURCHASE (strong grip) with the U changed to E ,64
"18. CRAWLED OUT Water could flow and came thus from woodwork? (7,3)",(WATER COULD)* – referring to the expression “crawled out of the woodwork” ,75
19. WAIL Lament singular country expressed? (4),"Homophone of “Wale”, a fanciful “singular” of “Wales” ",54
"21. CONCERN TROLL Run into tax on business producing hypocritical poster (7,5)","R in CONCERN (business) + TOLL (tax) – “Someone who posts to an internet forum or newsgroup, claiming to share its goals while deliberately working against those goals, typically, by claiming “concern” about group plans to engage in productive activity, urging members instead to attempt some activity that would damage the group’s credibility, or alternatively to give up on group projects entirely.”  ",403
24. AVAIL A disguise said to be useful (5),Homophone of “a veil” ,22
"25. INEBRIATE Drunk, be taken over by hopeless inertia (9)",BE in INERTIA* ,15
26. NEED BE It’s unavoidable when born a dame (4-2),"NEE (born) + DBE (standing for the full title ”Dame Commander of the Most Excellent Order of the British Empire”, female equivalent of the KBE)  ",145
27. ASUNCION A descendant tours one foreign capital (8),UN (French “one”) in A SCION. Asunción is the capital of Paraguay Down ,71
"1. HILT Success, covering top of lift shaft (4)",L[ift] in HIT ,14
2. NUKE Viciously attack note on instrument (4),N + UKE (ukulele) ,18
3. STALAG Soviet leader chucked in a German camp (6),"STALIN with IN “chucked” + A G 4. MY HUSBAND AND I Leading pair in heretic group of mine almost converted Diana (2,7,3,1)This is the obscure one: Jan Hus was a Czech priest burned for heresy in 1415, so a “heretic group of mine” could be MY HUS BAND, followed by AND I, which is an anagram of DIAN[A]. It’s a phrase associated with the Queen (hence “leading pair”), but in fact not used much, if at all, by her for many years; I suspect she may have been advised against it because it was widely lampooned ",506
"6. ORDNANCE Soldiers move gleefully, clutching new weaponry (8)","N in OR (other ranks – soldiers) DANCE 7. CALL IT A DAY Appeal Lily put out to Doris: stop work (4,2,1,3)IT (appeal) in CALLA (a type of lily) + [Doris] DAY (actress) – I had trouble parsing this as I was trying to make appeal = CALL ",234
8. RESIGNEDLY Bank stores finished letter with agreement but no will (10),SIGNED (“finished letter”) in RELY ,35
10. THREE QUARTERS Backs small numbers to receive mercy (5-8),QUARTER (mercy) in THREES ,26
"13. WATCH CHAIN Drinking tea, endlessly observing Albert (5,5)","CHA in WATCHIN[G] – a Prince Albert is a type of watch chain 14. DOMAIN NAME theguardian.com is one no man made work (6,4)Anagram of I (one) + NO MAN MADE ",155
"17. GLEE CLUB Delight to beat American singing group (4,4)",GLEE + CLUB ,12
20. FLORIN Not good to throw around gold coin (6),OR in FLING less G ,19
"22. WADI Using loose pad, I dry bed (4)",WAD (loose pad) + I ,20
1 TAPESTRY Hanging records go! (8), TAPES (records) TRY (go) ,26
5 SCORES Twentiesexamples of composer’s output (6), double def ,12
10 CALVE Length in chamber needed to produce young (5), L (length) in CAVE (chamber) ,30
11 STAIRCASE Flight bag goes after celebrity pinches one (9), CASE (bag) after [ STAR (celebrity) pinches I (one) ] ,55
12 INCEPTION Welcoming group’s first couple going for popular inauguration (9)," reCEPTION (welcoming group, with the first couple of letters RE being replaced by IN – popular) ",97
13 OOMPH Gauge speed and energy (5)," OO (gauge – 00, railway) MPH (speed) ",38
14 SCONCE Cake containing primarily cream must be light (6)," SCONE (cake) containing C (Cream, primarily) ",46
15 HEFTIER The timeless newspaper that’s right to be weightier (7), tHE (without T – timeless) FT (newspaper) IE (that is) R (right) ,66
18 PARAPET Primate protected by section in this low wall (7), APE (primate) in PART (section) ,33
20 PROOFS Checks for errors in note about cover for house (6)," PS (note, post script) around ROOF (cover for house) ",54
22 ALTAR Area and end of football pitch at which one may worship (5), A (area) L (end of footbalL) TAR (pitch) ,42
"24 STAG PARTY Role welcomed by theatrical group celebrating match (4,5)", PART (role) in STAGY (~theatrical) ,36
25 TRIANGLES Shapes of braid regularly found in knots (9)," RI (bRaId, regularly) in TANGLES (knots) ",42
26 IDIOT I had one before returning to fool (5), I’D (i had) I (one) OT (reverse of TO) ,40
27 RETURN Retire disheartened and go for yield (6)," RE (RetirE, disheartened i.e. without central letters) TURN (go) 28 AS IT WERE Satire we developed to some extent (2,2,4) SATIRE WE* Down ",139
"1 TUCK IN Share of proceeds rising? Family eat! (4,2)"," TUC (share of proceeds = CUT, reversed) KIN (family) ",54
"2 POLICE CAR Reciprocal arrangement with no right for official transport vehicle (6,3)", rECIPROCAL* (without R- right) ,32
"3 SLEEPING PARTNER Investor who only backs naps? (8,7)", (not so) cryptic clue ,23
4 RESPITE Relief especially found during ceremony (7), ESP (especially) in RITE (ceremony) ,37
"6 CARBON FOOTPRINT How to track down a supplier of fossil fuels? (6,9)", cryptic clue ,14
7 REALM The province of Labour leader overwhelmed by paper (5)," L (Labour, leader) in REAM (paper) ",36
8 SHEPHERD Person tending to be a crooked employer (8), Not really a double def as it is two expressions having the same meaning – crook here means the staff used by a shepherd ,122
9 HAUNCH Gut feeling about a cut of meat (6), HUNCH (gut feeling) about A ,29
16 INFERTILE Gather tradesman finishing early is non-productive (9)," INFER (gather) TILEr (tradesman, finishing early i.e. incomplete) ",67
17 SPLATTER Splash made by second record in America (8)," S (second) PLATTER (record, in the US) ",40
19 TUSSLE Worrying lest invaded by American fighting (6), LEST* containing US (american) ,32
20 PRAISES Honours head of protocol with increases (7), P (head of Protocol) RAISES (increases) ,41
21 MYRTLE Evergreen setter’s right – and let out (6), MY (setter’s) R (right) + LET* ,32
1 ARITHMETICIAN Fresh air and Chianti drinking encountered in summer? (13),"  *(air chianti) around MET 10 ONTHEGO Not working hard? I will be active (2,3,2)  *(not) + H(ard) + EGO (“I”) ",111
11 SYNCOPE Faint report of crime by policeman close to scene (7),  Homophone of SIN + COP (“policeman”) + (scen)E ,49
12 DRAFT Leader of Republicans plugging inane plan (5),  R(epublican) “plugging” DAFT ,31
13 INFORMANT Hip name in design for person shopping (9),  IN (“hip”) + N(ame) in FORMAT(“design”) ,42
14 AMIGO European comrade has another try (5),"  AMI (“another” ie another European comrade) + GO 16 BARTENDER This guy‘s skill welcom­ed by drinking party (9)  ART (“skill”) “welcomed by” BENDER (“drinking party”) 18 OUT OF DATE Fuddy-duddy not having a partner (3,2,4)  Definition and cryptic definition ",259
19 THROB Taoiseach’s content to go and pinch pound (5),  T(aoiseac)H + ROB (“to pinch”) ,33
"20 FINICKING Attentive to detail, if back committing crime (9)",  <+IF + NICKING (“committing crime”) ,38
23 CABIN Part of boat or vessel keeps swinging both ways (5),  CAN (“vessel”) “keeps” BI (“swinging both ways”) ,51
24 RAVIOLI Filled envelopes a fiddle to fill in US state (7),"  A VIOL (“A fiddle”) “to fill” RI (Rhode Island, so “US state”) ",65
25 OREGANO No-go area hasn’t a twining aromatic plant (7),  *(no go are) ,15
"26 PLAYING FIELDS Grassy areas acting as WC? (7,6)",  PLAYING as (W.C.) FIELDS Down ,32
2 RITUALIST Fan of ceremonies last to leave hotel with posh celebs (9),  RIT(z) + U (“posh”)+ A-LIST (“celebs”) ,41
3 TREAT Handle drug put in acid the wrong way (5),  E (“drug”) “put in” <=TART ,29
4 MAORI Native islander to wander around on island (5),  <+ROAM + I ,13
"5 TASK FORCE Special unit’s request to mine ground etc (4,5)",  ASK FOR (“request”) “to mine” *(etc) ,39
6 CONGRUENT Corresponding with Italian chap covering rugby (9),  CON (“with” in Italian) + GENT (“chap”) “covering” R.U. ,58
7 ALOHA A foreign greeting when turning up? (5),"  A HOLA is also a foreign greeting (“Hola” is Spanish for “hello”) 8 FORD MADOX FORD English author’s cross — really cross — with university (4,5,4)  FORD (“cross”) + MAD (“really cross”) + OXFORD ",198
"1 PSYCHOANALYSIS In treatment, Pliny says chaos is revolutionary (14)",  Anagram (‘is revolutionary’) of PLINY SAYS CHAOS. ,52
10 OGRES Giants substitute seen after blunder in field (5),"  RES (for ‘reserve’ or ‘substitute’) after OG (own goal, a ‘mistake in the [football]field’). ",95
11 EXCLUSION Rude lexicon entertains us in bar (9),  Anagram (‘rude’) of LEXICON includes US. ,43
12 BOWHEAD Perhaps Cockney leader protected swimmer (7),"  A Cockney is, traditionally, born within earshotofBow Bells (those of St. Mary-le-Bow church). Thus a ‘Bow head’ might be said to be a‘Cockney leader.’ A bowhead is a whale, of course. ",187
13 ROSEHIP Fruit girl pursues latest trends (7),"  ROSE (a girl) followed by HIP, nominalised adjective of ‘latest trends’, I guess, although I struggle to makethem synonymous. ",128
14 NAOMI Neo grumbles about the mother- in-law (5),"  Neo, our setter today, is thus ‘I’. Follow that with ‘MOAN’ (‘grumble’), reverse the lot, and we get NAOMI, Ruth’s mother-in-law in the Old Testament. I trust Neo is as fond of his as I am of mine. ",200
"16 SOCIALIST Left-winger, stoical, is thrown out (9)",  Anagram (‘thrown out’)of STOICAL IS. ,39
19 HOLLANDER National president meets resistance (9),"  Francois HOLLANDE (president, pro tem, of France) + R for ‘resistance’. ",74
20 ANTON Man soon consumes ton (5),  T for ‘ton’ in ANON’ (‘soon’). ,33
22 DETROIT Half-dead left-winger tours one Michigan city (7),  DE (half of ‘DEad’) then TROT (‘left-winger’) around 1. ,58
25 ARAPAHO Native American soldier brought back to a little house (7),  PARA (a ‘soldier’) reversed then A+HO (short for HOuse). ,59
27 ABSTAINED Sailor getting damaged kept dry (9),  AB+STAINED (‘damaged’) with cryptic definition. ,50
28 SUSHI South American greeting for tasty Asian dish (5),"  S (south), US (American) + HI. 29 THE LABOUR PARTY Pub, rat-hole, wrecked by clever group in opposition (3,6,5)  Anagram (‘wrecked’) of PUB RAT HOLE, then ARTY fo ‘clever’. Down ",180
"2 STRAW POLL  One checks opinion in walk round area with Penny (5,4)",  STROLL around A (‘area’)+W (‘with’)+P (‘penny’). ,51
3 CASTE Persons with class throw eggs at first (5),  CAST (‘throw’)+E (Eggs ‘at first’). ,38
"4 OVERDOSED Ever so odd, Dicky took too many pills (9)",  Anagram (‘dicky’) of EVER SO ODD. ,36
5 NICER Better diamonds found in northern river (5),  ICE (‘diamonds’) in N (‘northern’) + R (‘river’). ,52
6 LOUISIANA State girl entraps Scotsman (9),  LOUISA surrounds IAN. ,24
7 SMITH Commonest name for a forger (5),  Double definition. ,21
8 SUNSPOT Cool solar area in holiday resort (7),  And again. ,13
9 CORBYN Old jokes to entertain by 29’s leader (6),"  ‘Old jokes’ are ‘CORN’ which surrounds BY, giving the leader of 29 across, bless him (or whatever). ",102
15 INAMORATA Very soon scoundrel gets a girlfriend (9),"  IN A MO is ‘very soon’, then RAT+A. I can’t see the word ‘inamorata’ without an image appearing in my head of the hippopotamus’s girlfriend adjusting her garter in the Flanders & Swann song. ",193
17 CORIANDER Uniform-free messenger loading with spice (9),  COURIER without its ‘U’ for ‘uniform’ surrounds AND (‘with’). ,64
"18 IN TRANSIT Popular new artist wasted or on the wagon? (2,7)","  IN (‘popular’) then an anagram (‘wasted’) of N+ARTIST, plus cryptic def. ",75
19 HYDRANT Nine-headed monster nut eviscerated in main outlet (7),"  HYDRA (the ‘monster’ killed by Hercules as one of his labourts) + NuT without its centre (‘eviscerated’), plus cryptic def. ",126
"21 NEOLIB Privatiser’s point, in writing, about large Old English uprising (6)","  A neo-liberal is one who advocates, inter alia, the privatisation of all means of production. NIB (a ‘point, in writing’) around the abbreviations L+O+E, reversed. ",166
23 TASTE Judgment important as teaching shows (5),  Inclusion in ‘importanT AS TEaching’. ,40
24 TANGO Beat to suit musical piece (5),"  TAN (‘beat’) + GO (to ‘suit’, as in ‘thatshirt and tie really go’). Well, that’s close as I can get it. ",106
1 ZILCH Taylor perhaps repulsed by chapter 15 (5), (Liz)rev. ch. — Elizabeth Taylor ,34
"4 DUCKS’ EGGS More than one potential hunter’s target is avoiding projectiles when shelled? (5,4)", I haven’t quite got this: the potential hunter’s target is a duck; more than one of these is ducks; is avoiding is also ducks; eggs can be shelled and can also be used as projectiles. But how it all hangs together I can’t really see. And this term isn’t apparently in Chambers or Collins. ,290
9 RAVED Was flipping way in also way out? (5)," Another that I don’t fully understand: if you flip you rave (?); the first ‘way’ is ave., ‘also way’ is rd; but what is ‘out’ doing? Is it that the first one is on the inside, the second one on the outside? ",208
"10 DUBIETIES Besuited, I dispelled doubts (9)", (Besuited I)* ,15
"11 ONE NIL Narrow victory against back line (3,3)", on (line)rev. — a close-run thing in soccer ,45
"12 RAT RACE Artist to describe life’s futile struggle (3,4)", RA trace ,10
13 BIDETS Bedsit’s unconventional washing facilities (6), (Bedsit)* ,11
"14 ELAPSED Turning white, section editor slipped away (7)"," (pale)rev. s ed 15 NIX 0.9 (3) N [= point] IX — very clever clue which initially totally bewildered me, then became clear once some of the other clues made the theme obvious ",175
16 SECONDI Bass parts of disc one remixed (7), (disc one)* ,13
18 UNUSED Union tended to eschew right for left (6)," u nu{r}sed — I couldn’t at first see how unused = left, but I suppose that if something is not used then it is left unused ",124
21 MARATHI French revolutionary greeting in Indian language (7), Marat hi ,10
22 URANIC University conducted informal classes for beginners and elementary (6), u ran i{nformal} c{lasses} — elementary in the sense that it is to do with the element uranium ,96
24 NULLIFIED Made invalid fill in due forms (9), (fill in due)* ,16
25 ALTHO’ Informally allowing singer to tour hotel (5), alt(h)o ,9
26 SLAUGHTER Killing Joke’s aim’s to follow show’s headliner (9), s{how} laughter ,17
"27  See 4 Down Down 1 ZERO Zimbabwe, gutted, run out for 15 (4)", Z{imbabw}e RO ,15
2 LIVENED Haunt of vice and iniquity done up and made brighter (7)," (den evil)rev. — I think it’s not ‘den of evil’ with the ‘of’ missing, rather den = haunt of vice’ and ‘evil’ = ‘iniquity’ 3 HIDING TO NOTHING Putting on covers finally at 0-15, on which defeat’s guaranteed (6,2,7) hiding [= putting on covers (?)] {a}t 0 nothing [an example of 15ac] 4/",287
27 DIDDLY-SQUAT 15 quid sadly lost in middle of acid trip (6-5)," (quid sadly)* in {aci}d t{rip} — I couldn’t remember the term, thinking it was ‘tiddly squit’, but that was what we used to call someone at school — and at first I thought that my drug knowledge was so thin that possibly delirium tremens not only happened in alcoholic trips but also in drug ones ",298
"5 CYBERSEX Brexit Secy losing it, confusing ‘it’ with IT? (8)"," (Brexit Secy – it)* — I wasn’t sure about who Secy was, never having heard of him or her, but it’s anagram fodder thank goodness — it rather stands out as being so 6 SWEET FANNY ADAMS Candy-ass leading man’s 15 (5,5,5) sweet [= candy] fanny [= ass] Adam’s — this is not the first time that I’ve said this: the word is arse; ass is an Americanism — perhaps the fact that the term ‘candy-ass’ is also American justifies it a bit ",428
7 GUITARS Axes third of Rugby Union international pitches (7), {Ru}g{by} u I tars ,20
8 SUSPENDED Took action about outlay deferred (9), su(spend)ed ,13
13 BASEMENTS Mammals hiding seedy stuff in underground chambers (9), ba(semen)ts ,13
15 NIHILIST Supporter of 15 from Northern Ireland getting one heel past goal in rugby? (8), NI H 1 list — a goal in rugby is in the shape of a capital H ,62
17 COROLLA Company to start operating a part of plant (7), co. roll a — roll as in start rolling the cameras ,51
19 SHIH-TZU Silencer on cocked sub-machine gun muffling hit – one taken out is man’s best friend (4-3), sh (uzi)rev. round h{i}t — this breed of dog — should there be a question mark? It looks as if the definition is in two stages: man’s best friend = dog; dog = shih-tzu. Is this all right? ,189
20 JUDDER Japanese milk producer makes shake (6), J udder ,9
1 Swimmers used to be trained in West (7)," MEDUSAE Anagram [to be trained] of USED in MAE [West] Collins – ‘medusa: another name for jellyfish, from the likeness of its tentacles to the snaky locks of Medusa’ ",167
"5 Bush, a murderer, right at the top (7)", ARBUTUS A BRUTUS [murderer of Julius Caesar] with the R moved to the beginning [top – this might work better in a down clue] I first heard this word in primary school when we learned this song – I can’t think why – but I know what it looks like now ,250
"11 Played hymn to 12 that’s on top of stack (7,3)", CHIMNEY POT ANAGRAM [played] of HYMN TO EPIC [answer to 12ac] ,63
12 Nice grocer’s offloading water on a huge scale (4), EPIC EPIC[erie] [grocer’s in Nice] minus [Lake] Erie – offloading water ,73
"14 Old satirist begins shedding stone in judo etc (7,4)"," MARTIAL ARTS MARTIAL [old satirist] + [st]ARTS [begins, minus st – stone] ",75
"18 Doctor must get up, if time’s at a premium (6,5)"," TEMPUS FUGIT Anagram [doctor] of MUST GET UP IF ‘Time flies’, a quotation from Virgil’s Georgics III 284: a similar sentiment to CARPE DIEM [25ac] – both found on clocks and sundials ",184
22 Hacks ignore firm making disapproving noises (4)," UGHS [co]UGHS [hacks, ignoring co – firm] ",43
"22 Bubbly soup needs work, significant work (6,4)", MAGNUM OPUS MAGNUM [bubbly] + an anagram [needs work] of SOUP ,63
"25 Fish go in mid-December, so strike now! (5,4)", CARPE DIEM CARP [fish] + DIE [go] + decEMber ‘Seize the day ‘ a quotation from Horace’s Odes 1.11 – see also MARTIAL’s epigram: “Tomorrow’s life is too late. Live today.” – so we have another mini-theme ,204
26 Old soldiers hiding blunder land in 9 (5), TERRA TA [old soldiers] round ERR [blunder] ,45
"27 Short of bakery job, say (7)", NEEDING Sounds like kneading [bakery job] ,43
28 Stylish novices rebuffing leading lady’s demands (7), INSISTS IN [stylish] + SIST[er]S [novices] minus er [the queen – leading lady] – not sure of this: a sister is a nun but a novice is specifically one who has not yet taken the vows Down ,187
1 Married girl’s animus (6), MALICE M [married] + ALICE [girl] ,35
2 List the best finally entering parliament (6), DETAIL [th]E [bes]T in DAIL [Irish parliament] ,48
3 You and my sons oddly retain name that’s closely associated (10), SYNONYMOUS Anagram [oddly] of YOU and MY SONS round N [name] ,62
4 Look briefly across stage for exit lines (5), ELEGY EY[e] [look briefly] round LEG [stage] ,46
5 Doing seller’s job out of uniform (9), ACTIONING A[u]CTIONING [seller’s job] minus u [uniform] ,57
6 Attractive girl in black Lincoln (4), BABE B [black] + ABE [Lincoln] ,32
"7 Rubbish “politician” stuffs more balanced adversary, finally (8)", TRUMPERY MP [politician] in TRUER [more balanced] + [adversar]Y – an absolute gem ,83
8 Watch patient eating date capsule (8), SEEDCASE SEE [watch] + CASE [patient] round D [date] ,54
13 Oversupply a couple’s food additives (10)," GLUTAMATES GLUT [oversupply] + A +MATES [couples, as a verb] ",62
15 Improving picture: judge and artist reach China (9), REFRAMING REF [judge] + RA [artist] + MING [china] ,52
16 Forerunner of 9 puzzled centaurs (8), ETRUSCAN Anagram [puzzled] of CENTAURS ,40
17 Article on speed or rate occasionally jars (8), AMPHORAE A [article] + MPH [speed] + OR + [r]A[t]E ,52
19 Old queen chopping vegetables works in Covent Garden (6)," OPERAS O [old] + ER [queen] in PEAS [vegetables] – a great surface, with a neat double allusion to Covent Garden – Edit –error between solve and blog: O [old] + R [queen] in PEAS [vegetables] – thanks, William @2 ",214
20 Studies eastern and southern states (6), ESSAYS E [eastern[ + S [southern] + SAYS [states] ,51
23 Water sources current doctor found in province (5), NIMBI I [current] + MB [doctor] in NI [Northern Ireland [province] ,68
"1 GOBBLEDEGOOK Rubbish stuffed, say, by recess when heading off (12)", GOBBLED (stuffed) EG (say) and nOOK (recess) missing first letter (heading off) ,81
"10 LAID OUT Planned helper to intercept thug (4,3)"," AID (helper) inside (to intercept) LOUT (thug) 11 ON A ROLL How food may be available to consumersexperiencing continued fortune (2,1,4) double definition ",156
"12 ON AIR In Algeria now, revolutionary’s being broadcast (2,3)", found reversed (revolutionary) inside algeRIA NOw ,51
13 SCOTCHES Puts an end to European board game that’s not finished (8)," SCOT (European, and hoping to remain so!) with CHESs (board game, unfinished) ",79
"15 PRIEST-HOLE Commoner brought about heist, building old hideaway (6-4)", PROLE (commoner) contains (brought about) anagram (building) of HEIST ,71
16 KWAI Amount of power by main road Asian runner’s showing (4)," KW (amount of power) by AI (A1, main road) – the River Kwai, something that runs in Asia ",90
18 EAST Son goes inside to devour course (4), S (son) in EAT (to devour) ,28
"20 FLEA MARKET Place to buy a group of boats, including American vessel (4,6)", AM (american) ARK (vesseL) in FLEET (a group of boats) ,56
"22 STARDUST Celestial matter beginning to appear around South of France, westwards (8)"," START (beginning) containing (to appear around) SUD (south, in French) reversed (westards, to the left on a map) ",114
24 TILDE Clay slab covers edge of road sign in Spanish (5), TILE (clay slab) contains (covers) roaD (egde of) – an accent (sign) in theSpanish language ,93
26 RAVIOLI Five biros laid regularly on artist’s Italian table (7)," V (five) and bIrOs LaId (regular selection from) follows (on) RA (Royal Academician, artist) – Italian food ",109
27 GRENADA Island emigre’s half-eaten duck (7)," emiGRE (half missing, eaten) then NADA (nothing, zero, a duck) ",64
"28 DOPPELGANGER Double act by two priests good in general, touring (12)"," DO (act) by PP (priest, two of) then G (good) in anagram (touring) of GENERAL Down ",84
2 ORIGAMI Doctor in the morning enters old institute folding paper (7)," RIG (doctor) and AM (in the morning) inside (enters) O (old) I (institute) 3 BOOKREST This might help when reading bank balance (nothing in it, repeatedly) (8) BK (bank, abbrev) and REST (balance) contains O O (nothing, repeated) ",231
4 EATS 18 munching food (4), anagram (munching) of EAST (18 across) ,40
"5 ETON COLLAR Functioning senior officer during alert damaged part of shirt (4,6)"," ON (functioning) COL (colonel, senior officer) in anagram (damaged) of ALERT ",78
"6 OP ART Abstract school character, ordinary initially (2,3)"," PART (character, in a play) following (with…initially) O (ordinarily) ",71
7 KNOW-HOW Ken’s one thousand pounds present goes on house and wife (4-3)," K (one thousand pounds) NOW (present) on HO (house) and W (wife). I don’t get whyK is one thousand pounds. One tousand yes, but why pounds? ",141
"8 BLOOD PRESSURE Family tension that a doctor might observe (5,8)"," BLOOD (family) and PRESSURE (tension) 9 FLASH IN THE PAN Ray and I then repaired toilet – a brief success (5,2,3,3) FLASH (ray, of inspiration) with anagram (repaired) of I THEN followed by PAN (toilet) ",204
14 PHILISTINE Unrefined report of horses current in north-east (10)," PHILIS TINE sounds like (reported) “fillies” (horses)and “Tyne” (current, river in north-east England) ",104
17 PANTHEON Long to see cardinal running religious building (8)," PANT (long to see) HE (His excellency Eminence, cardinal) and ON (running) 19 STARVED Revd. jittery at station without fare? (7) anagram (jittery) of REVD following(at) STA (station) ",184
21 KILDARE Artist returning inside liked interpreting Irish territory (7)," RA (artist, that Royal Academician again) reversed (returning) inside anagram (interpreting) of LIKED ",103
23 DROOP Soldiers in school raised flag (5)," OR (other ranks, soldiers) in POD (school, of dolphins perhaps) reversed (raised) ",83
9 Leadership lacking in biased manual worker (7), ARTISAN – [p]ARTISAN (leadership lacking in biased) ,53
10 Lohengrin sheltering land’s first colonist (7), SETTLER – SETTER (Lohengrin) around (sheltering) L[and] (land’s first) ,72
"11 Bitter, maybe, about new style (4)"," ELAN – ALE (bitter, maybe) reversed (about) N (new) ",53
12 Harry Potter eyes cast predictably (10), STEREOTYPE – an anagram (harry) of POTTER EYES ,48
13 Covered patient with close bandaging (7), ENCASED – END (close) around (bandaging) CASE (patient) ,57
15 Fine film coating on lawn now and again (7), ELEGANT – ET (film) around (coating) LEG (on {cricket}) [l]A[w]N (lawn now and again) ,87
17 Manage hot American group (7), HUSBAND – H (hot) US (American) BAND (group) ,46
19 One working on board boat before start of regatta (7), CATERER – CAT (boat) ERE (before) R[egatta] (start of regatta) ,64
20 Bribe investor withholding assistance (10), BACKHANDER – BACKER (investor) around (withholding) HAND (assistance) ,71
22 Girl returning unfinished sandwiches with dip (4), SWIM – MIS[s] (girl … unfinished) reversed (returning) around (sandwiches) W (with) ,85
25 Retired soldiers blocking article on field of operations (7), THEATRE – TA (soldiers) reversed (retired) in (blocking) THE (article) RE (on) ,80
26 Bond hit for Spanish tenor (7), RAPPORT – RAP (hit) POR (for Spanish) T (tenor) ,49
"27 Dangerous game, stunt, or a leisure activity (7,8)", RUSSIAN ROULETTE – an anagram (activity) of STUNT OR A LEISURE Down ,69
1 Cover head around capital of Libya (5), PLATE – PATE (head) around L[ibya] (capital of Libya) ,55
2 Ant screen manufactured for doors? (9), ENTRANCES – an anagram (manufactured) of ANT SCREEN ,53
3 Garment that doubles as hospital clothes (4), SASH – hidden in (that … clothes) ‘doubleS AS Hospital’ ,57
4 Gave old drinks to half-cut nationalist (7), DONATED – DATED (old) around (drinks) [t]O (to half-cut) N (nationalist) ,74
"5 Ever so bothered about Britain, say (7)", OBSERVE – an anagram (bothered) of EVER SO around (about) B (Britain) ,71
