,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
92245,Moral system demands witches flayed and chopped to bits ," ({w}itche{s})*, the flaying removing the ends ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
126249," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
42782,Nationality of the enigmatic Mona Lisa? , SOMALIAN : Anagram of(enigmatic) MONA LISA. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
132641,Labour paranoid enthralling House —  it's all the same to ministers  ," ADIAPHORON: (paranoid)* surrounds ho=house; an ethical matter of indifference; 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
69954,Hard worker wants jar – not pissed ," hard worker / anag, i.e. pissed, of JAR NOT ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
107693," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
94665,Guard the stupid girl , (GUARD THE)* [* = stupid] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
129690, Panicking disastrously  as a grenade  exploded  ," GADARENE : (A GRENADE*). I didn’t know “Gadarene” as an adjective, but the meaning is obvious enough.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
79277, Character from Tel Aviv could be a help , ALEPH An anagram of A HELP – anagrind is ‘could be’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
72817,That chap's very quiet round caged beasts ,"PP O in (“caged” by) HIS (that chap’s) 13,2,14. BADMINTON HORSE TRIALS Animals bred, in short, to run in sporting event (9,5,6)(ANIMALS BRED IN SHORT TO)* – knowing little of this event I guessed this might be a topical reference, but in fact the Trials took place at the beginning of May ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
90579,"Travelling around, I represent business ",  Anagram (‘travelling around’) of I REPRESENT. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10110,Push on to cook lavish meal , Anagram ofpush on ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47166,"Move trips for me and my kids, perhaps ", (trips)* = STIRP ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70779,Ponder upon team in trouble after game ," anagram (trouble) of TEAM IN following (after) RU (rugby union, a game) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
15492,"Seducers maybe, united in sin, err dreadfully ", RUINERS U in *(SIN ERR). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40161,"C'mon, no screwing, chaplain!? "," chaplain / anag, i.e. screwing, of C’MON NO ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
15514,City that sent missionaries out to China , ANTIOCH An anagram (‘out’) of ‘to China’. See Acts 13 1-4. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117313,"  Incense driver  after smashing   plates, etc  ","   DINNER-SERVICE  - (INCENSE DRIVER)* Another pleasing anagram.   7   Score  only 50% in assessment of perfect vision (6)   TWENTY  - 50% of twenty-twenty   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
46724,Eric got me confused just using simple figures , An anagram (‘confused’) of ‘Eric got me’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78200,children's confection covered in fruit , Anagram of A CHILDREN ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90518,Inability to retire successfully when you've worked as minion ,  (As minion)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12495,"Firm, lean sort of soldier ",(FIRM LEAN)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
128557,  Plonker  put my rubbish next to Nag's Head ,"   NUMPTY  - anagram('rubbish') of PUT MY next to N (nag's head)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
79090,Poor Cressida dropped small cocktail , anagram (poor) of CRESsIDA missing S (small) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92816,"Shaped like the earth, but able to change ", An anagram (‘change’) of ‘able to’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
127500,  Beer scam drunk  takes to heart  ,"   EMBRACES  — (Beer scam)*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
17212,It's well-known in one respect – criminal 6D ,  (ONE RESPECT)* AInd: criminal ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62652,Amusingly he exaggerates strange trait associated with a circus ,  *(trait a circus) 8 A-LISTER Celebrity is blocking change (1- 6)  IS blocking ALTER(“change”) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41792,"Rebels like to work, workers likely to strike? ", KILLER BEES Anagram [to work] of REBELS LIKE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67156,"Naked vagrant carried by sheep, drunk ", TANKED UP – anagram (vagrant) of NAKED in (carried by) TUP (sheep) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21369,Ornate enamel apt for sign , NAMEPLATE : Anagram of(Ornate) ENAMEL APT. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53124,"Right of entry at Camden, it changed ",  Anagram (‘changed’) of AT CAMDEN IT. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120846,  Rare show designed for  stage and screen entertainment  ,"   WAR HORSE  - (rare show)*. Both a  play  and a  film , both based on a 1982  children's novel  by Michael Morpurgo.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
70234,Gaffes to engage where the spectators can't see ,"  Anagram (‘engage’. Well, anything can indicate an anagram, we’re told) of GAFFES TO. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
28401," Connoisseur of reds liking Merlot, so sloshed ",  Anagram of (sloshed) LIKING MERLOT SO (LIKING MERLOT SO)* KREMLINOLOGIST (one studying the former Soviet government and its policies; probably still studying Russia today; connoisseur of reds[left wingers; communists])  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2828,"Incoherent speech, so a drawl collapsed and died ", (SO A DRAWL)* collapsed=anagram then D (died) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9204,"Wicked Satan blundered, that's clear ", UNDERSTANDABLE (Satan blundered)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91346,Fences fool put up to protect ladies in trouble , (ladies)* in (sap)rev. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120787,Respect is high for  royal staff  ," SCEPTRE: (respect)*;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
52722,Managed to get rabbit in capital city , RAN (managed) GOON (rabbit??) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126232,  African  galas may go wild ,"   MALAGASY  - (galas may)*. Someone from Madagascar.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
83930,Mad Max — or spy getting fit , PAROXYSM – an anagram (mad) of MAX OR SPY ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
103768,  Plonker  put my rubbish next to Nag's Head ,"   NUMPTY  - anagram('rubbish') of PUT MY next to N (nag's head)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
101510,  Latest of restrictions in force  affected   trees  ,"   CONIFERS  - (S IN FORCE)*, the S from end of restrictionS.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
93265,"Prehistoric carnivore, one wandering Urals – look therein ", — ALLOSAUR — a (Urals)* round lo ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15143, Selector smashed plates ,   Anagram of (smashed) SELECTOR  ELECTROS (short for ELECTROPLATE; plates)  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77165," It has no place in adulthood, changing since one ages ","   Anagram of (changing) SINCE ONE AGES CAENOGENESIS* CAENOGENESIS (the state where adaptations to the needs of the young stages develop early, and disappear in the adult stage)  ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
13385,"Oddly GIs eat lemons regularly, without one getting the pips? ", TIME SIGNAL (GIs eat l{e}m{o}n)* round 1 ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126991,"  Having no one in control , slide errs badly ","   RIDERLESS  -anagram('badly') of SLIDE ERRS   Down   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
3643,Canoe wrecked in water ,"   (CANOE)*   On the very same day this puzzle was published, Rufus (in the Guardian) had ‘ocean’ clued as ‘canoe’.    ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
154,Star terribly coy about nasty porn? Quite the opposite , PROCYON Ins of *(COY) in *(PORN) for the brightest star in Canis Minor ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62096,"Like men, gerbils stray ", *(men gerbils) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21450,Most eager to see Kent regenerated , KEENEST : Anagram of(… regenerated) SEE KENT. Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55869, Aggressive culture destroyed books , TRUCULENT An anagram of CULTURE – anagrind is ‘destroyed’ NT (books) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24183,Desperately keen that friend keeps tool , Anagram of KEEN in ALLY (friend) Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8520,Overheard Blair struggling with a compulsion to hold forth , (OVERHEARD BLAIR)* anagram=struggling then A ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74594,Endless success after altering rate of flow,(ucces)* = CUSEC T ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49220,"Having lost perp stupidly, poor copper's been blue ",(COPPER’S BEEN)* less PERP* Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38675,Means of reckoning wages once upset tea-lady , anagram (upset) of TEA-LADY ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19875,Base that is held by criminal not yielding , Nice use of ‘not’ to throw off my definition-hunting. BED (base) IE (that is) in an anagram (criminal) of NOT ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71097,Bitter players engaged in civil disorder ,  TRIO (“players”) engaged in *(civil) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71512,"Wanting a woman in work, though not much of a catch ",(A WOMAN IN)* less (“wanting”) A ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11356,Mischievous student in fine form , ELFIN – L (student) in an anagram (form) of FINE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69613,"HE, tiddley, tottering ", anagram (tottering) of TIDDLEY – high explosive ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102480, Bouncy  castleplayed with  ," ELASTIC : (CASTLE I*). It's a challenge to work out which end of the clue is the anagram indicator!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
103932,  Unexpected  tourist angle about new  airport facility  ,"   TRANSIT LOUNGE  - (TOURIST ANGLE)* about N (new)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
69018,Trained rather scary kid to become a drummer ," RICHARD STARKEY : Anagram of(Trained) RATHER SCARY KID. Answer: …, alias Ringo Starr, drummer in The Beatles, cf. 9 across. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
118393,  Hard worker  heartless janitor's thrown out ,"   TROJAN  - Heartless JANITOR is JANTOR. Anagram it.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
47752,Fragrant plants one fished out of dirty drains , (drains – i{one})* = NARDS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15564,Belittle success by German authority ," SLANDER : S(abbrev. for “success”) plus(by) LÄNDER(German for a state authority). Answer: In belittling someone, you could be slandering him/her. 6 Wrongly apprehend: taught the wrong way (2,3,6,4) UP THE GARDEN PATH : Anagram of(Wrongly) APPREHEND: TAUGHT. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
104684,Possibility when locks long to play in scrum? ," PONYTAIL  - (TO PLAY IN)* the definition is ""possibility when locks long"". Pure, unadulterated genius 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
90340,Ill-disposed ladies to be separated , (LADIES TO)* [* = ill-disposed] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109512,"Hop it with box on fire close to Iowa, showing  fear of dangerous stuff  "," TOXIPHOBIA: (hop it box)*-IA; Iowa=IA;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
70700,"Unfortunately less hot, the tuna red raw ","  *(te tuna raw), where TE is “the” less H(ot) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
64645,Rested awkwardly in place of solitude , DESERT (RESTED)* (*awkwardly) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93571, You and I quickly wanting to be let out from it? ," OUBLIETTE An anagram of U (‘you quickly’ as in text-speak), I and TO BE LET – anagrind is ‘out’ Down ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
66172,"Premier team cracked it secretly, pocketing diamonds "," An envelope (‘pocketing’) of ICE (‘diamonds’) in LESTERCITY, an anagram (‘cracked’) of ‘it secretly’. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
55190,Climber from Stanmore going down the tube , An anagram (‘going down the tube’) of ‘Stanmore’. A genus including the Swiss Cheeese plant. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41558,Make angry scene in Barking ,(SCENE IN)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44513,World leader — negotiating with Trump and I invalid , (Trump I invalid)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21509,Hotel man mixed something very dangerous for drinker ," METHANOL : Anagram of(… mixed) HOTEL MAN. Defn: Poisonous liquid used as a solvent, fuel and antifreeze. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
74385,In dialectics animatedly responsible for the demise of cricket? , INSECTICIDAL: anagram of IN DIALECTICS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40563,"What drivers go through, lining up targets without tees ",Anagram of TARGETS less its Ts ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44653, See 10 Wretched transients lost in acidity , anagram of TRANSIENTS missing IN ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120259,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
39737, See 25 It's three times or otherwise a perfume ingredient ," Anagram (otherwise) of ITS and three ORs. Orris root (usually written as two words, I believe) is used to refer to the roots of certain kinds of iris and is used in making certain perfumes. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
30642,"Is man one, perhaps? ", anagram (perhaps) of IS MAN and I (one) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46067,Change to subsidy for womenswear , anagram (change) of TO SUBSIDY ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
76053,Hobo's besotted with bling and spirits , HOBGOBLINS : Anagram of(… besotted …) [HOBO’S plus(with) BLING]. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
122347,"  Tiger, so wild,  more savage than all the others  ","   GORIEST  - ( TIGER SO )*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
88495,Demolish large new English comprehensive ,  (Large n(ew) E(nglish)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29412,"Having small swellings cut, bleed badly round centre of perforation ", (perfo)R(ration) in *(CUT BLEED). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75801,Notice incredibly rude daughter interrupting woman , RUDE* anagram=incredibly then D (daughter) in (interrupting) NANCY (a woman) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
119208, Opera 's premiere mostly gets hammered ," PETER GRIMES - (PREMIER{e} GETS*) [""hammered""]. Opera by Benjamin Britten. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
76214,Reform Church of England could obstruct , OCCLUDE (CE COULD)* – the CE in the anagram fodder is from “Church of England” Defintion: “obstruct” ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28222,"Confused, I'd left the locality of a battle", (id left)* = FIELD R ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49004,Working on Bruce's delivery , anagram (working) of ON BRUCE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85384,Oh I caused chaos in the 80s Chicago music scene! ,  anagram (chaos) of OH I CAUSED. Did anyone alse see DISCO in there first? ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90749,People determined to leave his glen ravaged? ," anagram (ravished) of HIS GLEN 26 LET IT GO Nigel, losing his head, over-the- top, barking? Time to move on (3,2,2) anagram (barking) of nIGEL (missing head) and OTT (over-the-top) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
97442,Possibly runs hotline to find animal killers , (runs hotline)* LION HUNTERS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8142,"Slimy scum in blaze, taking ages to put out ", SLEAZEBAG Anagram [to put out] of BLAZE and AGES ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6245,Serves exactly 2200 scattered dots , ATTENDS TO Exactly 2200 = at ten [in the 24-hour clock] (dots)* — but what is the significance of ‘exactly’? Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3807,Treaty has potential to enrage me over time ," AGREEMENT : Anagram of(potential to) ENRAGE ME placed above(over, in a down clue) T(abbrev. for “time”). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
113972,  Beer scam drunk  takes to heart  ,"   EMBRACES  — (Beer scam)*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
27846, Mending torn nightcap ,  Anagram of (torn) NIGHTCAP  PATCHING (mending)  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21475,Most eager to see Kent regenerated , KEENEST : Anagram of(… regenerated) SEE KENT. Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
127747,"  An honest duo, possibly — or  a much larger number  ","   ONE THOUSAND  - (an honest duo)*.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
47095,Corrupt financing – is it not important? , INSIGNIFICANT – an anagram (corrupt) of FINANCING IS IT ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74672,Dancing bear is from this country , SERBIA : Anagram of(dancing) BEAR IS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
112512,Respect is high for  royal staff  ," SCEPTRE: (respect)*;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
86357,Transpose impromptufor female benefactor , Anagram of TRANSPOSE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14982,Smart New Labour shams , Anagram ofsmart new ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69523,"Extinct sea creature, form of thin ray ", *(THIN RAY). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74314,"Rockefeller, for example, isn't perceived differently ", VICE PRESIDENT (ISN’T PERCEIVED*) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78427,"Grunted when swimming, a rare sight in the pool these days ", — TRUDGEN — (Grunted)* — who says it’s a rare sight these days? Chambers doesn’t. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61998,"Dire Straits appearing in Cairo, Lichtenstein and Monaco, among others "," anagram (dire) of STRAITS – Roy Lichenstein, Lorenzo Monaco and Francesco Cairo are artists ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
10160,Read of new capital investment ,   (READ OF)* [* = new] – a FEDORA is a hat    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
114642,  Saki's struggling and writes out  examinations  ,"   SKIASCOPIES  - anagram of SAKI'S then COPIES(writes out)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20451,"Own rarest ivy, exotic plant ", An anagram (exotic) of own rarest ivy ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79888,"speak up, moved to cover question for the little runt ", Q (question) in anagram of I SPEAK UP ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79260,"Ground nut carcase, which is shelled ", CRUSTACEAN – an anagram (ground) of NUT CARCASE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41096,Diamonds in big scene get tossed in dish ," An envelope (‘in’) of D (‘diamonds’) in EGGSBENEICT, an anagram (‘tossed’) of ‘big scene get’. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
45933,Composed cleverness that's heading off for disaster , ({c}leverness)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13592,Household servant first to reproach awkward trainee , R (first to reproach) anagram of TRAINEE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58484,Trouble in the Gorbals has dispersed following fine , anagram (dispersed) following F (fine) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25586,Sport I developed out of unconventional photojournalism ," *(hojounalm) i.e. “photojournalism” less the letters in “sport I” Jonah Lomu dies on the 18th November, 2015.  ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
83612,Said sorry for serving old sago pie , APOLOGISED : Anagram of(serving) OLD SAGO PIE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8059,"Ainslie, for example, chats with many at sea ", YACHTSMAN – an anagram (at sea) of CHATS MANY – this yachtsman ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45247,Mirror set to spread the subject of much Trump hype , (MIRROR SET)* AInd: to spread. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
123911,  African  galas may go wild ,"   MALAGASY  - (galas may)*. Someone from Madagascar.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
93641,Salt mined in Near East , *(near east) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35083,Belgian's wry dig wound up mounted knight , (Belgian’s wry dig)* — mounted on a bicycle ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4339,Irish tart formulated complaint , ARTHRITIS An anagram (‘formulated’) of ‘Irish tart’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64806,Rise awkwardly to position of defiance ," RESISTANCE : Anagram of(… awkwardly) RISE plus(to) STANCE(a position;the way one stands, as with, say, a boxer in the ring). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
54885, Pernods get ass drunk , Periods get ass drunk (6)  I  Anagram of (drunk) GET ASS STAGES*  STAGES (periods) STAGES   ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4895,Record in new demon cut , DOCUMENT : Anagram of(new) DEMON CUT. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58059," Very loud, needing a forte reassessed ",   Anagram of (reassessed)NEEDING A and F (forte) DEAFENING* DEAFENING (very loud)  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77666,Oil company associated with spill — one needing reform , EXXON Anagram [needing reform] of ONE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58431,Study of domestic finances or cosmic income shifts , Anagram of (OR COSMIC INCOME). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
111550," One taking steps  and  collapsing  on ground, getting up "," DANCER : an anagram of AND, then REC (ground) backwards (getting up). I really struggled with the parsing of this simple clue!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
44757,for car to be adapted — it's for carrying more luggage ," An anagram (‘to be adapted’) of ‘OK for car’., with an extended definition. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
125379,  Was messing with the  bandage  ,"   SWATHE  - WAS (""was"") anagrammed with (""messing with"") THE (""the"")   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
21516,Distress when train set gets damaged , STRAITEN : Anagram of(… gets damaged) TRAIN SET. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22125,President to resolve constitutional change , ROOSEVELT (to resolve)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11267,This business arose controversially on Cape complex , Anagram of AROSE CAPE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75565,"Range, I note, a varied kind ", COMPASS (range) then an anagram (varied) of INOTEA ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26684,Notices a drifting person in a boat , CANOEIST An anagram (‘drifting’) of ‘notices a’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47174,Japanese pasta cut short sounds fantastic , S (sounds-s)* = UDON ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
94143,What skinny-dipper is at Ness swimming in mass of cold water? , BARE (what skinny dipper is) and (AT NESS)* anagram=swimming Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90887,Following trustee wrapped up in unnatural fear , R Tr (trustee) in (fear)* = AFTER ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115342,"Hop it with box on fire close to Iowa, showing  fear of dangerous stuff  "," TOXIPHOBIA: (hop it box)*-IA; Iowa=IA;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
40384,Posies one's arranged? They're not straight , anagram (arranged) of ONE’S then GAYS (they are not straight) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91294,"Wise getting pet in, as barking ", An anagram (‘barking’) of ‘pet in as’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
119173,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
104197," One taking steps  and  collapsing  on ground, getting up "," DANCER : an anagram of AND, then REC (ground) backwards (getting up). I really struggled with the parsing of this simple clue!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
128658,"  Tiger, so wild,  more savage than all the others  ","   GORIEST  - ( TIGER SO )*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
98221,Brown horses crossing sort of wilder  places to lead them  ," BRIDLEWAYS - BAYS [brown horses] ""crossing"" (WILDER*) [""sort of...""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
100863,Queen's only been unexpectedly captured by a knight ," ANNE BOLEYN  - (ONLY BEEN)* in A,N . King Henry VIII's second Dutch. Beginner's Guide: N is chess notation for the knight. The King pulled rank and claimed the K 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
2293,Stephano crashed carriage ," STANHOPE An anagram (‘crashed’) of ‘Stephano’, for a light one-horse open carriage. Curiously, another anagram of the fodder is PHAETONS. A Stanhope carriage. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
52405, Weeklong courses about distance learning ," KNOWLEDGE An anagram of WEEKLONG (anagrind is ‘courses’) round D (distance) 13  5 rearranged 18 using extremes of speech, rather than central characters (4,4) JEAN RHYS An anagram of JANe eYRE (18ac) with the middle two letters or ‘central characters’ replaced by S and H (first and last letters or ‘extremes’ of ‘speech’ – anagrind is ‘rearranged’ ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20428,"Agency encouraging disloyalty, since getting shamed – “I only screwed around” "," AS (since) (SHAMED I ONLY)* AInd: screwed around. The Ashley Madison story has it all: Infidelity, deceit, blackmail, whistleblowing, and most serious of all, insecure data management. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
17254,Improperly placed relics up a clergyman's vestment , SURPLICE Anagram [improperly placed] of RELICS UP ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14027,"Is stout perhaps, so doesn't dance ", SITS OUT =”doesn’t dance”. (Is stout)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106982," New  lad in Rome, a  city-dweller  "," MADRILEÑO : (LAD IN ROME*).   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
4971,Heavenly food for Rambo is a stew , AMBROSIA An anagram (‘stew’) of ‘Rambo is a’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55005,Steer clear of wildcat general strike; it's a tragedy eerst ," anagram (wildcat) of GENeRAL strIKe missing (clear of) STEER. I’ve no idea about “eerst”, all I can gather is that it is Dutch word meaning before and an anagram of steer. Maybe another typo? ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
67818,Early star with banker set out recklessly , =star of silent films (banker set out)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
